Pixel,K_3_0,K_5_0,K_7_0,K_3_25,K_5_25,K_7_25,K_3_50,K_5_50,K_7_50,K_3_100,K_5_100,K_7_100
0,0,4,4,0,1,0,1,1,1,1,0,3
1,1,0,5,2,1,6,0,1,3,0,0,0
2,1,2,5,2,4,6,0,2,3,0,2,0
3,0,0,0,0,1,4,1,1,5,1,0,6
4,0,0,0,0,1,4,1,1,5,1,0,6
5,1,3,5,2,1,6,0,3,3,0,0,0
6,1,0,5,2,1,6,0,1,3,0,0,0
7,0,4,0,0,0,4,1,0,5,1,4,6
8,0,4,3,0,0,1,1,0,6,1,4,1
9,2,4,3,0,0,1,1,0,6,1,4,1
10,0,4,3,0,0,1,1,0,6,1,4,1
11,0,0,0,0,1,6,1,1,3,1,0,0
12,1,0,5,2,1,6,0,1,3,0,0,0
13,0,0,5,0,1,6,1,1,3,1,0,0
14,0,0,5,2,1,6,0,1,3,0,0,0
15,0,0,0,0,1,6,1,1,3,1,0,0
16,0,0,5,0,1,6,1,1,3,1,0,0
17,1,0,5,2,1,6,0,1,3,0,0,0
18,0,0,5,0,1,6,1,1,3,1,0,0
19,0,0,5,0,1,6,1,1,3,1,0,0
20,1,2,1,2,4,2,0,2,2,0,2,5
21,1,2,5,2,4,6,0,2,3,0,2,0
22,0,4,0,0,1,0,1,1,1,1,0,3
23,2,4,3,0,0,0,1,0,1,1,4,3
24,0,4,0,0,0,4,1,0,5,1,4,6
25,0,0,5,0,1,6,1,1,3,1,0,0
26,1,0,5,2,1,6,0,1,3,0,0,0
27,0,0,5,0,1,6,1,1,3,1,0,0
28,0,0,5,2,1,6,0,1,3,0,0,0
29,0,0,5,0,1,6,1,1,3,1,0,0
30,2,1,3,1,0,1,2,0,6,2,4,1
31,2,4,3,1,0,1,2,0,6,2,4,1
32,2,4,4,0,0,0,1,0,1,1,4,3
33,0,4,4,0,0,0,1,0,1,1,4,3
34,2,4,4,0,0,0,1,0,1,1,4,3
35,2,4,3,1,0,1,2,0,6,2,4,1
36,0,4,0,0,0,4,1,0,5,1,4,6
37,0,4,4,0,0,0,1,0,1,1,4,3
38,0,4,4,0,0,0,1,0,1,1,4,3
39,0,4,4,0,0,0,1,0,1,1,4,3
40,0,4,4,0,0,0,1,0,1,1,4,3
41,0,4,3,0,0,1,1,0,6,1,4,1
42,0,4,4,0,0,0,1,0,1,1,4,3
43,0,4,4,0,0,0,1,0,1,1,4,3
44,0,4,4,0,0,0,1,0,1,1,4,3
45,0,4,3,0,0,1,1,0,6,1,4,3
46,2,4,3,1,0,1,2,0,6,2,4,1
47,2,4,3,1,0,1,2,0,6,2,4,1
48,2,1,2,1,3,3,2,4,4,2,3,4
49,2,1,2,1,3,3,2,4,4,2,3,4
50,2,1,2,1,3,3,2,4,4,2,3,4
51,0,0,0,0,1,4,1,1,5,1,0,6
52,0,4,3,0,0,4,1,0,5,1,4,6
53,2,4,3,1,0,1,2,0,6,2,4,1
54,2,4,3,1,0,1,2,0,6,2,4,1
55,0,4,3,0,0,1,1,0,6,1,4,1
56,0,4,3,0,0,1,1,0,6,1,4,1
57,2,4,3,1,0,1,2,0,6,2,4,1
58,0,4,4,0,0,0,1,0,1,1,4,3
59,0,4,4,0,0,0,1,0,1,1,4,3
60,0,4,4,0,0,0,1,0,1,1,4,3
61,2,1,2,1,3,3,2,4,4,2,3,4
62,2,4,3,1,0,1,2,0,6,2,4,1
63,0,4,0,0,0,4,1,0,5,1,4,6
64,0,0,0,0,1,4,1,1,5,1,0,6
65,0,0,0,0,1,4,1,1,5,1,0,6
66,0,0,0,0,1,4,1,1,5,1,0,6
67,0,4,0,0,0,4,1,0,5,1,4,6
68,0,4,0,0,0,4,1,0,5,1,4,6
69,0,4,4,0,0,4,1,0,5,1,4,6
70,0,4,4,0,0,4,1,0,5,1,4,6
71,0,4,4,0,0,0,1,0,1,1,4,3
72,0,4,4,0,0,0,1,0,1,1,4,3
73,0,4,0,0,0,4,1,0,5,1,4,6
74,0,4,0,0,0,4,1,0,5,1,4,6
75,0,4,4,0,0,0,1,0,1,1,4,3
76,0,4,4,0,0,0,1,0,1,1,4,3
77,0,0,4,0,1,6,1,1,3,1,0,0
78,1,0,5,2,1,6,0,1,3,0,0,0
79,0,0,0,0,1,6,1,1,3,1,0,0
80,0,0,0,0,1,6,1,1,3,1,0,0
81,0,0,5,0,1,6,1,1,3,1,0,0
82,1,3,5,2,2,5,0,3,0,0,1,2
83,1,2,1,2,4,2,0,2,2,0,2,5
84,1,2,5,2,4,2,0,2,2,0,2,5
85,0,0,5,0,1,6,1,1,3,1,0,0
86,0,0,0,0,1,4,1,1,5,1,0,6
87,0,0,0,0,1,4,1,1,5,1,0,6
88,0,0,0,0,1,4,1,1,5,1,0,6
89,0,4,4,0,0,0,1,0,1,1,4,3
90,0,4,4,0,0,0,1,0,1,1,4,3
91,0,0,0,0,1,0,1,1,1,1,0,3
92,1,2,1,2,4,2,0,2,2,0,2,5
93,1,2,1,2,4,2,0,2,2,0,2,5
94,1,2,1,2,4,2,0,2,2,0,2,5
95,1,2,1,2,4,2,0,2,2,0,2,5
96,1,2,1,2,4,2,0,2,2,0,2,5
97,1,2,1,2,4,2,0,2,2,0,2,5
98,1,2,1,2,4,2,0,2,2,0,2,5
99,1,0,5,2,1,6,0,1,3,0,0,0
100,0,0,5,0,1,6,1,1,3,1,0,0
101,1,2,5,2,4,6,0,2,3,0,2,0
102,0,0,5,0,1,6,1,1,3,1,0,0
103,0,4,4,0,0,4,1,0,5,1,4,6
104,2,4,3,0,0,1,1,0,6,1,4,1
105,2,1,2,1,3,1,2,4,6,2,3,1
106,2,1,2,1,3,3,2,4,4,2,3,1
107,2,1,3,1,3,1,2,4,6,2,3,1
108,2,1,2,1,3,3,2,4,4,2,3,4
109,2,1,2,1,3,3,2,4,4,2,3,4
110,2,1,2,1,3,3,2,4,4,2,3,4
111,1,2,5,2,4,6,0,2,3,0,2,0
112,1,2,1,2,4,2,0,2,2,0,2,5
113,1,2,1,2,4,2,0,2,2,0,2,5
114,1,2,1,2,4,2,0,2,2,0,2,5
115,1,2,1,2,4,2,0,2,2,0,2,5
116,1,2,1,2,4,2,0,2,2,0,2,5
117,1,2,5,2,4,6,0,2,3,0,2,0
118,1,2,1,2,4,2,0,2,2,0,2,5
119,0,0,5,0,1,6,1,1,3,1,0,0
120,0,0,0,0,1,4,1,1,5,1,0,6
121,0,0,5,0,1,6,1,1,3,1,0,0
122,1,0,5,2,1,6,0,1,3,0,0,0
123,1,0,5,2,4,6,0,2,3,0,2,0
124,1,0,5,2,1,6,0,1,3,0,0,0
125,1,2,1,2,4,2,0,2,2,0,2,5
126,1,2,1,2,4,2,0,2,2,0,2,5
127,1,2,5,2,4,2,0,2,2,0,2,5
128,0,0,5,0,1,6,1,1,3,1,0,0
129,0,0,0,0,1,4,1,1,5,1,0,6
130,0,0,0,0,1,4,1,1,5,1,0,6
131,0,4,4,0,0,0,1,0,1,1,4,3
132,0,4,4,0,0,0,1,0,1,1,4,3
133,1,2,5,2,4,6,0,2,3,0,2,0
134,1,2,1,2,4,2,0,2,2,0,2,5
135,1,0,5,2,1,6,0,1,3,0,0,0
136,0,4,4,0,0,0,1,0,1,1,4,3
137,0,0,0,0,1,0,1,1,1,1,0,3
138,1,0,5,2,1,6,0,2,3,0,2,0
139,1,0,5,2,1,6,0,1,3,0,0,0
140,1,0,5,2,1,6,0,1,3,0,0,0
141,1,0,5,2,1,6,0,1,3,0,0,0
142,1,0,5,2,1,6,0,1,3,0,0,0
143,0,0,0,0,1,6,1,1,3,1,0,0
144,0,0,0,0,1,4,1,1,5,1,0,6
145,0,4,3,0,0,1,1,0,6,1,4,1
146,2,4,3,0,0,1,1,0,6,1,4,1
147,0,4,0,0,0,4,1,0,5,1,4,6
148,1,0,5,2,1,6,0,1,3,0,0,0
149,1,0,5,2,1,6,0,1,3,0,0,0
150,1,0,5,2,4,6,0,2,3,0,2,0
151,1,0,5,2,1,6,0,1,3,0,0,0
152,0,0,0,0,1,4,1,1,5,1,0,6
153,0,0,5,0,1,6,1,1,3,1,0,0
154,1,2,5,2,4,6,0,2,3,0,2,0
155,0,0,5,2,1,6,0,1,3,0,0,0
156,0,0,0,0,1,6,1,1,3,1,0,0
157,1,2,1,2,4,2,0,2,2,0,2,5
158,1,2,5,2,4,6,0,2,3,0,2,0
159,0,0,0,0,1,4,1,1,5,1,0,6
160,0,4,3,0,0,4,1,0,5,1,4,6
161,0,4,0,0,0,4,1,0,5,1,4,6
162,0,0,5,0,1,6,1,1,3,1,0,0
163,1,2,1,2,4,2,0,2,2,0,2,5
164,1,2,1,2,4,2,0,2,2,0,2,5
165,1,2,5,2,4,2,0,2,2,0,2,5
166,0,0,5,2,1,6,0,1,3,0,0,0
167,0,4,3,0,0,1,1,0,6,1,4,1
168,0,4,3,0,0,1,1,0,6,1,4,1
169,0,4,4,0,0,0,1,0,1,1,4,3
170,0,4,4,0,0,0,1,0,1,1,4,3
171,0,4,4,0,0,0,1,0,1,1,4,3
172,2,4,3,1,0,1,2,0,6,2,4,1
173,0,4,3,0,0,1,1,0,6,1,4,1
174,0,4,4,0,1,0,1,1,1,1,0,3
175,0,4,4,0,0,0,1,0,1,1,4,3
176,0,4,4,0,1,0,1,1,1,1,0,3
177,0,4,4,0,0,0,1,0,1,1,4,3
178,0,4,4,0,0,0,1,0,1,1,4,3
179,0,4,4,0,0,0,1,0,1,1,4,3
180,0,4,4,0,0,0,1,0,1,1,4,3
181,0,4,4,0,0,0,1,0,1,1,4,3
182,0,4,4,0,0,0,1,0,1,1,4,3
183,2,4,3,0,0,1,1,0,6,1,4,1
184,2,1,3,1,3,1,2,4,6,2,3,1
185,2,1,3,1,3,1,2,4,6,2,3,1
186,2,1,2,1,3,3,2,4,4,2,3,4
187,0,4,0,0,0,4,1,0,5,1,4,6
188,1,2,5,2,4,2,0,2,2,0,2,5
189,0,0,0,0,1,6,1,1,3,1,0,0
190,0,4,3,0,0,1,1,0,6,1,4,1
191,2,4,3,1,0,1,2,0,6,2,4,1
192,0,4,3,0,0,1,1,0,6,1,4,1
193,2,4,3,0,0,1,1,0,6,1,4,1
194,0,4,3,0,0,1,1,0,6,1,4,1
195,0,4,3,0,0,1,1,0,6,1,4,1
196,0,4,3,0,0,1,1,0,6,1,4,1
197,0,4,4,0,0,0,1,0,1,1,4,3
198,2,1,2,1,3,3,2,4,4,2,3,4
199,2,1,2,1,3,3,2,4,4,2,3,4
200,0,4,4,0,0,4,1,0,5,1,4,6
201,0,0,0,0,1,4,1,1,5,1,0,6
202,0,0,0,0,1,4,1,1,5,1,0,6
203,0,4,0,0,1,4,1,1,5,1,0,6
204,0,4,4,0,0,0,1,0,1,1,4,3
205,0,4,0,0,0,4,1,0,5,1,4,6
206,0,4,4,0,0,4,1,0,5,1,4,6
207,0,4,4,0,0,4,1,0,5,1,4,6
208,0,4,4,0,0,4,1,0,5,1,4,6
209,0,4,4,0,0,0,1,0,1,1,4,3
210,0,4,4,0,0,0,1,0,1,1,4,3
211,0,4,4,0,0,0,1,0,1,1,4,3
212,0,4,4,0,0,0,1,0,1,1,4,3
213,0,4,4,0,0,0,1,0,1,1,4,3
214,0,4,4,0,0,0,1,0,1,1,4,3
215,0,4,4,0,0,0,1,0,1,1,4,3
216,0,0,4,0,1,0,1,1,1,1,0,3
217,1,3,5,2,1,6,0,1,3,0,0,0
218,1,0,5,2,1,6,0,1,3,0,0,0
219,1,2,1,2,4,2,0,2,2,0,2,5
220,1,2,5,2,4,6,0,2,3,0,2,0
221,0,0,4,0,1,0,1,1,1,1,0,3
222,1,0,5,2,1,6,0,1,3,0,0,0
223,1,0,5,2,1,6,0,2,3,0,2,0
224,0,0,5,0,1,6,1,1,3,1,0,0
225,0,4,4,0,1,0,1,1,1,1,0,3
226,0,4,0,0,1,4,1,1,5,1,0,6
227,0,4,3,0,0,1,1,0,6,1,4,1
228,0,4,4,0,0,0,1,0,1,1,4,3
229,1,2,5,2,4,6,0,2,3,0,2,0
230,1,2,1,2,4,2,0,2,2,0,2,5
231,1,2,1,2,4,2,0,2,2,0,2,5
232,1,2,1,2,4,2,0,2,2,0,2,5
233,1,2,1,2,4,2,0,2,2,0,2,5
234,1,2,1,2,4,2,0,2,2,0,2,5
235,1,2,1,2,4,2,0,2,2,0,2,5
236,0,0,5,0,1,6,1,1,3,1,0,0
237,0,0,0,0,1,4,1,1,5,1,0,6
238,1,2,5,2,4,6,0,2,3,0,2,0
239,1,2,5,2,4,2,0,2,2,0,2,5
240,1,2,1,2,4,2,0,2,2,0,2,5
241,2,4,3,0,0,1,1,0,6,1,4,1
242,2,1,2,1,3,3,2,4,4,2,3,1
243,2,1,2,1,3,3,2,4,4,2,3,4
244,2,1,2,1,3,3,2,4,4,2,3,4
245,2,1,2,1,3,3,2,4,4,2,3,4
246,2,1,2,1,3,3,2,4,4,2,3,4
247,2,1,2,1,3,3,2,4,4,2,3,4
248,1,2,1,2,4,2,0,2,2,0,2,5
249,1,2,1,2,4,2,0,2,2,0,2,5
250,1,2,1,2,4,2,0,2,2,0,2,5
251,1,2,1,2,4,2,0,2,2,0,2,5
252,1,2,1,2,4,2,0,2,2,0,2,5
253,1,2,1,2,4,2,0,2,2,0,2,5
254,1,0,5,2,1,6,0,1,3,0,0,0
255,0,0,5,0,1,6,1,1,3,1,0,0
256,0,4,3,0,0,4,1,0,5,1,4,6
257,2,4,3,1,0,1,2,0,6,2,4,1
258,0,0,5,0,1,6,1,1,3,1,0,0
259,1,2,1,2,4,2,0,2,2,0,2,5
260,1,2,1,2,4,2,0,2,2,0,2,5
261,1,2,5,2,4,6,0,2,3,0,2,0
262,1,2,5,2,4,6,0,2,3,0,2,0
263,1,2,1,2,4,2,0,2,2,0,2,5
264,1,2,1,2,4,2,0,2,2,0,2,5
265,1,0,5,2,1,6,0,1,3,0,0,0
266,0,0,5,2,1,6,0,1,3,0,0,0
267,0,0,5,0,1,6,1,1,3,1,0,0
268,0,0,0,0,1,6,1,1,3,1,0,0
269,0,0,4,0,1,0,1,1,1,1,0,3
270,1,2,1,2,4,2,0,2,2,0,2,5
271,1,2,1,2,4,2,0,2,2,0,2,5
272,1,2,5,2,4,6,0,2,3,0,2,0
273,0,4,4,0,0,0,1,0,1,1,4,3
274,0,0,0,0,1,6,1,1,3,1,0,0
275,1,0,5,2,1,6,0,1,3,0,0,0
276,0,0,5,0,1,6,1,1,3,1,0,0
277,0,0,0,0,1,6,1,1,3,1,0,0
278,1,0,5,2,1,6,0,1,3,0,0,0
279,0,0,5,2,1,6,0,1,3,0,0,0
280,0,0,5,0,1,6,1,1,3,1,0,0
281,0,0,0,0,1,4,1,1,5,1,0,6
282,0,4,3,0,0,1,1,0,6,1,4,1
283,2,4,3,1,0,1,2,0,6,2,4,1
284,0,4,3,0,0,1,1,0,6,1,4,1
285,0,0,0,0,1,6,1,1,3,1,0,0
286,1,2,5,2,4,6,0,2,3,0,2,0
287,1,2,5,2,4,6,0,2,3,0,2,0
288,0,0,5,0,1,6,1,1,3,1,0,0
289,0,0,5,0,1,6,1,1,3,1,0,0
290,0,0,0,0,1,4,1,1,5,1,0,6
291,1,2,5,2,4,6,0,2,3,0,2,0
292,1,2,5,2,4,6,0,2,3,0,2,0
293,0,0,5,0,1,6,1,1,3,1,0,0
294,1,0,5,2,1,6,0,1,3,0,0,0
295,1,0,5,2,1,6,0,1,3,0,0,0
296,0,0,5,0,1,6,1,1,3,1,0,0
297,0,0,0,0,1,4,1,1,5,1,0,6
298,0,0,0,0,1,4,1,1,5,1,0,6
299,0,0,0,0,1,4,1,1,5,1,0,6
300,1,2,5,2,4,2,0,2,2,0,2,5
301,1,0,5,2,1,6,0,1,3,0,0,0
302,1,0,5,2,4,6,0,2,3,0,2,0
303,1,0,5,2,1,6,0,1,3,0,0,0
304,0,4,4,0,0,0,1,0,1,1,4,3
305,0,4,4,0,0,0,1,0,1,1,4,3
306,0,4,4,0,0,0,1,0,1,1,4,3
307,0,4,4,0,0,0,1,0,1,1,4,3
308,0,0,0,0,1,6,1,1,3,1,0,0
309,0,0,0,0,1,0,1,1,1,1,0,3
310,0,4,4,0,0,0,1,0,1,1,4,3
311,0,4,4,0,0,4,1,0,5,1,4,6
312,0,0,0,0,1,4,1,1,5,1,0,6
313,0,0,0,0,1,6,1,1,3,1,0,0
314,0,4,4,0,1,0,1,1,1,1,0,3
315,0,4,4,0,0,0,1,0,1,1,4,3
316,0,4,4,0,0,0,1,0,1,1,4,3
317,0,4,4,0,0,0,1,0,1,1,4,3
318,0,4,4,0,1,0,1,0,1,1,0,3
319,0,4,4,0,1,0,1,1,1,1,0,3
320,0,4,4,0,0,0,1,0,1,1,4,3
321,0,4,4,0,0,0,1,0,1,1,4,3
322,2,1,3,1,3,1,2,4,6,2,4,1
323,2,1,2,1,3,3,2,4,4,2,3,4
324,0,0,0,0,1,4,1,1,5,1,0,6
325,1,2,5,2,4,2,0,2,2,0,2,5
326,0,0,0,0,1,6,1,1,3,1,0,0
327,0,4,0,0,0,4,1,0,5,1,4,6
328,0,4,0,0,0,4,1,0,5,1,4,6
329,0,4,4,0,0,4,1,0,5,1,4,6
330,0,4,3,0,0,1,1,0,6,1,4,1
331,0,4,3,0,0,4,1,0,5,1,4,6
332,0,4,3,0,0,1,1,0,6,1,4,1
333,0,4,3,0,0,1,1,0,6,1,4,1
334,0,4,4,0,0,0,1,0,1,1,4,3
335,0,4,4,0,0,0,1,0,1,1,4,3
336,0,4,4,0,0,0,1,0,1,1,4,3
337,0,4,4,0,0,0,1,0,1,1,4,3
338,0,4,4,0,0,0,1,0,1,1,4,3
339,0,4,0,0,1,0,1,1,1,1,0,3
340,0,4,4,0,0,0,1,0,1,1,4,3
341,0,4,4,0,0,0,1,0,1,1,4,3
342,0,4,4,0,0,0,1,0,1,1,4,3
343,0,4,0,0,0,4,1,0,5,1,4,6
344,0,4,0,0,0,4,1,0,5,1,4,6
345,0,4,0,0,0,4,1,0,5,1,4,6
346,0,4,4,0,0,4,1,0,5,1,4,6
347,0,4,4,0,0,0,1,0,1,1,4,3
348,0,4,4,0,0,0,1,0,1,1,4,3
349,0,4,4,0,0,0,1,0,1,1,4,3
350,0,4,4,0,0,0,1,0,1,1,4,3
351,0,4,4,0,0,0,1,0,1,1,4,3
352,0,4,4,0,0,0,1,0,1,1,4,3
353,0,0,5,2,1,6,0,1,3,0,0,0
354,1,2,1,2,4,2,0,2,2,0,2,5
355,1,2,1,2,4,2,0,2,2,0,2,5
356,1,0,5,2,1,6,0,1,3,0,0,0
357,0,0,4,0,1,0,1,1,1,1,0,3
358,0,0,0,0,1,6,1,1,3,1,0,0
359,0,0,0,0,1,6,1,1,3,1,0,0
360,0,0,5,0,1,6,1,1,3,1,0,0
361,0,0,4,0,1,0,1,1,1,1,0,3
362,0,4,4,0,0,0,1,0,1,1,4,3
363,0,4,0,0,0,4,1,0,5,1,4,6
364,0,4,0,0,0,4,1,0,5,1,4,6
365,1,2,1,2,4,2,0,2,2,0,2,5
366,1,2,1,2,4,2,0,2,2,0,2,5
367,1,2,1,2,4,2,0,2,2,0,2,5
368,1,2,1,2,4,2,0,2,2,0,2,5
369,1,2,1,2,4,2,0,2,2,0,2,5
370,1,2,1,2,4,2,0,2,2,0,2,5
371,1,2,1,2,4,2,0,2,2,0,2,5
372,1,2,1,2,4,2,0,2,2,0,2,5
373,0,0,5,2,1,6,0,1,3,0,0,0
374,0,0,5,0,1,6,1,1,3,1,0,0
375,1,2,5,2,4,6,0,2,3,0,2,0
376,1,2,1,2,4,2,0,2,2,0,2,5
377,0,0,5,2,1,6,0,1,3,0,0,0
378,2,1,3,1,3,1,2,4,6,2,3,1
379,2,1,2,1,3,3,2,4,4,2,3,4
380,2,1,2,1,3,3,2,4,4,2,3,4
381,2,1,2,1,3,3,2,4,4,2,3,4
382,2,1,2,1,3,3,2,4,4,2,3,4
383,2,1,2,1,3,3,2,4,4,2,3,4
384,2,1,3,1,3,3,2,4,4,2,3,4
385,1,2,1,2,4,2,0,2,2,0,2,5
386,1,2,1,2,4,2,0,2,2,0,2,5
387,1,2,1,2,4,2,0,2,2,0,2,5
388,1,2,1,2,4,2,0,2,2,0,2,5
389,1,2,1,2,4,2,0,2,2,0,2,5
390,1,2,5,2,4,6,0,2,3,0,2,0
391,1,2,5,2,4,6,0,2,3,0,2,0
392,1,2,5,2,4,2,0,2,2,0,2,5
393,1,2,5,2,4,6,0,2,3,0,2,0
394,0,0,0,0,1,4,1,1,5,1,0,6
395,0,0,0,0,1,4,1,1,5,1,0,6
396,1,2,1,2,4,2,0,2,2,0,2,5
397,1,2,1,2,4,2,0,2,2,0,2,5
398,0,0,0,0,1,6,1,1,3,1,0,0
399,0,0,0,0,1,4,1,1,5,1,0,6
400,1,2,1,2,4,2,0,2,2,0,2,5
401,1,2,1,2,4,2,0,2,2,0,2,5
402,1,2,1,2,4,2,0,2,2,0,2,5
403,1,2,1,2,4,2,0,2,2,0,2,5
404,1,2,1,2,4,2,0,2,2,0,2,5
405,1,2,1,2,4,2,0,2,2,0,2,5
406,1,2,1,2,4,2,0,2,2,0,2,5
407,1,2,1,2,4,2,0,2,2,0,2,5
408,1,2,1,2,4,2,0,2,2,0,2,5
409,0,0,5,0,1,6,1,1,3,1,0,0
410,0,4,4,0,0,0,1,0,1,1,4,3
411,0,0,4,0,1,0,1,1,1,1,0,3
412,0,0,5,2,1,6,0,1,3,0,0,0
413,0,0,0,0,1,4,1,1,5,1,0,6
414,0,0,5,0,1,6,1,1,3,1,0,0
415,0,0,5,2,1,6,0,1,3,0,0,0
416,0,0,5,0,1,6,1,1,3,1,0,0
417,0,0,0,0,1,6,1,1,3,1,0,0
418,0,4,0,0,0,4,1,0,5,1,4,6
419,0,4,4,0,0,0,1,0,1,1,4,3
420,0,4,4,0,0,4,1,0,5,1,4,6
421,0,0,0,0,1,6,1,1,3,1,0,0
422,1,2,5,2,4,6,0,2,3,0,2,0
423,1,0,5,2,1,6,0,1,3,0,0,0
424,0,0,5,0,1,6,1,1,3,1,0,0
425,1,0,5,2,1,6,0,1,3,0,0,0
426,1,0,5,2,1,6,0,1,3,0,0,0
427,1,2,5,2,4,2,0,2,2,0,2,5
428,1,2,1,2,4,2,0,2,2,0,2,5
429,1,2,5,2,4,6,0,2,3,0,2,0
430,0,0,0,0,1,6,1,1,3,1,0,0
431,0,4,0,0,1,4,1,1,5,1,0,6
432,0,0,0,0,1,6,1,1,3,1,0,0
433,1,0,5,2,1,6,0,1,3,0,0,0
434,1,0,5,2,1,6,0,1,3,0,0,0
435,1,2,5,2,4,6,0,2,3,0,2,0
436,1,2,5,2,4,6,0,2,3,0,2,0
437,0,4,0,0,1,4,1,1,5,1,0,6
438,0,4,0,0,0,4,1,0,5,1,4,6
439,1,0,5,2,1,6,0,2,3,0,2,0
440,0,4,4,0,1,0,1,1,1,1,0,3
441,2,4,4,0,0,0,1,0,1,1,4,3
442,0,4,4,0,0,0,1,0,1,1,4,3
443,0,0,5,0,1,6,1,1,3,1,0,0
444,1,2,5,2,4,6,0,2,3,0,2,0
445,0,0,5,0,1,6,1,1,3,1,0,0
446,0,4,0,0,1,4,1,1,5,1,0,6
447,0,4,4,0,0,0,1,0,1,1,4,3
448,0,4,4,0,0,0,1,0,1,1,4,3
449,0,0,0,0,1,0,1,1,1,1,0,3
450,0,0,4,0,1,0,1,1,1,1,0,3
451,0,4,4,0,0,0,1,0,1,1,4,3
452,0,4,4,0,0,0,1,0,1,1,4,3
453,0,4,4,0,0,0,1,0,1,1,4,3
454,0,4,4,0,1,0,1,1,1,1,0,3
455,0,4,4,0,1,0,1,0,1,1,0,3
456,0,4,4,0,0,0,1,0,1,1,4,3
457,0,4,4,0,0,0,1,0,1,1,4,3
458,2,1,3,1,0,1,2,0,6,2,4,1
459,2,1,2,1,3,3,2,4,4,2,3,4
460,0,0,0,0,1,4,1,1,5,1,0,6
461,0,4,0,0,0,4,1,0,5,1,4,6
462,0,4,3,0,0,1,1,0,6,1,4,1
463,0,4,4,0,0,0,1,0,1,1,4,3
464,0,4,0,0,0,4,1,0,5,1,4,6
465,0,4,4,0,0,0,1,0,1,1,4,3
466,0,4,4,0,0,0,1,0,1,1,4,3
467,0,4,4,0,0,4,1,0,5,1,4,3
468,0,4,3,0,0,1,1,0,6,1,4,1
469,0,4,3,0,0,1,1,0,6,1,4,1
470,0,4,4,0,0,0,1,0,1,1,4,3
471,0,4,4,0,0,0,1,0,1,1,4,3
472,0,4,4,0,1,0,1,1,1,1,4,3
473,0,4,4,0,0,0,1,0,1,1,4,3
474,0,4,4,0,0,0,1,0,1,1,4,3
475,0,4,0,0,1,0,1,1,1,1,0,3
476,0,4,4,0,1,0,1,1,1,1,0,3
477,0,4,4,0,0,0,1,0,1,1,4,3
478,0,4,4,0,0,0,1,0,1,1,4,3
479,0,4,0,0,0,4,1,0,5,1,4,3
480,0,4,0,0,0,4,1,0,5,1,4,6
481,0,4,0,0,0,4,1,0,5,1,4,6
482,0,4,4,0,0,4,1,0,5,1,4,6
483,0,4,4,0,0,0,1,0,1,1,4,3
484,0,4,4,0,0,0,1,0,1,1,4,3
485,0,4,4,0,0,0,1,0,1,1,4,3
486,0,4,4,0,0,0,1,0,1,1,4,3
487,0,4,4,0,0,0,1,0,1,1,4,3
488,0,0,5,2,1,6,0,1,3,0,0,0
489,1,2,1,2,4,2,0,2,2,0,2,5
490,1,2,1,2,4,2,0,2,2,0,2,5
491,1,2,1,2,4,2,0,2,2,0,2,5
492,0,0,4,0,1,0,1,1,1,1,0,0
493,0,0,4,0,1,0,1,1,1,1,0,3
494,0,0,4,0,1,0,1,1,1,1,0,3
495,0,4,4,0,0,0,1,0,1,1,4,3
496,0,4,4,0,0,0,1,0,1,1,4,3
497,0,4,4,0,0,0,1,0,1,1,4,3
498,0,4,4,0,0,0,1,0,1,1,4,3
499,0,4,4,0,0,0,1,0,1,1,4,3
500,0,0,5,0,1,6,1,1,3,1,0,0
501,1,2,1,2,4,2,0,2,2,0,2,5
502,1,2,1,2,4,2,0,2,2,0,2,5
503,1,2,1,2,4,2,0,2,2,0,2,5
504,1,2,1,2,4,2,0,2,2,0,2,5
505,1,2,5,2,4,2,0,2,2,0,2,5
506,1,2,5,2,4,6,0,2,3,0,2,0
507,1,2,5,2,4,6,0,2,3,0,2,0
508,1,2,5,2,4,6,0,2,3,0,2,0
509,1,0,5,2,1,6,0,1,3,0,0,0
510,0,0,5,0,1,6,1,1,3,1,0,0
511,0,0,0,0,1,6,1,1,3,1,0,0
512,0,4,0,0,0,4,1,0,5,1,4,6
513,2,4,3,1,0,1,2,0,6,1,4,1
514,2,1,3,1,3,1,2,4,6,2,3,1
515,2,1,2,1,3,1,2,4,6,2,3,1
516,2,1,3,1,3,1,2,4,6,2,3,1
517,2,1,2,1,3,3,2,4,4,2,3,4
518,2,1,2,1,3,3,2,4,4,2,3,4
519,2,1,2,1,3,3,2,4,4,2,3,4
520,2,1,2,1,3,3,2,4,4,2,3,4
521,2,1,3,1,3,1,2,4,6,2,3,1
522,1,2,1,2,4,2,0,2,2,0,2,5
523,1,2,1,2,4,2,0,2,2,0,2,5
524,1,2,1,2,4,2,0,2,2,0,2,5
525,0,0,0,0,1,6,1,1,3,1,0,0
526,1,0,5,2,1,6,0,1,3,0,0,0
527,1,2,1,2,4,2,0,2,2,0,2,5
528,1,2,1,2,4,2,0,2,2,0,2,5
529,1,2,1,2,4,2,0,2,2,0,2,5
530,1,2,1,2,4,2,0,2,2,0,2,5
531,1,2,1,2,4,2,0,2,2,0,2,5
532,1,2,1,2,4,2,0,2,2,0,2,5
533,1,2,5,2,4,2,0,2,2,0,2,5
534,0,4,3,0,0,1,1,0,6,1,4,1
