Pixel,K_3_0,K_5_0,K_7_0,K_3_25,K_5_25,K_7_25,K_3_50,K_5_50,K_7_50,K_3_100,K_5_100,K_7_100
11266,0,3,1,1,4,6,0,0,6,0,0,6
11267,0,3,1,1,4,6,0,0,6,0,0,6
11268,0,2,6,1,4,0,0,0,6,0,0,6
11269,2,2,6,2,0,3,2,2,4,2,2,4
11270,0,3,6,1,4,6,0,0,6,0,0,6
11271,0,3,1,1,4,6,0,0,6,0,0,6
11272,0,3,1,1,4,6,0,0,6,0,0,6
11273,0,3,1,1,4,0,0,0,0,0,0,0
11274,0,2,6,1,0,0,0,2,0,0,2,0
11275,2,4,0,2,3,5,2,4,1,2,4,1
11276,1,0,0,0,3,5,1,4,2,1,4,2
11277,1,4,0,0,3,5,1,4,1,1,4,1
11278,2,4,0,2,3,5,2,4,1,2,4,1
11279,2,4,0,2,3,5,2,4,1,2,4,1
11280,2,4,2,2,3,3,2,4,1,2,4,1
11281,2,2,2,2,0,3,2,2,4,2,2,4
11282,2,2,6,1,0,3,2,2,4,2,2,4
11283,0,2,6,1,4,0,0,0,6,0,0,6
11284,0,3,1,1,4,0,0,0,0,0,0,0
11285,0,3,1,1,4,0,0,0,0,0,0,0
11286,0,3,1,1,4,0,0,0,0,0,0,0
11287,0,3,6,1,4,0,0,0,0,0,0,0
11288,0,2,6,1,0,0,0,0,0,0,0,0
11289,0,3,6,1,4,0,0,0,0,0,0,0
11290,0,3,1,1,4,0,0,0,0,0,0,0
11291,0,3,6,1,4,0,0,0,0,0,0,0
11292,0,3,6,1,4,0,0,0,0,0,0,0
11293,0,3,6,1,4,0,0,0,0,0,0,0
11294,0,3,1,1,4,6,0,0,0,0,0,0
11295,0,3,1,1,4,0,0,0,0,0,0,0
11296,0,3,1,1,4,0,0,0,0,0,0,0
11297,0,3,1,1,4,0,0,0,0,0,0,0
11298,0,2,6,1,4,0,0,0,0,0,0,0
11299,0,2,6,1,0,0,0,0,0,0,0,0
11300,0,2,6,1,4,0,0,0,0,0,0,0
11301,0,2,6,1,4,0,0,0,0,0,0,0
11302,0,2,6,1,0,0,0,2,0,0,2,0
11303,0,2,6,1,0,0,0,0,0,0,0,0
11304,2,2,6,1,0,3,0,2,4,0,2,4
11305,2,2,6,1,0,3,0,2,4,0,2,4
11306,0,2,6,1,4,0,0,0,0,0,0,0
11307,0,3,6,1,4,0,0,0,0,0,0,0
11308,0,3,6,1,4,0,0,0,0,0,0,0
11309,0,3,1,1,4,0,0,0,0,0,0,0
11310,0,3,6,1,4,0,0,0,0,0,0,0
11311,0,2,6,1,0,0,0,2,0,0,2,0
11312,0,2,6,1,0,0,0,2,0,0,2,0
11313,0,2,6,1,0,0,0,2,0,0,2,0
11314,2,2,2,2,0,3,2,2,4,2,2,4
11315,2,4,2,2,3,3,2,4,4,2,4,4
11316,2,4,2,2,3,3,2,4,4,2,4,4
11317,2,4,2,2,3,5,2,4,1,2,4,1
11318,2,4,2,2,3,5,2,4,1,2,4,1
11319,2,2,2,2,0,3,2,4,4,2,4,4
11320,2,2,2,2,0,3,2,2,4,2,2,4
11321,0,2,6,1,0,3,2,2,4,2,2,4
11322,2,2,2,2,0,3,2,2,4,2,2,4
11323,2,2,2,2,0,3,2,2,4,2,2,4
11324,0,2,6,1,0,3,0,2,4,0,2,4
11325,0,2,6,1,4,0,0,0,0,0,0,0
11326,0,3,6,1,4,0,0,0,0,0,0,0
11327,0,3,6,1,4,0,0,0,0,0,0,0
11328,0,2,6,1,0,0,0,2,0,0,2,0
11329,2,2,2,2,0,3,2,2,4,2,2,4
11330,2,4,2,2,3,3,2,4,1,2,4,1
11331,2,4,2,2,3,3,2,4,1,2,4,1
11332,2,4,2,2,3,5,2,4,1,2,4,1
11333,2,4,0,2,3,5,2,4,1,2,4,1
11334,2,4,2,2,3,5,2,4,1,2,4,1
11335,2,2,2,2,0,3,2,2,4,2,2,4
11336,0,3,6,1,4,0,0,0,0,0,0,0
11337,0,3,6,1,4,0,0,0,0,0,0,0
11338,0,3,1,1,4,6,0,0,6,0,0,6
11339,0,3,1,1,4,0,0,0,0,0,0,0
11340,0,3,6,1,4,0,0,0,0,0,0,0
11341,0,3,6,1,4,0,0,0,0,0,0,0
11342,0,2,6,1,0,0,0,2,0,0,2,0
11343,2,2,6,1,0,3,0,2,4,0,2,4
11344,0,2,6,1,0,0,0,2,0,0,2,0
11345,0,2,6,1,4,0,0,0,0,0,0,0
11346,0,2,6,1,0,0,0,2,0,0,2,0
11347,0,2,6,1,0,0,0,2,0,0,2,0
11348,2,2,2,1,0,3,0,2,4,0,2,4
11349,0,2,6,1,4,0,0,0,0,0,0,0
11350,0,2,6,1,0,0,0,2,0,0,2,0
11351,2,4,2,2,0,3,2,2,4,2,2,4
11352,2,2,2,2,0,3,2,2,4,2,2,4
11353,2,2,2,2,0,3,2,2,4,2,2,4
11354,2,4,2,2,3,5,2,4,1,2,4,1
11355,2,4,2,2,3,5,2,4,1,2,4,1
11356,2,2,2,2,0,3,2,2,4,2,2,4
11357,2,2,6,2,0,3,2,2,4,2,2,4
11358,0,2,6,1,0,0,0,2,0,0,2,0
11359,0,3,1,1,4,0,0,0,0,0,0,0
11360,0,3,1,1,4,0,0,0,0,0,0,0
11361,0,3,1,1,4,0,0,0,0,0,0,0
11362,0,2,6,1,0,0,0,2,0,0,2,0
11363,2,2,6,2,0,3,0,2,4,0,2,4
11364,0,2,6,1,0,3,0,2,4,0,2,4
11365,0,2,6,1,4,0,0,0,0,0,0,0
11366,0,3,6,1,4,0,0,0,0,0,0,0
11367,0,2,6,1,4,0,0,0,0,0,0,0
11368,2,2,2,2,0,3,2,2,4,2,2,4
11369,2,2,2,2,0,3,2,2,4,2,2,4
11370,2,2,2,2,0,3,2,2,4,2,2,4
11371,2,2,6,2,0,3,2,2,4,2,2,4
11372,2,2,6,1,0,3,0,2,4,0,2,4
11373,2,2,2,2,0,3,2,2,4,2,2,4
11374,2,2,2,2,0,3,2,2,4,2,2,4
11375,2,2,2,2,0,3,2,2,4,2,2,4
11376,2,2,2,2,0,3,2,2,4,2,2,4
11377,2,2,2,2,3,5,2,4,1,2,4,1
11378,2,4,2,2,3,5,2,4,1,2,4,1
11379,0,2,6,1,0,3,0,2,4,0,2,4
11380,0,3,6,1,4,0,0,0,0,0,0,0
11381,0,3,1,1,4,6,0,0,6,0,0,6
11382,0,3,1,1,4,6,0,0,6,0,0,6
11383,0,3,1,1,4,6,0,0,6,0,0,6
11384,0,3,1,1,4,6,0,0,6,0,0,6
11385,0,3,1,1,4,6,0,0,0,0,0,0
11386,0,3,1,1,4,0,0,0,0,0,0,0
11387,2,2,6,1,0,3,0,2,4,0,2,4
11388,0,2,6,1,0,0,0,2,4,0,2,4
11389,0,3,1,1,4,0,0,0,0,0,0,0
11390,0,3,1,1,4,6,0,0,6,0,0,6
11391,0,3,1,1,4,6,0,0,6,0,0,6
11392,0,3,1,1,4,6,0,0,6,0,0,6
11393,0,3,1,1,4,6,0,0,6,0,0,6
11394,0,3,1,1,4,6,0,0,6,0,0,6
11395,0,3,3,1,2,6,0,3,6,0,3,6
11396,0,1,3,1,2,2,0,3,3,0,3,3
11397,0,1,3,1,2,2,0,3,3,0,3,3
11398,0,1,3,1,2,2,0,3,3,0,3,3
11399,0,3,1,1,2,6,0,3,6,0,3,6
11400,0,3,1,1,4,6,0,0,6,0,0,6
11401,0,3,1,1,4,6,0,0,6,0,0,6
11402,0,3,1,1,4,6,0,0,6,0,0,6
11403,0,3,1,1,4,6,0,0,6,0,0,6
11404,0,3,1,1,4,6,0,0,6,0,0,6
11405,0,3,1,1,4,6,0,0,6,0,0,6
11406,0,3,1,1,4,6,0,0,6,0,0,6
11407,0,3,1,1,4,6,0,0,6,0,0,6
11408,0,3,1,1,4,6,0,0,6,0,0,6
11409,0,3,6,1,4,0,0,0,0,0,0,0
11410,0,3,6,1,4,0,0,0,0,0,0,0
11411,0,3,1,1,4,0,0,0,0,0,0,0
11412,0,3,1,1,4,0,0,0,0,0,0,0
11413,0,3,6,1,4,0,0,0,0,0,0,0
11414,0,3,6,1,4,0,0,0,0,0,0,0
11415,0,1,6,1,4,0,0,0,0,0,0,0
11416,2,1,3,2,2,2,0,3,3,0,3,3
11417,2,2,3,2,0,3,2,2,4,2,2,4
11418,2,2,2,2,0,3,2,2,4,2,2,4
11419,2,4,0,2,3,5,2,4,1,2,4,1
11420,2,4,0,2,3,5,2,4,1,2,4,1
11421,2,4,0,2,3,5,2,4,1,2,4,1
11422,2,4,0,0,3,5,2,4,1,2,4,1
11423,1,4,0,0,3,5,2,4,1,2,4,1
11424,2,4,0,0,3,5,2,4,1,2,4,1
11425,2,4,0,2,3,5,2,4,1,2,4,1
11426,2,4,0,2,3,5,2,4,1,2,4,1
11427,2,4,0,0,3,5,2,4,1,2,4,1
11428,2,1,3,2,2,2,2,3,3,2,3,3
11429,2,1,3,2,2,2,2,3,3,2,3,3
11430,2,1,3,2,2,2,2,3,3,2,3,3
11431,2,1,3,2,2,2,2,3,3,2,3,3
11432,2,1,3,2,2,2,2,3,3,2,3,3
11433,2,1,3,2,2,2,2,3,3,2,3,3
11434,2,1,3,2,2,2,2,3,3,2,3,3
11435,2,1,3,2,2,2,2,3,3,2,3,3
11436,2,1,3,2,2,2,2,3,3,2,3,3
11437,2,1,3,2,2,2,2,3,3,2,3,3
11438,2,1,3,2,2,2,2,3,3,2,3,3
11439,2,1,3,2,2,2,2,3,3,2,3,3
11440,2,1,3,2,2,2,2,3,3,2,3,3
11441,2,1,3,2,2,2,2,3,3,2,3,3
11442,2,1,3,2,2,2,2,3,3,2,3,3
11443,2,1,3,2,2,2,2,3,3,2,3,3
11444,0,1,3,2,2,2,0,3,3,0,3,3
11445,0,1,3,1,2,2,0,3,3,0,3,3
11446,0,1,3,1,2,2,0,3,3,0,3,3
11447,0,1,3,1,2,2,0,3,3,0,3,3
11448,0,1,3,2,2,2,0,3,3,0,3,3
11449,0,1,3,2,2,2,2,3,3,2,3,3
11450,0,1,3,2,2,2,2,3,3,2,3,3
11451,0,1,3,2,2,2,2,3,3,2,3,3
11452,0,1,3,1,2,2,0,3,3,0,3,3
11453,0,1,3,2,2,2,0,3,3,0,3,3
11454,0,1,3,2,2,2,2,3,3,2,3,3
11455,0,1,3,2,2,2,2,3,3,2,3,3
11456,0,1,3,2,2,2,0,3,3,0,3,3
11457,0,1,3,2,2,2,2,3,3,2,3,3
11458,2,1,3,2,2,2,2,3,3,2,3,3
11459,0,1,3,2,2,2,2,3,3,2,3,3
11460,2,1,3,2,2,2,2,3,3,2,3,3
11461,0,1,3,2,2,2,2,3,3,2,3,3
11462,0,1,3,2,2,2,2,3,3,2,3,3
11463,2,1,3,2,2,2,2,3,3,2,3,3
11464,2,1,3,2,2,2,2,3,3,2,3,3
11465,2,1,3,2,2,2,2,3,3,2,3,3
11466,2,1,3,2,2,2,2,3,3,2,3,3
11467,0,1,3,1,2,2,0,3,3,0,3,3
11468,0,1,3,2,2,2,0,3,3,0,3,3
11469,2,1,3,2,2,2,2,3,3,2,3,3
11470,2,1,3,2,2,2,2,3,3,2,3,3
11471,0,1,3,2,2,2,2,3,3,2,3,3
11472,0,1,3,1,2,2,0,3,3,0,3,3
11473,0,3,1,1,2,6,0,3,6,0,3,6
11474,0,3,1,1,4,6,0,0,6,0,0,6
11475,0,3,1,1,4,6,0,0,6,0,0,6
11476,0,3,1,1,4,6,0,0,6,0,0,6
11477,0,1,3,1,2,2,0,3,3,0,3,3
11478,2,1,3,2,2,2,2,3,3,2,3,3
11479,2,1,3,2,2,2,2,3,3,2,3,3
11480,0,1,3,1,2,2,0,3,3,0,3,3
11481,2,1,3,2,2,2,2,3,3,2,3,3
11482,0,1,3,2,2,2,2,3,3,2,3,3
11483,0,1,3,1,2,2,0,3,3,0,3,3
11484,0,1,3,1,4,6,0,0,6,0,0,6
11485,0,1,3,1,2,6,0,3,6,0,3,6
11486,0,3,1,1,4,6,0,0,6,0,0,6
11487,0,3,1,1,4,6,0,0,6,0,0,6
11488,0,3,1,1,4,6,0,0,6,0,0,6
11489,0,3,1,1,4,6,0,0,6,0,0,6
11490,0,2,6,1,0,0,0,2,4,0,2,4
11491,0,3,6,1,4,0,0,0,0,0,0,0
11492,0,3,6,1,4,0,0,0,0,0,0,0
11493,0,3,1,1,4,6,0,0,6,0,0,6
11494,0,3,1,1,4,6,0,0,6,0,0,6
11495,0,3,1,1,4,6,0,0,6,0,0,6
11496,0,3,1,1,4,6,0,0,6,0,0,6
11497,0,2,6,1,0,3,0,2,4,0,2,4
11498,0,3,6,1,4,0,0,0,0,0,0,0
11499,0,2,6,1,0,3,0,2,4,0,2,4
11500,2,2,2,2,0,3,2,4,4,2,4,4
11501,2,2,2,2,0,3,2,2,4,2,2,4
11502,2,2,6,2,0,3,2,2,4,2,2,4
11503,0,3,6,1,4,6,0,0,6,0,0,6
11504,0,3,1,1,4,6,0,0,6,0,0,6
11505,0,3,1,1,4,6,0,0,6,0,0,6
11506,0,3,1,1,4,6,0,0,6,0,0,6
11507,0,3,1,1,4,6,0,0,6,0,0,6
11508,0,3,1,1,4,6,0,0,6,0,0,6
11509,0,3,1,1,4,6,0,0,6,0,0,6
11510,0,3,1,1,4,6,0,0,6,0,0,6
11511,0,3,1,1,4,6,0,0,6,0,0,6
11512,0,3,1,1,4,6,0,0,6,0,0,6
11513,0,3,1,1,4,6,0,0,6,0,0,6
11514,0,3,1,1,4,6,0,0,6,0,0,6
11515,0,3,1,1,4,6,0,0,6,0,0,6
11516,0,3,1,1,4,6,0,0,6,0,0,6
11517,0,3,1,1,4,6,0,0,6,0,0,6
11518,0,3,1,1,4,6,0,0,6,0,0,6
11519,0,2,6,1,0,3,0,2,4,0,2,4
11520,2,4,2,2,3,3,2,4,1,2,4,1
11521,2,4,0,2,3,5,2,4,1,2,4,1
11522,1,4,0,0,3,5,1,4,1,1,4,1
11523,2,4,0,2,3,5,2,4,1,2,4,1
11524,2,4,2,2,3,5,2,4,1,2,4,1
11525,2,2,2,2,0,3,2,2,4,2,2,4
11526,0,2,6,1,0,3,0,2,4,0,2,4
11527,0,3,1,1,4,6,0,0,6,0,0,6
11528,0,3,1,1,4,0,0,0,0,0,0,0
11529,0,3,1,1,4,0,0,0,0,0,0,0
11530,0,3,1,1,4,0,0,0,0,0,0,0
11531,0,3,1,1,4,0,0,0,0,0,0,0
11532,0,3,6,1,4,0,0,0,0,0,0,0
11533,0,3,6,1,4,0,0,0,0,0,0,0
11534,0,3,1,1,4,0,0,0,0,0,0,0
11535,0,3,1,1,4,6,0,0,0,0,0,0
11536,0,3,1,1,4,0,0,0,0,0,0,0
11537,0,3,1,1,4,6,0,0,6,0,0,6
11538,0,3,1,1,4,6,0,0,6,0,0,6
11539,0,3,1,1,4,0,0,0,0,0,0,0
11540,0,3,1,1,4,0,0,0,0,0,0,0
11541,0,3,1,1,4,0,0,0,0,0,0,0
11542,0,3,6,1,4,0,0,0,0,0,0,0
11543,0,2,6,1,4,0,0,0,0,0,0,0
11544,0,2,6,1,0,0,0,2,0,0,2,0
11545,0,2,6,1,0,3,0,2,4,0,2,4
11546,0,2,6,1,4,0,0,0,0,0,0,0
11547,0,3,6,1,4,0,0,0,0,0,0,0
11548,0,2,6,1,0,0,0,2,0,0,2,0
11549,2,2,2,2,0,3,2,2,4,2,2,4
11550,2,2,2,2,0,3,2,2,4,2,2,4
11551,0,3,6,1,4,0,0,0,0,0,0,0
11552,0,3,6,1,4,0,0,0,0,0,0,0
11553,0,3,6,1,4,0,0,0,0,0,0,0
11554,0,3,6,1,4,0,0,0,0,0,0,0
11555,0,2,6,1,4,0,0,0,0,0,0,0
11556,0,2,6,1,0,0,0,2,0,0,2,0
11557,2,2,6,1,0,3,0,2,4,0,2,4
11558,2,2,6,1,0,3,0,2,4,0,2,4
11559,2,2,2,2,0,3,2,2,4,2,2,4
11560,2,2,2,2,3,3,2,4,4,2,4,4
11561,2,2,2,2,0,3,2,4,4,2,4,4
11562,2,2,2,2,0,3,2,2,4,2,2,4
11563,2,2,6,2,0,3,2,2,4,2,2,4
11564,2,2,6,1,0,3,0,2,4,0,2,4
11565,0,2,6,1,0,0,0,2,0,0,2,0
11566,0,2,6,1,4,0,0,0,0,0,0,0
11567,2,2,6,1,0,3,0,2,4,0,2,4
11568,0,2,6,1,0,3,0,2,4,0,2,4
11569,0,2,6,1,4,0,0,0,0,0,0,0
11570,0,3,6,1,4,0,0,0,0,0,0,0
11571,0,2,6,1,4,0,0,0,0,0,0,0
11572,0,2,6,1,0,0,0,2,0,0,2,0
11573,2,2,6,2,0,3,2,2,4,2,2,4
11574,2,2,2,2,0,3,2,2,4,2,2,4
11575,2,2,2,2,0,3,2,2,4,2,2,4
11576,2,2,2,2,0,3,2,2,4,2,2,4
11577,2,2,2,2,0,3,2,2,4,2,2,4
11578,2,2,6,2,0,3,2,2,4,2,2,4
11579,0,3,6,1,4,0,0,0,0,0,0,0
11580,0,3,6,1,4,0,0,0,0,0,0,0
11581,0,3,6,1,4,0,0,0,0,0,0,0
11582,0,3,1,1,4,0,0,0,0,0,0,0
11583,0,3,1,1,4,0,0,0,6,0,0,6
11584,0,2,6,1,0,0,0,2,0,0,2,0
11585,0,2,6,1,0,0,0,2,0,0,2,0
11586,0,3,6,1,4,0,0,0,0,0,0,0
11587,0,2,6,1,4,0,0,0,0,0,0,0
11588,0,2,6,1,0,0,0,2,0,0,2,0
11589,0,2,6,1,0,0,0,2,0,0,2,0
11590,0,2,6,1,0,0,0,2,0,0,2,0
11591,0,2,6,1,0,0,0,2,0,0,2,0
11592,2,2,2,2,0,3,2,2,4,2,2,4
11593,0,2,6,1,0,0,0,2,0,0,2,0
11594,2,2,6,2,0,3,0,2,4,0,2,4
11595,1,4,0,0,3,5,1,4,1,1,4,1
11596,1,4,0,0,3,5,1,4,1,1,4,1
11597,2,4,2,2,3,5,2,4,1,2,4,1
11598,2,2,2,2,0,3,2,2,4,2,2,4
11599,2,4,2,2,3,5,2,4,1,2,4,1
11600,2,4,2,2,3,5,2,4,1,2,4,1
11601,2,4,2,2,3,5,2,4,1,2,4,1
11602,2,2,2,2,0,3,2,2,4,2,2,4
11603,0,3,1,1,4,0,0,0,0,0,0,0
11604,0,3,1,1,4,6,0,0,0,0,0,0
11605,0,3,1,1,4,0,0,0,0,0,0,0
11606,2,2,6,2,0,3,0,2,4,0,2,4
11607,2,2,6,2,0,3,2,2,4,2,2,4
11608,0,2,6,1,0,0,0,2,0,0,2,0
11609,2,2,2,2,0,3,2,2,4,2,2,4
11610,2,2,2,2,0,3,2,2,4,2,2,4
11611,2,2,6,2,0,3,0,2,4,0,2,4
11612,2,2,6,1,0,3,0,2,4,0,2,4
11613,0,2,6,1,0,3,0,2,4,0,2,4
11614,0,2,6,1,0,3,0,2,4,0,2,4
11615,0,2,6,1,0,3,0,2,0,0,2,0
11616,0,2,6,1,4,0,0,0,0,0,0,0
11617,0,2,6,1,0,0,0,2,0,0,2,0
11618,0,2,6,1,0,0,0,2,4,0,2,4
11619,0,3,6,1,4,0,0,0,0,0,0,0
11620,0,2,6,2,0,3,0,2,4,0,2,4
11621,2,2,6,2,0,3,2,2,4,2,2,4
11622,2,2,6,2,0,3,0,2,4,0,2,4
11623,2,2,6,1,0,3,0,2,4,0,2,4
11624,0,2,6,1,4,0,0,0,0,0,0,0
11625,0,3,1,1,4,6,0,0,6,0,0,6
11626,0,3,1,1,4,6,0,0,6,0,0,6
11627,0,3,6,1,4,0,0,0,0,0,0,0
11628,0,3,1,1,4,0,0,0,0,0,0,0
11629,0,3,1,1,4,0,0,0,0,0,0,0
11630,0,3,6,1,4,0,0,0,0,0,0,0
11631,2,2,6,2,0,3,2,2,4,2,2,4
11632,0,3,1,1,4,6,0,0,6,0,0,6
11633,0,3,1,1,4,0,0,0,0,0,0,0
11634,0,3,1,1,4,0,0,0,0,0,0,0
11635,0,3,1,1,4,6,0,0,6,0,0,6
11636,0,3,1,1,4,6,0,0,6,0,0,6
11637,0,3,1,1,4,6,0,0,6,0,0,6
11638,0,3,1,1,4,6,0,0,6,0,0,6
11639,0,3,1,1,4,6,0,0,6,0,0,6
11640,0,3,1,1,4,6,0,0,6,0,0,6
11641,0,3,1,1,4,6,0,0,6,0,0,6
11642,0,3,1,1,2,6,0,3,6,0,3,6
11643,0,3,1,1,4,6,0,0,6,0,0,6
11644,0,3,1,1,4,6,0,0,6,0,0,6
11645,0,3,1,1,4,6,0,0,6,0,0,6
11646,0,3,1,1,4,6,0,0,6,0,0,6
11647,0,3,1,1,4,6,0,0,6,0,0,6
11648,0,3,1,1,4,6,0,0,6,0,0,6
11649,0,3,1,1,4,6,0,0,6,0,0,6
11650,0,3,1,1,4,6,0,0,6,0,0,6
11651,0,3,1,1,4,0,0,0,0,0,0,0
11652,0,3,1,1,4,0,0,0,0,0,0,0
11653,0,3,1,1,4,0,0,0,0,0,0,0
11654,0,3,1,1,4,0,0,0,0,0,0,0
11655,0,3,1,1,4,0,0,0,0,0,0,0
11656,0,3,6,1,4,0,0,0,0,0,0,0
11657,0,2,6,1,0,0,0,2,0,0,2,0
11658,0,2,6,1,0,0,0,2,0,0,2,0
11659,0,1,3,1,2,2,0,3,3,0,3,3
11660,2,1,3,2,2,2,2,3,3,2,3,3
11661,2,1,3,2,2,2,2,3,3,2,3,3
11662,2,2,2,2,3,3,2,2,4,2,2,4
11663,2,4,0,2,3,5,2,4,1,2,4,1
11664,2,4,0,2,3,5,2,4,1,2,4,1
11665,2,4,0,2,3,5,2,4,1,2,4,1
11666,2,4,2,2,3,5,2,4,1,2,4,1
11667,2,4,0,2,3,5,2,4,1,2,4,1
11668,2,4,0,2,3,5,2,4,1,2,4,1
11669,2,4,0,2,3,5,2,4,1,2,4,1
11670,2,4,0,2,3,5,2,4,1,2,4,1
11671,2,4,0,2,3,5,2,4,1,2,4,1
11672,2,4,0,2,3,5,2,4,1,2,4,1
11673,2,1,3,2,2,2,2,3,3,2,3,3
11674,2,1,3,2,2,2,2,3,3,2,3,3
11675,2,1,3,2,2,2,2,3,3,2,3,3
11676,2,1,3,2,2,2,2,3,3,2,3,3
11677,2,1,3,2,2,2,2,3,3,2,3,3
11678,2,1,3,2,2,2,2,3,3,2,3,3
11679,2,1,3,2,2,2,2,3,3,2,3,3
11680,2,1,3,2,2,2,2,3,3,2,3,3
11681,2,1,3,2,2,2,2,3,3,2,3,3
11682,2,1,3,2,2,2,2,3,3,2,3,3
11683,2,1,3,2,2,2,2,3,3,2,3,3
11684,2,1,3,2,2,2,2,3,3,2,3,3
11685,2,1,3,2,2,2,2,3,3,2,3,3
11686,2,1,3,2,2,2,2,3,3,2,3,3
11687,2,1,3,2,2,2,2,3,3,2,3,3
11688,2,1,3,2,2,2,2,3,3,2,3,3
11689,2,1,3,2,2,2,2,3,3,2,3,3
11690,0,1,3,2,2,2,2,3,3,2,3,3
11691,0,1,3,2,2,2,2,3,3,2,3,3
11692,0,1,3,2,2,2,2,3,3,2,3,3
11693,0,1,3,2,2,2,0,3,3,0,3,3
11694,0,1,3,2,2,2,2,3,3,2,3,3
11695,0,1,3,2,2,2,2,3,3,2,3,3
11696,0,1,3,1,2,2,0,3,3,0,3,3
11697,0,1,3,1,2,2,0,3,3,0,3,3
11698,0,1,3,2,2,2,2,3,3,2,3,3
11699,0,1,3,2,2,2,0,3,3,0,3,3
11700,0,1,3,2,2,2,0,3,3,0,3,3
11701,2,1,3,2,2,2,2,3,3,2,3,3
11702,2,1,3,2,2,2,2,3,3,2,3,3
11703,2,1,3,2,2,2,2,3,3,2,3,3
11704,2,1,3,2,2,2,2,3,3,2,3,3
11705,2,1,3,2,2,2,2,3,3,2,3,3
11706,2,1,3,2,2,2,2,3,3,2,3,3
11707,2,1,3,2,2,2,2,3,3,2,3,3
11708,2,1,3,2,2,2,2,3,3,2,3,3
11709,2,1,3,2,2,2,2,3,3,2,3,3
11710,2,1,3,2,2,2,2,3,3,2,3,3
11711,0,1,3,1,2,2,0,3,3,0,3,3
11712,0,1,3,2,2,2,0,3,3,0,3,3
11713,2,1,3,2,2,2,2,3,3,2,3,3
11714,2,1,3,2,2,2,2,3,3,2,3,3
11715,2,1,3,2,2,2,2,3,3,2,3,3
11716,2,1,3,2,2,2,2,3,3,2,3,3
11717,0,1,3,1,2,2,0,3,6,0,3,6
11718,0,3,1,1,4,6,0,0,6,0,0,6
11719,0,3,1,1,4,6,0,0,6,0,0,6
11720,0,3,1,1,4,6,0,0,6,0,0,6
11721,2,1,3,2,2,2,2,3,3,2,3,3
11722,2,1,3,2,2,2,2,3,3,2,3,3
11723,0,1,3,2,2,2,2,3,3,2,3,3
11724,0,1,3,2,2,2,0,3,3,0,3,3
11725,0,1,3,2,2,2,2,3,3,2,3,3
11726,0,1,3,1,2,2,0,3,3,0,3,3
11727,0,1,6,1,2,2,0,3,3,0,3,3
11728,0,1,3,1,2,6,0,3,6,0,3,6
11729,0,3,1,1,2,6,0,3,6,0,3,6
11730,0,3,1,1,4,6,0,0,6,0,0,6
11731,0,3,1,1,4,6,0,0,6,0,0,6
11732,0,3,1,1,4,6,0,0,6,0,0,6
11733,0,3,1,1,4,6,0,0,6,0,0,6
11734,2,2,2,2,0,3,2,2,4,2,2,4
11735,2,2,6,2,0,3,2,2,4,2,2,4
11736,0,3,6,1,4,6,0,0,6,0,0,6
11737,0,3,1,1,4,6,0,0,6,0,0,6
11738,0,2,6,1,4,0,0,2,0,0,2,0
11739,0,3,6,1,4,6,0,0,6,0,0,6
11740,0,2,6,1,0,0,0,2,0,0,2,0
11741,0,2,6,1,0,3,0,2,4,0,2,4
11742,0,3,1,1,4,6,0,0,6,0,0,6
11743,0,3,1,1,4,6,0,0,6,0,0,6
11744,2,2,2,2,0,3,2,2,4,2,2,4
11745,2,2,2,2,0,3,2,2,4,2,2,4
11746,2,2,6,1,0,3,0,2,4,0,2,4
11747,0,3,1,1,4,6,0,0,6,0,0,6
11748,0,3,1,1,4,6,0,0,6,0,0,6
11749,0,3,1,1,4,6,0,0,6,0,0,6
11750,0,3,1,1,4,6,0,0,6,0,0,6
11751,0,3,1,1,4,6,0,0,6,0,0,6
11752,0,3,1,1,4,6,0,0,6,0,0,6
11753,0,3,1,1,4,6,0,0,6,0,0,6
11754,0,3,1,1,4,6,0,0,6,0,0,6
11755,0,3,1,1,4,6,0,0,6,0,0,6
11756,0,3,1,1,4,6,0,0,6,0,0,6
11757,0,3,1,1,4,6,0,0,6,0,0,6
11758,0,3,1,1,4,6,0,0,6,0,0,6
11759,0,3,1,1,4,6,0,0,6,0,0,6
11760,0,3,1,1,4,6,0,0,6,0,0,6
11761,0,3,1,1,4,6,0,0,6,0,0,6
11762,0,3,1,1,4,6,0,0,6,0,0,6
11763,0,3,1,1,4,6,0,0,6,0,0,6
11764,0,3,1,1,4,6,0,0,6,0,0,6
11765,2,2,2,2,0,3,2,2,4,2,2,4
11766,1,4,0,2,3,5,2,4,1,2,4,1
11767,1,4,0,0,3,5,2,4,1,2,4,1
11768,2,4,2,2,3,5,2,4,1,2,4,1
11769,2,2,2,2,0,3,2,2,4,2,2,4
11770,0,2,6,1,0,3,0,2,4,0,2,4
11771,0,2,6,1,0,6,0,2,6,0,2,6
11772,0,3,6,1,4,0,0,0,0,0,0,0
11773,0,3,1,1,4,0,0,0,0,0,0,0
11774,0,3,1,1,4,0,0,0,0,0,0,0
11775,0,3,1,1,4,0,0,0,0,0,0,0
11776,0,3,1,1,4,0,0,0,0,0,0,0
11777,0,3,1,1,4,0,0,0,0,0,0,0
11778,0,3,1,1,4,6,0,0,6,0,0,6
11779,0,3,1,1,4,6,0,0,6,0,0,6
11780,0,3,1,1,4,6,0,0,6,0,0,6
