Pixel,K_3_0,K_5_0,K_7_0,K_3_25,K_5_25,K_7_25,K_3_50,K_5_50,K_7_50,K_3_100,K_5_100,K_7_100
0,2,1,3,2,2,2,2,3,3,2,3,3
1,2,1,3,2,2,2,2,3,3,2,3,3
2,2,1,3,2,2,2,2,3,3,2,3,3
3,0,1,3,2,2,2,0,3,3,0,3,3
4,2,1,3,2,2,2,2,3,3,2,3,3
5,2,2,6,1,0,3,0,2,4,0,2,4
6,2,1,3,2,2,2,2,3,3,2,3,3
7,2,1,3,2,2,2,2,3,3,2,3,3
8,2,1,3,2,2,2,2,3,3,2,3,3
9,0,1,3,1,2,2,0,3,3,0,3,3
10,0,1,3,2,2,2,0,3,3,0,3,3
11,2,1,3,2,2,2,2,3,3,2,3,3
12,2,1,3,2,2,2,2,3,3,2,3,3
13,2,1,3,2,2,2,2,3,3,2,3,3
14,2,2,6,2,0,3,0,2,4,0,2,4
15,2,2,6,2,0,3,2,2,4,2,2,4
16,2,2,2,2,0,3,2,2,4,2,2,4
17,2,2,2,2,0,3,2,2,4,2,2,4
18,2,1,3,2,2,2,2,3,3,2,3,3
19,2,1,3,2,2,2,2,3,3,2,3,3
20,2,1,3,2,2,2,2,3,3,2,3,3
21,2,1,3,2,2,2,2,3,3,2,3,3
22,0,1,3,1,2,2,0,3,3,0,3,3
23,2,1,3,2,2,2,2,3,3,2,3,3
24,2,1,3,2,2,2,2,3,3,2,3,3
25,2,1,3,2,2,2,2,3,3,2,3,3
26,0,1,3,1,2,2,0,3,3,0,3,3
27,0,2,6,1,0,0,0,2,0,0,2,0
28,2,2,2,2,0,3,2,2,4,2,2,4
29,2,2,2,2,0,3,2,2,4,2,2,4
30,2,2,6,2,0,3,2,2,4,2,2,4
31,2,2,6,2,0,3,2,2,4,2,2,4
32,2,1,3,2,2,2,2,3,3,2,3,3
33,2,1,3,2,2,2,2,3,3,2,3,3
34,2,1,3,2,2,2,2,3,3,2,3,3
35,2,1,3,2,2,2,2,3,3,2,3,3
36,2,1,3,2,2,2,2,3,3,2,3,3
37,0,1,3,2,2,2,0,3,3,0,3,3
38,2,1,3,2,2,2,2,3,3,2,3,3
39,2,1,3,2,2,2,2,3,3,2,3,3
40,2,1,3,2,2,2,2,3,3,2,3,3
41,2,1,3,2,2,2,2,3,3,2,3,3
42,2,2,6,2,0,3,2,2,4,2,2,4
43,0,2,6,1,0,3,0,2,4,0,2,4
44,0,2,6,1,4,0,0,0,0,0,0,0
45,0,3,6,1,4,0,0,0,0,0,0,0
46,0,2,6,1,0,0,0,2,4,0,2,4
47,2,1,3,2,2,2,2,3,3,2,3,3
48,2,1,2,2,2,2,2,3,3,2,3,3
49,2,1,3,2,2,2,2,3,3,2,3,3
50,2,1,3,2,2,2,2,3,3,2,3,3
51,2,1,3,2,2,2,2,3,3,2,3,3
52,2,1,3,2,2,2,2,3,3,2,3,3
53,2,1,3,2,2,2,2,3,3,2,3,3
54,0,1,3,1,2,2,0,3,3,0,3,3
55,0,1,3,1,2,2,0,3,3,0,3,3
56,2,2,2,2,2,3,2,3,4,2,3,4
57,2,2,2,2,0,3,2,2,4,2,2,4
58,2,2,6,2,0,3,2,2,4,2,2,4
59,2,2,6,2,0,3,2,2,4,2,2,4
60,0,2,6,1,0,3,0,2,4,0,2,4
61,0,2,6,1,4,0,0,0,6,0,0,6
62,2,2,6,1,0,3,0,2,4,0,2,4
63,2,2,6,1,0,3,2,2,4,2,2,4
64,2,1,3,2,2,2,2,3,3,2,3,3
65,2,1,3,2,2,2,2,3,3,2,3,3
66,0,2,6,2,0,3,2,2,4,2,2,4
67,2,4,2,2,3,5,2,4,1,2,4,1
68,2,1,3,2,2,2,2,3,3,2,3,3
69,2,2,3,2,2,2,2,3,3,2,3,3
70,2,1,2,2,2,2,2,3,3,2,3,3
71,0,1,3,2,2,2,2,3,3,2,3,3
72,0,3,1,1,4,6,0,0,6,0,0,6
73,0,2,6,1,0,3,0,2,4,0,2,4
74,2,2,6,2,0,3,2,2,4,2,2,4
75,2,2,6,2,0,3,2,2,4,2,2,4
76,2,2,2,2,0,3,2,2,4,2,2,4
77,2,2,2,2,0,3,2,2,4,2,2,4
78,2,2,6,2,0,3,2,2,4,2,2,4
79,2,2,6,2,0,3,2,2,4,2,2,4
80,2,2,6,2,0,3,2,2,4,2,2,4
81,2,2,6,2,0,3,2,2,4,2,2,4
82,2,4,2,2,2,2,2,4,3,2,4,3
83,2,2,6,2,2,3,2,3,4,2,3,4
84,0,3,1,1,4,6,0,0,6,0,0,6
85,2,2,2,2,0,3,2,2,4,2,2,4
86,2,2,2,2,0,3,2,2,4,2,2,4
87,2,2,6,2,0,2,2,2,3,2,2,3
88,2,2,2,2,0,3,2,2,4,2,2,4
89,2,1,3,2,2,2,2,3,3,2,3,3
90,0,1,3,2,2,2,0,3,3,0,3,3
91,0,2,6,1,0,0,0,2,0,0,2,0
92,0,2,6,1,0,0,0,2,4,0,2,4
93,0,2,6,2,0,3,2,2,4,2,2,4
94,2,2,6,2,0,3,2,2,4,2,2,4
95,2,2,6,2,0,3,2,2,4,2,2,4
96,0,2,6,1,4,0,0,0,6,0,0,6
97,0,2,6,1,0,0,0,0,0,0,0,0
98,2,2,6,2,0,3,0,2,4,0,2,4
99,2,2,6,2,0,3,2,2,4,2,2,4
100,2,2,6,2,0,3,2,2,4,2,2,4
101,2,1,3,2,2,2,2,3,3,2,3,3
102,0,3,6,1,4,0,0,0,0,0,0,0
103,0,3,1,1,4,0,0,0,0,0,0,0
104,0,3,1,1,4,0,0,0,0,0,0,0
105,0,2,6,1,0,0,0,2,0,0,2,0
106,2,2,2,2,0,3,2,2,4,2,2,4
107,2,2,3,2,0,3,2,2,4,2,2,4
108,2,1,3,2,0,3,2,2,4,2,2,4
109,2,1,2,2,2,2,2,3,3,2,3,3
110,2,1,3,2,2,2,2,3,3,2,3,3
111,0,1,3,2,2,2,0,3,3,0,3,3
112,2,2,6,1,0,3,0,2,4,0,2,4
113,2,2,2,2,0,3,2,2,4,2,2,4
114,2,2,2,2,0,3,2,2,4,2,2,4
115,2,2,6,2,0,3,2,2,4,2,2,4
116,0,2,6,1,0,0,0,2,0,0,2,0
117,0,3,6,1,4,0,0,0,0,0,0,0
118,0,2,6,1,0,0,0,2,0,0,2,0
119,2,2,6,2,0,3,2,2,4,2,2,4
120,2,2,6,2,0,3,2,2,4,2,2,4
121,0,2,6,2,0,3,2,2,4,2,2,4
122,0,2,6,1,0,0,0,0,0,0,0,0
123,0,3,1,1,4,0,0,0,0,0,0,0
124,0,3,1,1,4,0,0,0,0,0,0,0
125,0,3,6,1,4,0,0,0,0,0,0,0
126,0,2,6,1,0,0,0,2,0,0,2,0
127,2,2,2,2,0,3,2,2,4,2,2,4
128,2,2,6,2,0,3,2,2,4,2,2,4
129,0,2,6,2,2,2,0,3,3,0,3,3
130,2,2,2,2,0,3,2,2,4,2,2,4
131,2,1,3,2,2,2,2,3,3,2,3,3
132,0,1,3,2,2,2,2,3,3,2,3,3
133,0,2,6,1,0,3,0,2,4,0,2,4
134,2,2,2,2,0,3,2,2,4,2,2,4
135,2,2,2,2,0,3,2,2,4,2,2,4
136,2,2,2,2,0,3,2,2,4,2,2,4
137,2,2,2,2,0,3,2,2,4,2,2,4
138,2,2,2,2,0,3,2,2,4,2,2,4
139,0,2,6,1,0,0,0,2,0,0,2,0
140,0,2,6,1,0,0,0,2,4,0,2,4
141,2,2,6,2,0,3,2,2,4,2,2,4
142,2,2,6,2,0,3,2,2,4,2,2,4
143,0,2,6,1,0,0,0,2,0,0,2,0
144,0,2,6,1,4,0,0,0,0,0,0,0
145,0,2,6,1,4,0,0,0,0,0,0,0
146,0,2,6,1,0,0,0,0,0,0,0,0
147,0,3,6,1,4,0,0,0,0,0,0,0
148,2,2,6,1,0,0,0,2,0,0,2,0
149,2,2,6,2,0,3,2,2,4,2,2,4
150,0,2,6,1,0,0,0,2,0,0,2,0
151,0,2,6,1,0,0,0,2,0,0,2,0
152,0,2,6,1,0,0,0,2,0,0,2,0
153,2,2,6,2,0,3,0,2,4,0,2,4
154,2,2,6,2,0,3,2,2,4,2,2,4
155,0,2,6,1,0,0,0,2,4,0,2,4
156,2,2,6,1,0,3,0,2,4,0,2,4
157,2,2,2,2,0,3,2,2,4,2,2,4
158,2,4,2,2,3,5,2,4,1,2,4,1
159,2,4,2,2,3,5,2,4,1,2,4,1
160,2,2,2,2,0,3,2,2,4,2,2,4
161,0,3,6,1,4,6,0,0,6,0,0,6
162,0,3,6,1,4,0,0,0,6,0,0,6
163,2,2,6,2,0,3,2,2,4,2,2,4
164,0,2,6,1,0,3,0,2,4,0,2,4
165,0,2,6,1,0,3,0,2,4,0,2,4
166,0,2,6,1,0,3,0,2,4,0,2,4
167,2,2,6,1,0,0,0,2,4,0,2,4
168,0,2,6,1,0,0,0,2,0,0,2,0
169,0,2,6,1,4,0,0,0,0,0,0,0
170,0,2,6,1,0,0,0,2,0,0,2,0
171,0,2,6,1,0,0,0,2,0,0,2,0
172,0,2,6,1,0,0,0,2,0,0,2,0
173,0,3,6,1,4,0,0,0,0,0,0,0
174,0,3,1,1,4,0,0,0,0,0,0,0
175,0,3,1,1,4,6,0,0,6,0,0,6
176,0,3,1,1,4,6,0,0,6,0,0,6
177,0,3,1,1,4,0,0,0,0,0,0,0
178,0,2,6,1,4,0,0,0,0,0,0,0
179,0,2,6,1,0,0,0,2,0,0,2,0
180,2,2,6,1,0,3,0,2,4,0,2,4
181,0,2,6,1,4,0,0,0,0,0,0,0
182,2,2,2,2,0,3,2,2,4,2,2,4
183,2,4,0,2,3,5,2,4,1,2,4,1
184,2,4,2,2,3,3,2,4,4,2,4,4
185,2,4,2,2,0,3,2,2,4,2,2,4
186,2,4,2,2,3,3,2,4,4,2,4,4
187,2,2,6,2,0,3,2,2,4,2,2,4
188,0,3,6,1,4,0,0,0,6,0,0,6
189,0,2,6,1,0,0,0,2,4,0,2,4
190,0,3,6,1,4,0,0,0,6,0,0,6
191,0,2,6,1,0,0,0,2,6,0,2,6
192,2,2,6,2,0,3,2,2,4,2,2,4
193,0,2,6,1,0,3,0,2,4,0,2,4
194,0,3,1,1,4,0,0,0,6,0,0,6
195,0,3,6,1,4,0,0,0,0,0,0,0
196,0,3,6,1,4,0,0,0,0,0,0,0
197,0,3,1,1,4,0,0,0,0,0,0,0
198,0,3,6,1,4,0,0,0,0,0,0,0
199,0,2,6,1,0,0,0,2,0,0,2,0
200,2,2,2,2,0,3,2,2,4,2,2,4
201,2,2,6,1,0,3,0,2,4,0,2,4
202,2,2,6,1,0,0,0,2,0,0,2,0
203,2,2,2,2,0,3,2,2,4,2,2,4
204,2,2,6,1,0,3,0,2,4,0,2,4
205,0,2,6,1,4,0,0,0,0,0,0,0
206,0,3,1,1,4,0,0,0,0,0,0,0
207,0,3,1,1,4,0,0,0,0,0,0,0
208,0,3,1,1,4,0,0,0,0,0,0,0
209,0,3,1,1,4,0,0,0,0,0,0,0
210,0,2,6,1,0,0,0,2,0,0,2,0
211,2,2,2,2,0,3,2,2,4,2,2,4
212,2,2,6,2,0,3,2,2,4,2,2,4
213,0,2,6,1,4,0,0,0,0,0,0,0
214,0,2,6,1,4,0,0,0,0,0,0,0
215,2,4,2,2,0,3,2,2,4,2,2,4
216,2,4,2,2,3,5,2,4,1,2,4,1
217,2,4,2,2,3,5,2,4,1,2,4,1
218,2,4,2,2,3,5,2,4,1,2,4,1
219,2,2,2,2,0,3,2,2,4,2,2,4
220,0,3,1,1,4,6,0,0,6,0,0,6
221,0,3,1,1,4,0,0,0,0,0,0,0
222,0,3,1,1,4,0,0,0,0,0,0,0
223,0,3,6,1,4,0,0,0,6,0,0,6
224,0,2,6,1,4,0,0,0,6,0,0,6
225,0,2,6,1,0,3,0,2,4,0,2,4
226,0,2,6,1,0,3,0,2,6,0,2,6
227,0,3,6,1,4,6,0,0,6,0,0,6
228,0,3,1,1,4,0,0,0,6,0,0,6
229,0,3,1,1,4,0,0,0,0,0,0,0
230,0,3,1,1,4,0,0,0,0,0,0,0
231,0,3,1,1,4,0,0,0,0,0,0,0
232,0,3,6,1,4,0,0,0,0,0,0,0
233,0,2,6,1,4,0,0,0,0,0,0,0
234,2,2,6,1,0,0,0,2,4,0,2,4
235,2,2,6,1,0,3,0,2,4,0,2,4
236,0,2,6,1,0,0,0,2,0,0,2,0
237,2,2,6,2,0,3,2,2,4,2,2,4
238,2,2,6,2,0,3,2,2,4,2,2,4
239,0,2,6,1,0,0,0,2,0,0,2,0
240,0,2,6,1,0,0,0,2,0,0,2,0
241,0,2,6,1,4,0,0,0,0,0,0,0
242,0,2,6,1,0,0,0,0,0,0,0,0
243,0,2,6,1,4,0,0,0,0,0,0,0
244,0,2,6,1,4,0,0,0,0,0,0,0
245,0,2,6,1,0,3,0,2,4,0,2,4
246,0,2,6,1,0,3,0,2,4,0,2,4
247,0,3,6,1,4,0,0,0,0,0,0,0
248,0,3,1,1,4,6,0,0,6,0,0,6
249,0,2,6,1,0,0,0,2,0,0,2,0
250,2,4,2,2,3,3,2,4,1,2,4,1
251,2,4,0,2,3,5,2,4,1,2,4,1
252,2,4,0,2,3,5,2,4,1,2,4,1
253,2,4,2,2,3,5,2,4,1,2,4,1
254,2,2,2,2,0,3,2,2,4,2,2,4
255,0,2,6,1,0,0,0,2,4,0,2,4
256,0,3,1,1,4,0,0,0,6,0,0,6
257,0,3,1,1,4,6,0,0,6,0,0,6
258,0,3,1,1,4,6,0,0,6,0,0,6
259,0,3,6,1,4,0,0,0,0,0,0,0
260,0,2,6,1,0,3,0,2,4,0,2,4
261,0,3,6,1,4,6,0,0,6,0,0,6
262,0,3,1,1,4,0,0,0,6,0,0,6
263,0,3,1,1,4,0,0,0,0,0,0,0
264,0,3,1,1,4,0,0,0,0,0,0,0
265,1,4,5,0,1,4,1,1,5,1,1,5
266,2,4,5,2,3,4,1,4,5,1,4,5
267,2,4,2,2,0,3,2,4,4,2,4,4
268,0,2,6,1,0,3,0,2,4,0,2,4
269,2,2,6,1,0,3,0,2,4,0,2,4
270,2,2,6,1,0,3,0,2,4,0,2,4
271,2,2,6,1,0,3,0,2,4,0,2,4
272,2,2,6,1,0,3,0,2,4,0,2,4
273,2,2,6,1,0,3,0,2,4,0,2,4
274,0,2,6,1,4,0,0,0,0,0,0,0
275,0,3,6,1,4,0,0,0,0,0,0,0
276,0,2,6,1,4,0,0,0,0,0,0,0
277,0,2,6,1,0,0,0,2,0,0,2,0
278,2,2,2,2,0,3,2,2,4,2,2,4
279,2,2,2,2,0,3,2,2,4,2,2,4
280,0,2,6,1,0,0,0,2,0,0,2,0
281,0,2,6,1,0,0,0,2,0,0,2,0
282,0,2,6,1,0,0,0,2,0,0,2,0
283,0,2,6,1,4,0,0,0,0,0,0,0
284,0,2,6,1,0,0,0,2,0,0,2,0
285,0,2,6,1,0,0,0,2,0,0,2,0
286,0,3,6,1,4,0,0,0,0,0,0,0
287,0,3,1,1,4,0,0,0,0,0,0,0
288,0,3,1,1,4,0,0,0,0,0,0,0
289,0,3,1,1,4,0,0,0,0,0,0,0
290,0,3,6,1,4,0,0,0,0,0,0,0
291,2,2,2,2,0,3,2,2,4,2,2,4
292,2,4,0,2,3,5,2,4,1,2,4,1
293,1,4,0,0,3,5,1,4,1,1,4,1
294,2,4,2,2,3,5,2,4,1,2,4,1
295,2,4,2,2,0,3,2,4,4,2,4,4
296,2,2,2,2,0,3,2,2,4,2,2,4
297,0,2,6,1,0,3,0,2,4,0,2,4
298,0,3,6,1,4,0,0,0,6,0,0,6
299,0,2,6,1,0,0,0,0,0,0,0,0
300,0,2,6,1,0,0,0,0,0,0,0,0
301,0,2,6,1,4,0,0,0,6,0,0,6
302,0,3,1,1,4,6,0,0,6,0,0,6
303,0,3,1,1,4,6,0,0,6,0,0,6
304,0,3,1,1,4,0,0,0,0,0,0,0
305,0,3,1,1,4,0,0,0,0,0,0,0
306,0,3,1,1,4,0,0,0,0,0,0,0
307,1,0,5,0,1,4,1,1,5,1,1,5
308,1,0,5,0,1,4,1,1,5,1,1,5
309,2,2,2,2,0,3,2,2,4,2,2,4
310,2,2,2,2,0,3,2,2,4,2,2,4
311,1,4,5,2,3,5,2,4,1,2,4,1
312,2,4,2,2,3,3,2,4,1,2,4,1
313,2,4,2,2,3,3,2,4,4,2,4,4
314,2,2,2,2,0,3,2,2,4,2,2,4
315,2,2,2,2,0,3,2,2,4,2,2,4
316,0,2,6,1,0,0,0,2,0,0,2,0
317,0,2,6,1,0,0,0,2,4,0,2,4
318,2,2,2,2,0,3,2,2,4,2,2,4
319,2,2,2,2,0,3,2,2,4,2,2,4
320,2,2,6,1,0,3,0,2,4,0,2,4
321,0,3,1,1,4,0,0,0,0,0,0,0
322,0,3,1,1,4,0,0,0,0,0,0,0
323,0,3,6,1,4,0,0,0,0,0,0,0
324,2,2,2,2,0,3,2,2,4,2,2,4
325,2,4,2,2,0,3,2,2,4,2,2,4
326,2,2,6,1,0,3,0,2,4,0,2,4
327,0,2,6,1,0,0,0,2,0,0,2,0
328,0,2,6,1,0,0,0,0,0,0,0,0
329,0,3,6,1,4,0,0,0,0,0,0,0
330,0,2,6,1,0,0,0,2,0,0,2,0
331,0,2,6,1,0,0,0,2,0,0,2,0
332,0,3,6,1,4,0,0,0,0,0,0,0
333,0,3,1,1,4,0,0,0,0,0,0,0
334,0,3,1,1,4,0,0,0,0,0,0,0
335,0,3,1,1,4,0,0,0,6,0,0,6
336,0,3,1,1,4,6,0,0,6,0,0,6
337,0,3,6,1,4,0,0,0,0,0,0,0
338,2,4,2,2,0,3,2,2,4,2,2,4
339,2,4,2,2,3,5,2,4,1,2,4,1
340,2,4,2,2,3,5,2,4,1,2,4,1
341,2,2,2,2,0,3,2,2,4,2,2,4
342,2,2,2,2,0,3,2,2,4,2,2,4
343,2,2,6,2,0,3,2,2,4,2,2,4
344,2,2,6,2,0,3,2,2,4,2,2,4
345,2,2,2,2,0,3,2,2,4,2,2,4
346,2,2,2,2,0,3,2,2,4,2,2,4
347,0,2,6,1,0,3,0,2,4,0,2,4
348,0,3,6,1,4,0,0,0,0,0,0,0
349,0,3,1,1,4,6,0,0,6,0,0,6
350,0,3,1,1,4,0,0,0,0,0,0,0
351,0,3,1,1,4,0,0,0,0,0,0,0
352,0,3,1,1,4,0,0,0,0,0,0,0
353,0,3,1,1,4,0,0,0,6,0,0,6
354,1,0,5,0,1,4,1,1,5,1,1,5
355,1,0,5,0,1,4,1,1,5,1,1,5
356,1,4,5,0,3,4,1,1,5,1,1,5
357,2,2,2,2,0,3,2,2,4,2,2,4
358,2,4,2,2,0,3,2,2,4,2,2,4
359,1,0,5,0,3,4,1,4,5,1,4,5
360,1,0,5,0,1,4,1,1,5,1,1,5
361,1,0,0,0,1,5,1,4,1,1,4,1
362,2,4,0,2,3,5,2,4,1,2,4,1
363,2,4,2,2,3,5,2,4,1,2,4,1
364,0,3,6,1,4,0,0,0,0,0,0,0
365,0,2,6,1,4,0,0,0,0,0,0,0
366,0,3,6,1,4,0,0,0,0,0,0,0
367,0,2,6,1,0,3,0,2,4,0,2,4
368,2,2,6,1,0,3,0,2,4,0,2,4
369,0,3,1,1,4,0,0,0,0,0,0,0
370,0,3,1,1,4,0,0,0,0,0,0,0
371,0,3,1,1,4,0,0,0,0,0,0,0
372,0,3,6,1,4,0,0,0,0,0,0,0
373,2,2,6,1,0,3,0,2,4,0,2,4
374,2,2,2,2,0,3,2,2,4,2,2,4
375,0,2,6,1,0,0,0,2,0,0,2,0
376,0,2,6,1,4,0,0,0,0,0,0,0
377,0,3,6,1,4,0,0,0,0,0,0,0
378,0,3,6,1,4,0,0,0,0,0,0,0
379,0,2,6,1,0,0,0,2,0,0,2,0
380,2,2,6,1,0,0,0,2,0,0,2,0
381,0,2,6,1,4,0,0,0,0,0,0,0
382,0,3,1,1,4,0,0,0,0,0,0,0
383,0,3,6,1,4,0,0,0,0,0,0,0
384,0,2,6,1,0,3,0,2,4,0,2,4
385,0,3,6,1,4,6,0,0,6,0,0,6
386,0,3,1,1,4,0,0,0,6,0,0,6
387,0,2,6,1,0,0,0,2,4,0,2,4
388,0,2,6,1,0,3,0,2,4,0,2,4
389,0,2,6,1,0,3,0,2,4,0,2,4
390,2,2,6,2,0,3,2,2,4,2,2,4
391,2,2,2,2,0,3,2,2,4,2,2,4
392,2,2,2,2,0,3,2,2,4,2,2,4
393,2,2,2,2,0,3,2,2,4,2,2,4
394,2,2,6,2,0,3,2,2,4,2,2,4
395,2,2,2,2,0,3,2,2,4,2,2,4
396,2,2,6,2,0,3,2,2,4,2,2,4
397,0,2,6,1,0,3,0,2,4,0,2,4
398,0,3,1,1,4,6,0,0,6,0,0,6
399,0,3,1,1,4,0,0,0,6,0,0,6
400,0,3,1,1,4,6,0,0,6,0,0,6
401,0,3,1,1,4,0,0,0,6,0,0,6
402,0,3,1,1,4,6,0,0,6,0,0,6
403,0,3,1,1,4,6,0,0,6,0,0,6
404,0,1,3,1,2,6,0,3,6,0,3,6
405,1,0,5,0,1,4,1,1,5,1,1,5
406,1,0,5,0,1,4,1,1,5,1,1,5
407,2,4,5,2,3,4,1,4,5,1,4,5
408,2,4,2,2,3,3,2,4,4,2,4,4
409,1,4,5,2,3,5,2,4,1,2,4,1
410,1,0,5,0,1,4,1,1,5,1,1,5
411,1,0,4,0,1,1,1,1,2,1,1,2
412,1,0,4,0,1,1,1,1,2,1,1,2
413,1,0,0,0,3,5,1,4,1,1,4,1
414,1,4,0,2,3,5,2,4,1,2,4,1
415,2,4,2,2,0,3,2,2,4,2,2,4
416,0,3,1,1,4,0,0,0,0,0,0,0
417,0,2,6,1,4,0,0,0,0,0,0,0
418,2,2,6,1,0,3,0,2,4,0,2,4
419,2,2,2,2,0,3,2,2,4,2,2,4
420,0,2,6,1,4,0,0,0,0,0,0,0
421,0,2,6,1,0,0,0,2,0,0,2,0
422,0,2,6,1,0,0,0,0,0,0,0,0
423,2,2,6,1,0,3,0,2,4,0,2,4
424,0,3,1,1,4,0,0,0,0,0,0,0
425,0,3,1,1,4,0,0,0,0,0,0,0
426,0,3,1,1,4,0,0,0,0,0,0,0
427,0,3,6,1,4,0,0,0,0,0,0,0
428,0,2,6,1,0,0,0,0,0,0,0,0
429,0,2,6,1,0,0,0,0,0,0,0,0
430,0,2,6,1,4,0,0,0,0,0,0,0
431,0,3,6,1,4,0,0,0,0,0,0,0
432,0,3,6,1,4,0,0,0,0,0,0,0
433,0,2,6,1,4,0,0,0,0,0,0,0
434,0,3,6,1,4,0,0,0,0,0,0,0
435,0,2,6,1,0,0,0,0,0,0,0,0
436,0,2,6,1,0,0,0,2,0,0,2,0
437,0,3,6,1,4,0,0,0,0,0,0,0
438,0,3,6,1,4,0,0,0,0,0,0,0
439,0,3,6,1,4,0,0,0,0,0,0,0
440,0,2,6,1,0,0,0,2,4,0,2,4
441,0,2,6,2,0,3,2,2,4,2,2,4
442,0,3,6,1,4,0,0,0,6,0,0,6
443,0,3,6,1,4,0,0,0,0,0,0,0
444,0,2,6,1,4,0,0,0,0,0,0,0
445,0,3,6,1,4,0,0,0,6,0,0,6
446,0,2,6,1,0,3,0,2,6,0,2,6
447,2,2,6,2,0,3,2,2,4,2,2,4
448,2,2,6,2,0,3,2,2,4,2,2,4
449,2,2,6,2,0,3,2,2,4,2,2,4
450,2,2,6,2,0,3,2,2,4,2,2,4
451,2,2,2,2,0,3,2,2,4,2,2,4
452,2,2,2,2,0,3,2,2,4,2,2,4
453,2,2,6,2,0,3,2,2,4,2,2,4
454,0,3,1,1,4,0,0,0,6,0,0,6
455,0,3,1,1,4,0,0,0,6,0,0,6
456,0,3,1,1,4,6,0,0,6,0,0,6
457,0,3,1,1,4,6,0,0,6,0,0,6
458,0,3,1,1,4,0,0,0,0,0,0,0
459,0,3,1,1,4,6,0,0,6,0,0,6
460,0,3,1,1,4,6,0,0,6,0,0,6
461,0,1,3,1,4,6,0,0,6,0,0,6
462,1,0,5,0,1,4,1,1,5,1,1,5
463,1,0,5,0,1,4,1,1,5,1,1,5
464,1,0,5,0,1,4,1,1,5,1,1,5
465,1,0,5,0,1,4,1,1,5,1,1,5
466,1,0,5,0,1,4,1,1,5,1,1,5
467,1,4,5,0,3,4,1,4,5,1,4,5
468,1,0,5,0,3,4,1,1,5,1,1,5
469,1,0,5,0,1,4,1,1,5,1,1,5
470,1,0,4,0,1,1,1,1,2,1,1,2
471,1,0,5,0,1,4,1,1,5,1,1,5
472,2,4,0,2,3,5,2,4,1,2,4,1
473,1,4,0,2,3,5,2,4,1,2,4,1
474,2,2,2,2,0,3,2,2,4,2,2,4
475,0,3,6,1,4,0,0,0,0,0,0,0
476,0,2,6,1,0,0,0,2,0,0,2,0
477,0,2,6,1,0,0,0,2,0,0,2,0
478,0,2,6,1,4,0,0,0,0,0,0,0
479,0,2,6,1,0,0,0,2,4,0,2,4
480,2,2,6,1,0,3,2,2,4,2,2,4
481,0,2,6,1,0,0,0,2,0,0,2,0
482,0,2,6,1,4,0,0,0,0,0,0,0
483,0,3,6,1,4,0,0,0,0,0,0,0
484,0,3,1,1,4,0,0,0,0,0,0,0
485,0,2,6,1,0,0,0,2,0,0,2,0
486,0,2,6,1,0,0,0,2,4,0,2,4
487,0,3,1,1,4,0,0,0,0,0,0,0
488,0,3,1,1,4,0,0,0,0,0,0,0
489,0,3,1,1,4,0,0,0,0,0,0,0
490,0,3,6,1,4,0,0,0,0,0,0,0
491,0,2,6,1,0,0,0,0,0,0,0,0
492,0,2,6,1,0,0,0,0,0,0,0,0
493,0,2,6,1,4,0,0,0,0,0,0,0
494,0,3,1,1,4,0,0,0,0,0,0,0
495,0,3,1,1,4,0,0,0,0,0,0,0
496,0,3,6,1,4,0,0,0,0,0,0,0
497,0,3,6,1,4,0,0,0,0,0,0,0
498,0,3,6,1,4,0,0,0,0,0,0,0
499,0,3,6,1,4,0,0,0,0,0,0,0
500,0,2,6,1,4,0,0,0,0,0,0,0
501,0,2,6,1,4,0,0,0,0,0,0,0
502,0,2,6,1,0,0,0,2,0,0,2,0
503,2,2,6,1,0,3,0,2,4,0,2,4
504,2,2,2,2,0,3,2,2,4,2,2,4
505,0,2,6,1,0,3,0,2,4,0,2,4
506,0,3,1,1,4,6,0,0,6,0,0,6
507,0,3,1,1,4,6,0,0,6,0,0,6
508,0,3,1,1,4,0,0,0,0,0,0,0
509,0,3,1,1,4,0,0,0,0,0,0,0
510,0,3,1,1,4,0,0,0,6,0,0,6
511,0,3,6,1,4,0,0,0,6,0,0,6
512,0,2,6,1,4,0,0,0,6,0,0,6
513,0,2,6,1,0,3,2,2,4,2,2,4
514,2,2,6,2,0,3,2,2,4,2,2,4
515,2,2,2,2,0,3,2,2,4,2,2,4
516,2,2,2,2,0,3,2,2,4,2,2,4
517,0,2,6,1,0,3,0,2,4,0,2,4
518,0,3,1,1,4,0,0,0,0,0,0,0
519,0,3,1,1,4,6,0,0,6,0,0,6
520,0,3,1,1,4,6,0,0,6,0,0,6
521,0,3,1,1,4,6,0,0,6,0,0,6
522,0,3,1,1,4,6,0,0,6,0,0,6
523,0,3,1,1,4,6,0,0,6,0,0,6
524,0,1,3,1,2,6,0,3,6,0,3,6
525,0,1,3,2,2,2,2,3,3,2,3,3
526,1,0,4,0,1,1,1,1,2,1,1,2
527,1,0,5,0,1,4,1,1,5,1,1,5
528,1,0,5,0,1,4,1,1,5,1,1,5
529,1,0,5,0,1,4,1,1,5,1,1,5
530,1,0,5,0,1,4,1,1,5,1,1,5
531,1,0,5,0,1,4,1,1,5,1,1,5
532,1,0,5,0,1,4,1,1,5,1,1,5
533,1,0,5,0,1,4,1,1,5,1,1,5
534,1,0,5,0,1,4,1,1,5,1,1,5
