Pixel,K_3_0,K_5_0,K_7_0,K_3_25,K_5_25,K_7_25,K_3_50,K_5_50,K_7_50,K_3_100,K_5_100,K_7_100
5298,1,3,4,2,0,4,2,1,0,2,4,4
5299,1,3,3,2,0,4,1,1,0,1,4,4
5300,1,3,3,2,0,4,1,1,0,1,4,4
5301,1,3,3,2,0,4,1,1,0,1,4,4
5302,1,3,3,2,0,4,1,1,0,1,4,4
5303,1,3,3,2,0,4,1,1,0,1,4,4
5304,2,3,4,2,4,6,2,3,2,2,2,2
5305,2,2,6,2,4,6,2,3,2,2,2,2
5306,2,2,6,2,4,6,2,3,2,2,2,2
5307,2,2,6,2,4,6,2,3,2,2,2,2
5308,2,2,6,2,4,6,2,3,2,2,2,2
5309,2,2,6,2,4,6,2,3,2,2,2,2
5310,2,2,6,2,4,6,2,3,2,2,2,2
5311,2,3,4,2,0,4,2,1,0,2,4,4
5312,1,0,5,0,2,5,1,0,3,1,3,6
5313,1,0,5,0,2,5,1,0,3,1,3,6
5314,1,0,5,0,2,5,1,0,3,1,3,6
5315,1,0,5,0,2,5,1,0,3,1,3,6
5316,1,0,5,0,2,5,1,0,3,1,3,6
5317,1,0,5,0,2,5,1,0,3,1,3,6
5318,2,0,5,0,2,3,1,0,3,1,3,6
5319,2,0,5,0,2,3,1,0,3,1,3,6
5320,2,0,5,0,2,3,1,0,3,1,3,6
5321,2,0,5,0,2,3,1,0,3,1,3,6
5322,1,0,5,0,2,3,1,0,3,1,3,6
5323,1,0,5,0,2,3,1,0,3,1,3,6
5324,1,0,5,0,2,3,1,0,3,1,3,6
5325,1,0,5,0,2,3,1,0,3,1,3,6
5326,1,0,5,0,2,3,1,0,3,1,3,6
5327,1,0,5,0,2,3,1,0,3,1,3,6
5328,1,0,5,0,2,3,1,0,3,1,3,6
5329,1,0,5,0,2,3,1,0,3,1,3,6
5330,1,0,5,0,2,3,1,0,3,1,3,6
5331,1,0,5,0,2,3,1,0,3,1,3,6
5332,1,0,5,0,2,5,1,0,3,1,3,6
5333,1,0,5,0,2,3,1,0,3,1,3,6
5334,1,0,5,0,2,3,1,0,3,1,3,6
5335,1,0,5,0,2,3,1,0,3,1,3,6
5336,1,0,5,0,2,5,1,0,3,1,3,6
5337,1,0,5,0,2,5,1,0,3,1,3,6
5338,1,0,5,0,2,5,1,0,3,1,3,6
5339,1,0,5,0,2,5,1,0,3,1,3,6
5340,1,0,5,0,2,5,1,0,3,1,3,6
5341,1,0,5,0,2,5,1,0,3,1,3,6
5342,1,0,5,0,2,5,1,0,3,1,3,6
5343,1,0,5,0,2,5,1,0,3,1,3,6
5344,1,0,5,0,2,5,1,0,3,1,3,6
5345,1,0,5,0,2,5,1,0,3,1,3,6
5346,1,0,5,0,2,5,1,0,3,1,3,6
5347,1,0,5,0,2,5,1,0,3,1,3,6
5348,1,0,5,0,2,5,1,0,3,1,3,6
5349,1,0,5,0,2,5,1,0,3,1,3,6
5350,1,0,5,0,2,5,1,0,3,1,3,6
5351,1,0,5,0,2,5,1,0,3,1,3,6
5352,1,0,5,0,2,5,1,0,3,1,3,6
5353,1,4,0,0,2,0,1,4,5,1,1,5
5354,1,4,2,2,3,2,1,4,4,1,1,3
5355,1,4,2,2,3,2,1,4,4,1,1,3
5356,1,4,2,2,3,2,1,4,4,1,1,3
5357,1,4,2,2,3,2,1,4,4,1,1,3
5358,1,4,2,2,3,2,1,4,4,1,1,3
5359,1,4,2,2,3,2,1,4,4,1,1,3
5360,1,4,2,2,3,2,1,4,4,1,1,3
5361,1,4,2,2,3,2,1,4,4,1,1,3
5362,1,4,2,2,3,2,1,4,4,1,1,3
5363,1,4,2,2,3,2,1,4,4,1,1,3
5364,1,4,2,2,3,2,1,4,4,1,1,3
5365,1,4,2,2,3,2,1,4,4,1,1,3
5366,1,4,2,2,3,2,1,4,4,1,1,3
5367,1,3,3,0,0,4,1,1,0,1,4,4
5368,1,0,5,0,2,5,1,0,3,1,3,6
5369,1,0,3,0,2,5,1,0,3,1,3,6
5370,1,3,3,0,2,5,1,0,3,1,3,6
5371,1,3,3,0,2,5,1,0,3,1,3,6
5372,1,3,3,0,0,4,1,1,0,1,4,4
5373,1,3,3,2,0,4,1,1,0,1,4,4
5374,1,3,3,2,0,4,1,1,0,1,4,4
5375,1,3,3,2,0,4,1,1,0,1,4,4
5376,1,3,3,2,0,4,1,1,0,1,4,4
5377,1,3,3,2,0,4,1,1,0,1,4,4
5378,1,3,3,2,0,4,1,1,0,1,4,4
5379,1,3,3,2,0,4,1,1,0,1,4,4
5380,1,3,3,2,0,4,1,1,0,1,4,4
5381,1,3,3,2,0,4,1,1,0,1,4,4
5382,1,0,5,0,2,5,1,0,3,1,3,6
5383,1,0,5,0,2,5,1,0,3,1,3,6
5384,1,3,3,0,0,4,1,1,0,1,4,4
5385,1,3,3,0,0,4,1,1,0,1,4,4
5386,1,3,3,0,0,4,1,1,0,1,4,4
5387,1,3,3,2,0,4,1,1,0,1,4,4
5388,1,3,3,2,0,4,2,1,0,2,4,4
5389,1,3,3,2,0,4,2,1,0,2,4,4
5390,1,3,3,2,0,4,2,1,0,2,4,4
5391,1,3,3,2,0,4,2,1,0,2,4,4
5392,1,3,3,2,0,4,2,1,0,2,4,4
5393,1,3,3,2,0,4,2,1,0,2,4,4
5394,2,2,4,2,4,6,2,3,2,2,2,2
5395,2,3,4,2,4,6,2,3,2,2,2,2
5396,2,3,4,2,0,4,2,1,0,2,4,4
5397,2,3,4,2,4,6,2,3,2,2,2,2
5398,1,3,3,2,0,4,2,1,0,2,4,4
5399,1,3,4,2,0,4,2,1,0,2,4,4
5400,1,4,3,0,2,5,1,4,5,1,1,5
5401,1,4,3,0,0,4,1,1,0,1,4,4
5402,1,3,3,2,0,4,2,1,0,2,4,4
5403,1,3,3,2,0,4,2,1,0,2,4,4
5404,1,3,3,2,0,4,2,1,0,1,4,4
5405,1,3,3,2,0,4,2,1,0,2,4,4
5406,1,3,3,2,0,4,2,1,0,2,4,4
5407,1,3,3,2,0,4,2,1,0,2,4,4
5408,1,3,3,2,0,4,2,1,0,2,4,4
5409,1,3,4,2,0,4,2,1,0,2,4,4
5410,1,3,3,2,0,4,2,1,0,2,4,4
5411,1,3,3,2,0,4,2,1,0,2,4,4
5412,1,3,3,2,0,4,2,1,0,2,4,4
5413,1,3,3,2,0,4,2,1,0,2,4,4
5414,1,3,3,2,0,4,2,1,0,2,4,4
5415,1,3,2,2,0,4,2,1,0,1,4,4
5416,1,3,3,2,0,4,2,1,0,2,4,4
5417,1,3,3,2,0,4,2,1,0,2,4,4
5418,1,3,3,2,0,4,2,1,0,2,4,4
5419,1,3,3,2,0,4,2,1,0,2,4,4
5420,2,3,4,2,0,4,2,3,2,2,2,2
5421,2,2,6,2,4,6,2,3,2,2,2,2
5422,2,2,6,2,4,6,2,3,2,2,2,2
5423,2,2,4,2,4,6,2,3,2,2,2,2
5424,2,2,4,2,4,6,2,3,2,2,2,2
5425,2,2,6,2,4,6,2,3,2,2,2,2
5426,1,3,3,2,0,4,2,1,0,2,4,4
5427,1,3,3,2,0,4,2,1,0,2,4,4
5428,1,3,3,2,0,4,2,1,0,2,4,4
5429,1,3,3,2,0,4,2,1,0,2,4,4
5430,1,4,3,2,0,4,1,1,0,1,4,4
5431,1,4,3,2,0,4,1,1,0,1,4,4
5432,1,3,3,2,0,4,2,1,0,2,4,4
5433,1,3,3,2,0,4,2,1,0,2,4,4
5434,1,3,3,2,0,4,2,1,0,2,4,4
5435,1,3,3,2,0,4,2,1,0,2,4,4
5436,1,3,3,2,0,4,2,1,0,2,4,4
5437,1,3,3,2,0,4,2,1,0,2,4,4
5438,1,3,3,2,0,4,2,1,0,2,4,4
5439,1,3,3,2,0,4,2,1,0,2,4,4
5440,1,3,4,2,0,4,2,3,2,2,2,2
5441,2,3,4,2,4,6,2,3,2,2,2,2
5442,2,3,4,2,4,6,2,3,2,2,2,2
5443,1,3,4,2,0,4,2,3,2,2,2,2
5444,1,3,4,2,0,4,2,1,0,2,4,4
5445,2,2,4,2,4,6,2,3,2,2,2,2
5446,2,2,6,2,4,6,2,3,2,2,2,2
5447,2,2,6,2,4,6,2,3,2,2,2,2
5448,2,3,4,2,0,4,2,1,0,2,4,4
5449,2,2,4,2,4,6,2,3,2,2,2,2
5450,2,2,4,2,4,6,2,3,2,2,2,2
5451,1,3,4,2,0,4,2,1,0,2,4,4
5452,1,3,4,2,0,4,2,1,0,2,4,4
5453,1,3,4,2,0,4,2,1,0,2,4,4
5454,1,3,4,2,0,4,2,1,0,2,4,4
5455,1,3,4,2,0,4,2,1,0,2,4,4
5456,1,3,4,2,0,4,2,1,0,2,4,4
5457,2,3,4,2,4,6,2,3,2,2,2,2
5458,2,2,4,2,4,6,2,3,2,2,2,2
5459,2,2,6,2,4,6,2,3,2,2,2,2
5460,1,3,4,2,0,4,2,1,0,2,4,4
5461,1,3,4,2,0,4,2,1,0,2,4,4
5462,1,3,4,2,0,4,2,1,0,2,4,4
5463,1,3,4,2,0,4,2,1,0,2,4,4
5464,1,3,4,2,0,4,2,1,0,2,4,4
5465,1,3,4,2,0,4,2,1,0,2,4,4
5466,1,3,3,2,0,4,1,1,0,1,4,4
5467,1,3,3,0,0,4,1,1,0,1,4,4
5468,1,3,3,2,0,4,1,1,0,1,4,4
5469,1,3,3,2,0,4,1,1,0,1,4,4
5470,2,2,6,2,4,6,2,3,2,2,2,2
5471,2,2,6,2,4,6,2,3,2,2,2,2
5472,2,2,6,2,4,6,2,3,2,2,2,2
5473,2,2,6,2,4,6,2,3,2,2,2,2
5474,2,2,6,2,4,6,2,3,2,2,2,2
5475,2,2,4,2,4,6,2,3,2,2,2,2
5476,2,2,4,2,4,6,2,3,2,2,2,2
5477,1,0,5,0,2,5,1,0,3,1,3,6
5478,1,0,5,0,2,5,1,0,3,1,3,6
5479,1,0,5,0,2,5,1,0,3,1,3,6
5480,1,0,5,0,2,5,1,0,3,1,3,6
5481,1,0,5,0,2,5,1,0,3,1,3,6
5482,1,0,5,0,2,5,1,0,3,1,3,6
5483,1,0,5,0,2,5,1,0,3,1,3,6
5484,1,0,5,0,2,5,1,0,3,1,3,6
5485,2,0,5,0,2,3,1,0,3,1,3,6
5486,2,0,5,0,2,3,1,0,3,1,3,6
5487,2,0,5,0,2,3,1,0,3,1,3,6
5488,2,0,5,0,2,3,1,0,3,1,3,6
5489,2,0,5,0,2,3,1,0,3,1,3,6
5490,1,0,5,0,2,3,1,0,3,1,3,6
5491,1,0,5,0,2,3,1,0,3,1,3,6
5492,1,0,5,0,2,3,1,0,3,1,3,6
5493,1,0,5,0,2,3,1,0,3,1,3,6
5494,1,0,5,0,2,3,1,0,3,1,3,6
5495,1,0,5,0,2,3,1,0,3,1,3,6
5496,1,0,5,0,2,3,1,0,3,1,3,6
5497,1,0,5,0,2,3,1,0,3,1,3,6
5498,1,0,5,0,2,5,1,0,3,1,3,6
5499,1,0,5,0,2,5,1,0,3,1,3,6
5500,1,0,5,0,2,3,1,0,3,1,3,6
5501,1,0,5,0,2,3,1,0,3,1,3,6
5502,1,0,5,0,2,3,1,0,3,1,3,6
5503,1,0,5,0,2,3,1,0,3,1,3,6
5504,1,0,5,0,2,5,1,0,3,1,3,6
5505,1,0,5,0,2,5,1,0,3,1,3,6
5506,1,0,5,0,2,5,1,0,3,1,3,6
5507,1,0,5,0,2,5,1,0,3,1,3,6
5508,1,0,5,0,2,5,1,0,3,1,3,6
5509,1,0,5,0,2,5,1,0,3,1,3,6
5510,1,0,5,0,2,5,1,0,3,1,3,6
5511,1,0,5,0,2,5,1,0,3,1,3,6
5512,1,0,5,0,2,5,1,0,3,1,3,6
5513,1,0,5,0,2,5,1,0,3,1,3,6
5514,1,0,5,0,2,5,1,0,3,1,3,6
5515,1,0,5,0,2,5,1,0,3,1,3,6
5516,1,0,5,0,2,5,1,0,3,1,3,6
5517,1,0,5,0,2,5,1,0,3,1,3,6
5518,1,0,5,0,2,5,1,0,3,1,3,6
5519,1,0,5,0,2,5,1,0,3,1,3,6
5520,1,4,0,0,2,0,1,0,5,1,3,5
5521,1,4,2,2,3,2,1,4,4,1,1,3
5522,1,4,2,2,3,2,1,4,4,1,1,3
5523,1,4,2,2,3,2,1,4,4,1,1,3
5524,1,4,2,2,3,2,1,4,4,1,1,3
5525,1,4,2,2,3,2,1,4,4,1,1,3
5526,1,4,2,2,3,2,1,4,4,1,1,3
5527,1,4,2,2,3,2,1,4,4,1,1,3
5528,1,4,2,2,3,2,1,4,4,1,1,3
5529,1,4,2,2,3,2,1,4,4,1,1,3
5530,1,4,2,2,3,2,1,4,4,1,1,3
5531,1,4,2,2,3,2,1,4,4,1,1,3
5532,1,4,2,2,3,2,1,4,4,1,1,3
5533,1,4,2,2,3,2,1,4,4,1,1,3
5534,1,3,3,2,0,4,1,1,0,1,4,4
5535,1,0,3,0,2,5,1,0,3,1,3,6
5536,1,3,3,2,0,4,1,1,0,1,4,4
5537,1,3,3,0,0,4,1,1,0,1,4,4
5538,1,3,3,2,0,4,2,1,0,2,4,4
5539,1,3,3,2,0,4,2,1,0,2,4,4
5540,1,3,3,2,0,4,2,1,0,1,4,4
5541,1,3,3,2,0,4,1,1,0,1,4,4
5542,1,4,2,2,3,2,1,4,4,1,1,3
5543,1,3,3,2,0,4,1,1,0,1,4,4
5544,1,3,3,2,0,4,1,1,0,1,4,4
5545,1,3,3,2,0,4,1,1,0,1,4,4
5546,1,3,3,2,0,4,1,1,0,1,4,4
5547,1,3,3,2,0,4,1,1,0,1,4,4
5548,1,3,3,2,0,4,1,1,0,1,4,4
5549,1,0,3,0,2,5,1,0,3,1,3,6
5550,1,0,5,0,2,5,1,0,3,1,3,6
5551,1,0,3,0,2,5,1,0,3,1,3,6
5552,1,3,3,2,0,4,1,1,0,1,4,4
5553,1,3,3,0,0,4,1,1,0,1,4,4
5554,1,3,3,0,0,4,1,1,0,1,4,4
5555,1,3,3,2,0,4,2,1,0,2,4,4
5556,1,3,3,2,0,4,2,1,0,2,4,4
5557,1,3,3,2,0,4,2,1,0,2,4,4
5558,1,3,3,2,0,4,2,1,0,2,4,4
5559,1,3,4,2,0,4,2,1,0,2,4,4
5560,1,3,4,2,0,4,2,1,0,2,4,4
5561,2,2,6,2,4,6,2,3,2,2,2,2
5562,2,2,6,2,4,6,2,3,2,2,2,2
5563,2,3,4,2,4,6,2,3,2,2,2,2
5564,2,3,4,2,0,4,2,3,2,2,2,2
5565,1,3,3,2,0,4,2,1,0,2,4,4
5566,1,3,4,2,0,4,2,1,0,2,4,4
5567,1,4,3,0,0,4,1,1,0,1,4,4
5568,1,4,3,0,0,4,1,4,0,1,1,4
5569,1,3,3,2,0,4,2,1,0,2,4,4
5570,1,3,3,2,0,4,2,1,0,2,4,4
5571,1,3,3,2,0,4,1,1,0,1,4,4
5572,1,3,3,2,0,4,2,1,0,1,4,4
5573,1,3,3,2,0,4,2,1,0,2,4,4
5574,1,3,3,2,0,4,2,1,0,2,4,4
5575,1,3,3,2,0,4,2,1,0,2,4,4
5576,1,3,3,2,0,4,2,1,0,1,4,4
5577,1,3,3,2,0,4,2,1,0,1,4,4
5578,1,3,3,2,0,4,2,1,0,2,4,4
5579,1,3,3,2,0,4,2,1,0,2,4,4
5580,1,3,3,2,0,4,2,1,0,2,4,4
5581,1,3,3,2,0,4,2,1,0,2,4,4
5582,1,3,3,2,0,4,2,1,0,2,4,4
5583,1,3,3,2,0,4,2,1,0,2,4,4
5584,1,3,4,2,0,4,2,1,0,2,4,4
5585,1,3,3,2,0,4,2,1,0,2,4,4
5586,1,3,3,2,0,4,2,1,0,2,4,4
5587,1,3,4,2,0,4,2,1,0,2,4,4
5588,2,2,6,2,4,6,2,3,2,2,2,2
5589,2,2,6,2,4,6,2,3,2,2,2,2
5590,2,2,6,2,4,6,2,3,2,2,2,2
5591,2,2,6,2,4,6,2,3,2,2,2,2
5592,2,2,4,2,4,6,2,3,2,2,2,2
5593,1,3,3,2,0,4,2,1,0,2,4,4
5594,1,3,3,2,0,4,2,1,0,2,4,4
5595,1,3,3,2,0,4,1,1,0,1,4,4
5596,1,3,3,2,0,4,1,1,0,1,4,4
5597,1,4,3,2,0,4,1,1,0,1,4,4
5598,1,4,3,2,0,4,1,1,0,1,4,4
5599,1,4,3,2,0,4,1,1,0,1,4,4
5600,1,3,3,2,0,4,2,1,0,2,4,4
5601,1,3,3,2,0,4,2,1,0,2,4,4
5602,1,3,3,2,0,4,2,1,0,2,4,4
5603,1,3,3,2,0,4,2,1,0,2,4,4
5604,1,3,3,2,0,4,2,1,0,2,4,4
5605,1,3,3,2,0,4,2,1,0,2,4,4
5606,1,3,4,2,0,4,2,3,2,2,2,2
5607,2,3,4,2,4,6,2,3,2,2,2,2
5608,2,3,4,2,4,6,2,3,2,2,2,2
5609,2,3,4,2,4,6,2,3,2,2,2,2
5610,2,3,4,2,4,6,2,3,2,2,2,2
5611,1,3,4,2,0,4,2,1,0,2,4,4
5612,2,2,4,2,4,6,2,3,2,2,2,2
5613,2,2,6,2,4,6,2,3,2,2,2,2
5614,2,2,4,2,4,6,2,3,2,2,2,2
5615,1,4,2,2,3,2,1,4,4,1,1,3
5616,2,2,4,2,4,6,2,3,2,2,2,2
5617,2,2,4,2,4,6,2,3,2,2,2,2
5618,2,3,4,2,0,4,2,3,2,2,2,2
5619,2,3,4,2,0,4,2,3,2,2,2,2
5620,2,3,4,2,4,6,2,3,2,2,2,2
5621,1,3,4,2,0,4,2,1,0,2,4,4
5622,1,3,4,2,0,4,2,1,0,2,4,4
5623,2,3,4,2,0,4,2,3,2,2,2,2
5624,2,2,4,2,4,6,2,3,2,2,2,2
5625,2,2,6,2,4,6,2,3,2,2,2,2
5626,2,2,4,2,4,6,2,3,2,2,2,2
5627,1,3,4,2,0,4,2,1,0,2,4,4
5628,2,3,4,2,0,4,2,1,0,2,4,4
5629,2,3,4,2,0,4,2,1,0,2,4,4
5630,2,3,4,2,0,4,2,1,0,2,4,4
5631,1,3,4,2,0,4,2,1,0,2,4,4
5632,1,3,3,2,0,4,2,1,0,2,4,4
5633,1,3,3,2,0,4,1,1,0,1,4,4
5634,1,3,3,2,0,4,1,1,0,1,4,4
5635,1,3,3,0,0,4,1,1,0,1,4,4
5636,1,3,3,2,0,4,2,1,0,2,4,4
5637,2,2,6,2,4,6,2,3,2,2,2,2
5638,2,2,6,2,4,6,2,3,2,2,2,2
5639,2,2,6,2,4,6,2,3,2,2,2,2
5640,2,2,6,2,4,6,2,3,2,2,2,2
5641,2,2,6,2,4,6,2,3,2,2,2,2
5642,2,2,6,2,4,6,2,3,2,2,2,2
5643,2,2,6,2,4,6,2,3,2,2,2,2
5644,2,3,4,2,0,4,2,3,2,2,2,2
5645,1,3,3,2,0,4,2,1,0,2,4,4
5646,1,0,5,0,2,5,1,0,3,1,3,6
5647,1,0,5,0,2,5,1,0,3,1,3,6
5648,1,0,5,0,2,5,1,0,3,1,3,6
5649,1,0,5,0,2,5,1,0,3,1,3,6
5650,1,0,5,0,2,5,1,0,3,1,3,6
5651,1,0,5,0,2,5,1,0,3,1,3,6
5652,1,0,5,0,2,5,1,0,3,1,3,6
5653,1,0,5,0,2,5,1,0,3,1,3,6
5654,2,0,5,0,2,3,1,0,3,1,3,6
5655,2,0,5,0,2,3,1,0,3,1,3,6
5656,2,0,5,0,2,3,1,0,3,1,3,6
5657,2,0,5,0,2,3,1,0,3,1,3,6
5658,2,0,5,0,2,3,1,0,3,1,3,6
5659,2,0,5,0,2,3,1,0,3,1,3,6
5660,1,0,5,0,2,3,1,0,3,1,3,6
5661,1,0,5,0,2,3,1,0,3,1,3,6
5662,1,0,5,0,2,3,1,0,3,1,3,6
5663,1,0,5,0,2,5,1,0,3,1,3,6
5664,1,0,5,0,2,3,1,0,3,1,3,6
5665,1,0,5,0,2,3,1,0,3,1,3,6
5666,1,0,5,0,2,3,1,0,3,1,3,6
5667,1,0,5,0,2,3,1,0,3,1,3,6
5668,1,0,5,0,2,3,1,0,3,1,3,6
5669,1,0,5,0,2,3,1,0,3,1,3,6
5670,1,0,5,0,2,3,1,0,3,1,3,6
5671,1,0,5,0,2,3,1,0,3,1,3,6
5672,1,0,5,0,2,3,1,0,3,1,3,6
5673,1,0,5,0,2,5,1,0,3,1,3,6
5674,1,0,5,0,2,5,1,0,3,1,3,6
5675,1,0,5,0,2,5,1,0,3,1,3,6
5676,1,0,5,0,2,5,1,0,3,1,3,6
5677,1,0,5,0,2,5,1,0,3,1,3,6
5678,1,0,5,0,2,5,1,0,3,1,3,6
5679,1,0,5,0,2,5,1,0,3,1,3,6
5680,1,0,5,0,2,5,1,0,3,1,3,6
5681,1,0,5,0,2,5,1,0,3,1,3,6
5682,1,0,5,0,2,5,1,0,3,1,3,6
5683,1,0,5,0,2,5,1,0,3,1,3,6
5684,1,0,5,0,2,5,1,0,3,1,3,6
5685,1,0,5,0,2,5,1,0,3,1,3,6
5686,1,0,5,0,2,5,1,0,3,1,3,6
5687,1,0,5,0,2,5,1,0,3,1,3,6
5688,1,0,5,0,2,5,1,0,3,1,3,6
5689,1,0,5,0,2,5,1,0,3,1,3,6
5690,1,4,2,2,3,2,1,4,4,1,1,3
5691,1,4,2,2,3,2,1,4,4,1,1,3
5692,1,4,2,2,3,2,1,4,4,1,1,3
5693,1,4,2,2,3,2,1,4,4,1,1,3
5694,1,4,2,2,3,2,1,4,4,1,1,3
5695,1,4,2,2,3,2,1,4,4,1,1,3
5696,1,4,2,2,3,2,1,4,4,1,1,3
5697,1,4,2,2,3,2,1,4,4,1,1,3
5698,1,4,2,2,3,2,1,4,4,1,1,3
5699,1,4,2,2,3,2,1,4,4,1,1,3
5700,1,4,2,2,3,2,1,4,4,1,1,3
5701,1,4,2,2,3,2,1,4,4,1,1,3
5702,1,4,2,2,3,2,1,4,4,1,1,3
5703,1,3,3,2,3,2,1,1,4,1,4,4
5704,1,3,3,2,0,4,1,1,0,1,4,4
5705,1,3,3,2,0,4,2,1,0,2,4,4
5706,1,3,3,2,0,4,1,1,0,1,4,4
5707,1,3,4,2,0,4,2,1,0,2,4,4
5708,1,3,4,2,0,4,2,1,0,2,4,4
5709,1,3,2,2,3,2,2,1,4,1,4,3
5710,1,3,2,2,3,2,2,1,4,1,4,3
5711,1,3,3,2,3,2,1,1,4,1,4,3
5712,1,3,3,2,0,4,1,1,0,1,4,4
5713,1,3,3,2,0,4,1,1,0,1,4,4
5714,1,3,3,2,0,4,1,1,0,1,4,4
5715,1,3,3,2,0,4,1,1,0,1,4,4
5716,1,3,3,2,0,4,1,1,0,1,4,4
5717,1,3,3,2,0,4,1,1,0,1,4,4
5718,1,0,3,0,0,4,1,1,0,1,3,6
5719,1,0,5,0,2,5,1,0,3,1,3,6
5720,1,0,5,0,2,5,1,0,3,1,3,6
5721,1,3,3,2,0,4,1,1,0,1,4,4
5722,1,3,3,0,0,4,1,1,0,1,4,4
5723,1,4,3,2,0,4,1,1,0,1,4,4
5724,1,3,3,2,0,4,2,1,0,2,4,4
5725,1,3,3,2,0,4,2,1,0,2,4,4
5726,1,3,4,2,0,4,2,1,0,2,4,4
5727,1,3,4,2,0,4,2,1,0,2,4,4
5728,1,3,4,2,0,4,2,1,0,2,4,4
5729,1,3,4,2,0,4,2,1,0,2,4,4
5730,2,2,4,2,4,6,2,3,2,2,2,2
5731,2,2,6,2,4,6,2,3,2,2,2,2
5732,2,3,4,2,4,6,2,3,2,2,2,2
5733,1,3,4,2,0,4,2,1,0,2,4,4
5734,1,3,3,2,0,4,2,1,0,2,4,4
5735,1,3,3,2,0,4,2,1,0,2,4,4
5736,1,3,3,2,0,4,1,1,0,1,4,4
5737,1,4,0,0,2,0,1,4,5,1,1,5
5738,1,3,3,2,0,4,1,1,0,1,4,4
5739,1,3,3,2,0,4,2,1,0,2,4,4
5740,1,3,3,2,0,4,2,1,0,1,4,4
5741,1,3,3,2,0,4,1,1,0,1,4,4
5742,1,3,3,2,0,4,2,1,0,1,4,4
5743,1,3,3,2,0,4,2,1,0,2,4,4
5744,1,3,3,2,0,4,2,1,0,2,4,4
5745,1,3,3,2,0,4,2,1,0,2,4,4
5746,1,3,3,2,0,4,2,1,0,2,4,4
5747,1,3,3,2,0,4,2,1,0,2,4,4
5748,1,3,3,2,0,4,2,1,0,2,4,4
5749,1,3,3,2,0,4,2,1,0,2,4,4
5750,1,3,3,2,0,4,2,1,0,2,4,4
5751,1,3,3,2,0,4,2,1,0,2,4,4
5752,1,3,3,2,0,4,2,1,0,2,4,4
5753,1,3,3,2,0,4,2,1,0,2,4,4
5754,1,3,4,2,0,4,2,1,0,2,4,4
5755,1,3,4,2,0,4,2,1,0,2,4,4
5756,1,3,4,2,0,4,2,1,0,2,4,4
5757,2,2,4,2,4,6,2,3,2,2,2,2
5758,2,2,6,2,4,6,2,3,2,2,2,2
5759,2,2,6,2,4,6,2,3,2,2,2,2
5760,2,2,6,2,4,6,2,3,2,2,2,2
5761,1,3,3,2,0,4,2,1,0,2,4,4
5762,1,3,3,2,0,4,2,1,0,2,4,4
5763,1,3,3,2,0,4,2,1,0,2,4,4
5764,1,3,3,2,0,4,1,1,0,1,4,4
5765,1,3,3,2,0,4,1,1,0,1,4,4
5766,1,3,3,2,0,4,1,1,0,1,4,4
5767,1,3,3,2,0,4,2,1,0,2,4,4
5768,1,4,3,2,0,4,2,1,0,2,4,4
5769,1,3,3,2,0,4,2,1,0,2,4,4
5770,1,3,3,2,0,4,2,1,0,2,4,4
5771,1,3,3,2,0,4,2,1,0,2,4,4
5772,1,3,3,2,0,4,2,1,0,2,4,4
5773,1,3,3,2,0,4,2,1,0,2,4,4
5774,2,3,4,2,0,4,2,3,2,2,2,2
5775,2,3,4,2,4,6,2,3,2,2,2,2
5776,2,3,4,2,0,6,2,3,2,2,2,2
5777,2,3,4,2,4,6,2,3,2,2,2,2
5778,2,3,4,2,4,6,2,3,2,2,2,2
5779,2,2,4,2,4,6,2,3,2,2,2,2
5780,2,2,4,2,4,6,2,3,2,2,2,2
5781,2,2,6,2,4,6,2,3,2,2,2,2
5782,2,2,4,2,4,6,2,3,2,2,2,2
5783,1,4,2,2,3,2,1,4,4,1,1,3
5784,1,4,2,2,3,2,1,4,4,1,1,3
5785,2,2,4,2,4,6,2,3,2,2,2,2
5786,2,2,4,2,4,6,2,3,2,2,2,2
5787,2,3,4,2,4,6,2,3,2,2,2,2
5788,2,2,4,2,4,6,2,3,2,2,2,2
5789,2,2,4,2,4,6,2,3,2,2,2,2
5790,2,2,6,2,4,6,2,3,2,2,2,2
5791,2,2,4,2,4,6,2,3,2,2,2,2
5792,2,2,4,2,4,6,2,3,2,2,2,2
5793,2,2,6,2,4,6,2,3,2,2,2,2
5794,2,2,6,2,4,6,2,3,2,2,2,2
5795,2,3,4,2,0,4,2,1,0,2,4,4
5796,2,3,4,2,0,4,2,1,0,2,4,4
5797,2,2,4,2,4,6,2,3,2,2,2,2
5798,2,3,4,2,0,4,2,1,0,2,4,4
5799,2,3,4,2,0,4,2,1,0,2,4,4
5800,2,3,4,2,4,6,2,3,2,2,2,2
5801,2,3,4,2,0,4,2,1,0,2,4,4
5802,2,3,4,2,4,6,2,3,2,2,2,2
5803,2,2,4,2,4,6,2,3,2,2,2,2
5804,2,2,4,2,4,6,2,3,2,2,2,2
5805,2,2,6,2,4,6,2,3,2,2,2,2
5806,2,2,4,2,4,6,2,3,2,2,2,2
5807,2,2,6,2,4,6,2,3,2,2,2,2
5808,2,2,6,2,4,6,2,3,2,2,2,2
5809,2,2,4,2,4,6,2,3,2,2,2,2
5810,2,2,6,2,4,6,2,3,2,2,2,2
5811,2,2,6,2,4,6,2,3,2,2,2,2
5812,2,2,4,2,4,6,2,3,2,2,2,2
