Algorithm,Date 1,Date 2,Date 3,Error,K,MAE,Mask,Pairs,Predicted Date,RMSE,R^2,Region,Type,W,correlation,method,signal
STARFM,20170710,20170912,,-0.002279536,6,0.031297001,Water and Building,,20170811,0.04569059,0.773184603,BGL,Masked,5,0.892291932,,Reflectance
STARFM,20170710,20170912,,0.000311066,8,0.023327532,Water and Building,,20170811,0.035533307,0.862820171,BGL,Masked,5,0.937023351,,NDVI
STARFM,20170710,20170912,,-0.002905985,8,0.029174294,Water and Building,,20170811,0.04424938,0.787267722,BGL,Masked,5,0.902849925,,Reflectance
STARFM,20170710,20170912,,0.000958855,4,0.028930553,Water and Building,,20170811,0.041368764,0.814063739,BGL,Masked,7,0.905387268,,NDVI
STARFM,20170710,20170912,,-0.001323652,4,0.036851945,Water and Building,,20170811,0.052149157,0.704529859,BGL,Masked,7,0.85079278,,Reflectance
STARFM,20170710,20170912,,0.000738652,6,0.024783086,Water and Building,,20170811,0.036752434,0.85324557,BGL,Masked,7,0.929996107,,NDVI
STARFM,20170710,20170912,,-0.002239311,6,0.032462817,Water and Building,,20170811,0.046890582,0.761114245,BGL,Masked,7,0.885662549,,Reflectance
STARFM,20170710,20170912,,0.000325643,8,0.023276727,Water and Building,,20170811,0.035334942,0.864347512,BGL,Masked,7,0.937421195,,NDVI
STARFM,20170710,20170912,,-0.00303655,8,0.029885918,Water and Building,,20170811,0.044892319,0.781040856,BGL,Masked,7,0.899399708,,Reflectance
STARFM,20170710,20170912,,0.001205278,4,0.029552266,Water and Building,,20170811,0.041695936,0.811111084,BGL,Masked,9,0.902874806,,NDVI
STARFM,20170710,20170912,,-0.001313983,4,0.038259941,Water and Building,,20170811,0.053417656,0.689980752,BGL,Masked,9,0.841161696,,Reflectance
STARFM,20170710,20170912,,0.000881954,6,0.024771509,Water and Building,,20170811,0.036476789,0.855438647,BGL,Masked,9,0.930347108,,NDVI
STARFM,20170710,20170912,,-0.002117654,6,0.033088353,Water and Building,,20170811,0.047244169,0.757497938,BGL,Masked,9,0.8826923,,Reflectance
STARFM,20170710,20170912,,0.000391387,8,0.023144233,Water and Building,,20170811,0.034940004,0.867362933,BGL,Masked,9,0.938380891,,NDVI
STARFM,20170710,20170912,,-0.003124893,8,0.030283752,Water and Building,,20170811,0.044966577,0.780315883,BGL,Masked,9,0.898185131,,Reflectance
STARFM,20170726,20170827,,-0.005575093,4,0.028957761,Water and Building,,20170811,0.037340603,0.929698774,Santar,Masked,3,0.965024868,,NDVI
STARFM,20170726,20170827,,-0.006214482,4,0.031078332,Water and Building,,20170811,0.040418295,0.917632437,Santar,Masked,3,0.959124815,,Reflectance
STARFM,20170726,20170827,,-0.005071872,6,0.02560981,Water and Building,,20170811,0.033212638,0.944383073,Santar,Masked,3,0.972493847,,NDVI
STARFM,20170726,20170827,,-0.00598579,6,0.026876407,Water and Building,,20170811,0.035068318,0.937994514,Santar,Masked,3,0.969719109,,Reflectance
STARFM,20170726,20170827,,-0.004967947,8,0.024175902,Water and Building,,20170811,0.031320856,0.950538475,Santar,Masked,3,0.975638663,,NDVI
STARFM,20170726,20170827,,-0.00602014,8,0.024815564,Water and Building,,20170811,0.032471301,0.946838205,Santar,Masked,3,0.974286742,,Reflectance
STARFM,20170726,20170827,,-0.005769361,4,0.032002986,Water and Building,,20170811,0.040938806,0.915497299,Santar,Masked,5,0.957663714,,NDVI
STARFM,20170726,20170827,,-0.006168792,4,0.03548998,Water and Building,,20170811,0.045901656,0.893767608,Santar,Masked,5,0.946490524,,Reflectance
STARFM,20170726,20170827,,-0.005159591,6,0.026889107,Water and Building,,20170811,0.034758064,0.939086803,Santar,Masked,5,0.969718319,,NDVI
STARFM,20170726,20170827,,-0.006080877,6,0.029171465,Water and Building,,20170811,0.037969529,0.927310669,Santar,Masked,5,0.964084869,,Reflectance
STARFM,20170726,20170827,,-0.005044747,8,0.024942363,Water and Building,,20170811,0.032271409,0.947490715,Santar,Masked,5,0.973998414,,NDVI
STARFM,20170726,20170827,,-0.006145127,8,0.026252977,Water and Building,,20170811,0.034360784,0.940471302,Santar,Masked,5,0.97090859,,Reflectance
STARFM,20170726,20170827,,-0.005769373,4,0.033030109,Water and Building,,20170811,0.042135896,0.910483166,Santar,Masked,7,0.955074697,,NDVI
STARFM,20170726,20170827,,-0.00616114,4,0.037585042,Water and Building,,20170811,0.048347154,0.882146612,Santar,Masked,7,0.940223907,,Reflectance
STARFM,20170726,20170827,,-0.005125557,6,0.027257986,Water and Building,,20170811,0.035074996,0.937970895,Santar,Masked,7,0.969118617,,NDVI
STARFM,20170726,20170827,,-0.006060841,6,0.029902339,Water and Building,,20170811,0.038775411,0.924192344,Santar,Masked,7,0.962312899,,Reflectance
STARFM,20170726,20170827,,-0.005021773,8,0.024968919,Water and Building,,20170811,0.032271388,0.947490783,Santar,Masked,7,0.973946577,,NDVI
STARFM,20170726,20170827,,-0.006089985,8,0.026590821,Water and Building,,20170811,0.034682732,0.939350552,Santar,Masked,7,0.97020275,,Reflectance
STARFM,20170726,20170827,,-0.005786725,4,0.033575605,Water and Building,,20170811,0.042817342,0.907564317,Santar,Masked,9,0.953603343,,NDVI
STARFM,20170726,20170827,,-0.006183372,4,0.038630095,Water and Building,,20170811,0.049532128,0.876298712,Santar,Masked,9,0.937049208,,Reflectance
STARFM,20170726,20170827,,-0.005171158,6,0.027426288,Water and Building,,20170811,0.035198279,0.937534085,Santar,Masked,9,0.968919881,,NDVI
STARFM,20170726,20170827,,-0.006138241,6,0.030346038,Water and Building,,20170811,0.039256153,0.922300948,Santar,Masked,9,0.961296426,,Reflectance
STARFM,20170726,20170827,,-0.005046132,8,0.024929514,Water and Building,,20170811,0.032203747,0.947710671,Santar,Masked,9,0.974056173,,NDVI
STARFM,20170726,20170827,,-0.006069529,8,0.026693994,Water and Building,,20170811,0.034762558,0.939071049,Santar,Masked,9,0.969994742,,Reflectance
STARFM,20170701,20170717,,0.009898773,4,0.036773849,Water and Building,,20170802,0.049775198,0.903208013,SCTSCL,Masked,3,0.953476996,,NDVI
STARFM,20170701,20170717,,0.006765482,4,0.036332951,Water and Building,,20170802,0.049793232,0.903137861,SCTSCL,Masked,3,0.952029596,,Reflectance
STARFM,20170701,20170717,,0.010091517,6,0.033935251,Water and Building,,20170802,0.046743582,0.914639413,SCTSCL,Masked,3,0.95971232,,NDVI
STARFM,20170701,20170717,,0.007318934,6,0.034016688,Water and Building,,20170802,0.047265275,0.912723404,SCTSCL,Masked,3,0.957422835,,Reflectance
STARFM,20170701,20170717,,0.010279791,8,0.032977899,Water and Building,,20170802,0.045804854,0.918033493,SCTSCL,Masked,3,0.961686178,,NDVI
STARFM,20170701,20170717,,0.007364903,8,0.03288701,Water and Building,,20170802,0.046098208,0.916980233,SCTSCL,Masked,3,0.959669224,,Reflectance
STARFM,20170701,20170717,,0.009545107,4,0.039266051,Water and Building,,20170802,0.052233649,0.89341057,SCTSCL,Masked,5,0.947982505,,NDVI
STARFM,20170701,20170717,,0.005991576,4,0.039280468,Water and Building,,20170802,0.052892099,0.890706326,SCTSCL,Masked,5,0.945140082,,Reflectance
STARFM,20170701,20170717,,0.009742431,6,0.034948467,Water and Building,,20170802,0.047624063,0.911393351,SCTSCL,Masked,5,0.957669166,,NDVI
STARFM,20170701,20170717,,0.006944068,6,0.035542367,Water and Building,,20170802,0.048664382,0.907479953,SCTSCL,Masked,5,0.954397889,,Reflectance
STARFM,20170701,20170717,,0.009924941,8,0.033439923,Water and Building,,20170802,0.046164801,0.916740202,SCTSCL,Masked,5,0.96064136,,NDVI
STARFM,20170701,20170717,,0.006880711,8,0.033589138,Water and Building,,20170802,0.046681442,0.914866216,SCTSCL,Masked,5,0.958247729,,Reflectance
STARFM,20170701,20170717,,0.009302903,4,0.040286018,Water and Building,,20170802,0.053137571,0.88968951,SCTSCL,Masked,7,0.945766859,,NDVI
STARFM,20170701,20170717,,0.005581897,4,0.040612335,Water and Building,,20170802,0.054222476,0.88513913,SCTSCL,Masked,7,0.941986588,,Reflectance
STARFM,20170701,20170717,,0.009559076,6,0.035173591,Water and Building,,20170802,0.047745931,0.91093929,SCTSCL,Masked,7,0.957195217,,NDVI
STARFM,20170701,20170717,,0.006690618,6,0.035990709,Water and Building,,20170802,0.049028196,0.906091428,SCTSCL,Masked,7,0.953471376,,Reflectance
STARFM,20170701,20170717,,0.009691127,8,0.033367911,Water and Building,,20170802,0.046067142,0.917092093,SCTSCL,Masked,7,0.960559819,,NDVI
STARFM,20170701,20170717,,0.006588083,8,0.033673006,Water and Building,,20170802,0.046653792,0.914967038,SCTSCL,Masked,7,0.95808486,,Reflectance
STARFM,20170701,20170717,,0.009195754,4,0.040695429,Water and Building,,20170802,0.053470412,0.888303264,SCTSCL,Masked,9,0.944864363,,NDVI
STARFM,20170701,20170717,,0.005386478,4,0.04129116,Water and Building,,20170802,0.054971846,0.881942372,SCTSCL,Masked,9,0.940171528,,Reflectance
STARFM,20170701,20170717,,0.009414319,6,0.03504539,Water and Building,,20170802,0.047490473,0.911889756,SCTSCL,Masked,9,0.957488725,,NDVI
STARFM,20170701,20170717,,0.006485162,6,0.036087313,Water and Building,,20170802,0.049098813,0.905820711,SCTSCL,Masked,9,0.953163545,,Reflectance
STARFM,20170701,20170717,,0.009542396,8,0.033068786,Water and Building,,20170802,0.04562658,0.918670286,SCTSCL,Masked,9,0.961162928,,NDVI
STARFM,20170701,20170717,,0.006409729,8,0.033514104,Water and Building,,20170802,0.046384906,0.915944377,SCTSCL,Masked,9,0.958429488,,Reflectance
ESTARFM,20170717,20170818,,0.00509859,4,0.061068363,Road and Building,,20170802,0.100844985,0.838284459,BenRib,Masked,3,0.939530254,,NDVI
ESTARFM,20170717,20170818,,0.004317856,4,0.060129277,Road and Building,,20170802,0.10416348,0.827466233,BenRib,Masked,3,0.931296325,,Reflectance
ESTARFM,20170717,20170818,,0.005046296,6,0.061587278,Road and Building,,20170802,0.102706941,0.832257645,BenRib,Masked,3,0.935793324,,NDVI
ESTARFM,20170717,20170818,,0.004749068,6,0.060100661,Road and Building,,20170802,0.103634311,0.829214783,BenRib,Masked,3,0.932935251,,Reflectance
ESTARFM,20170717,20170818,,0.006050493,8,0.062625033,Road and Building,,20170802,0.105019632,0.824618359,BenRib,Masked,3,0.9313834,,NDVI
ESTARFM,20170717,20170818,,0.005568555,8,0.060476064,Road and Building,,20170802,0.104249254,0.827181967,BenRib,Masked,3,0.93079033,,Reflectance
ESTARFM,20170717,20170818,,0.004397973,4,0.061764052,Road and Building,,20170802,0.101653844,0.835679875,BenRib,Masked,5,0.936946874,,NDVI
ESTARFM,20170717,20170818,,0.004466125,4,0.060512529,Road and Building,,20170802,0.104046334,0.827854089,BenRib,Masked,5,0.931083753,,Reflectance
ESTARFM,20170717,20170818,,0.004430679,6,0.06268224,Road and Building,,20170802,0.104636597,0.825895354,BenRib,Masked,5,0.931463196,,NDVI
ESTARFM,20170717,20170818,,0.005073535,6,0.060490716,Road and Building,,20170802,0.104128672,0.827581522,BenRib,Masked,5,0.93136287,,Reflectance
ESTARFM,20170717,20170818,,0.005740202,8,0.063676924,Road and Building,,20170802,0.106695544,0.818976186,BenRib,Masked,5,0.927484831,,NDVI
ESTARFM,20170717,20170818,,0.005947626,8,0.060960624,Road and Building,,20170802,0.104610332,0.825982748,BenRib,Masked,5,0.93006038,,Reflectance
ESTARFM,20170717,20170818,,0.003594312,4,0.062188518,Road and Building,,20170802,0.102210579,0.833875057,BenRib,Masked,7,0.935110186,,NDVI
ESTARFM,20170717,20170818,,0.004601925,4,0.060699672,Road and Building,,20170802,0.104211631,0.827306683,BenRib,Masked,7,0.930119417,,Reflectance
ESTARFM,20170717,20170818,,0.003955719,6,0.063296608,Road and Building,,20170802,0.105398833,0.82334955,BenRib,Masked,7,0.929577188,,NDVI
ESTARFM,20170717,20170818,,0.005101905,6,0.060832584,Road and Building,,20170802,0.104768316,0.825456745,BenRib,Masked,7,0.929624426,,Reflectance
ESTARFM,20170717,20170818,,0.005253859,8,0.064314464,Road and Building,,20170802,0.108006119,0.814501729,BenRib,Masked,7,0.924463725,,NDVI
ESTARFM,20170717,20170818,,0.005944375,8,0.061304442,Road and Building,,20170802,0.105374818,0.823430038,BenRib,Masked,7,0.928045399,,Reflectance
ESTARFM,20170717,20170818,,0.002850883,4,0.062300045,Road and Building,,20170802,0.102336682,0.833464891,BenRib,Masked,9,0.93378164,,NDVI
ESTARFM,20170717,20170818,,0.00461977,4,0.060834636,Road and Building,,20170802,0.104483919,0.826403064,BenRib,Masked,9,0.928909777,,Reflectance
ESTARFM,20170717,20170818,,0.003458848,6,0.063329541,Road and Building,,20170802,0.105435435,0.823226836,BenRib,Masked,9,0.928975692,,NDVI
ESTARFM,20170717,20170818,,0.004837206,6,0.061036697,Road and Building,,20170802,0.105499284,0.823012673,BenRib,Masked,9,0.927784617,,Reflectance
ESTARFM,20170717,20170818,,0.004775032,8,0.064815482,Road and Building,,20170802,0.108913194,0.811372881,BenRib,Masked,9,0.92196741,,NDVI
ESTARFM,20170717,20170818,,0.005768863,8,0.061497419,Road and Building,,20170802,0.10608472,0.821042947,BenRib,Masked,9,0.926195748,,Reflectance
ESTARFM,20170710,20170912,,-0.012709102,4,0.026231517,Road and Building,,20170811,0.049225727,0.932296585,BGL,Masked,3,0.970829032,,NDVI
ESTARFM,20170710,20170912,,-0.015821176,4,0.028910602,Road and Building,,20170811,0.056682302,0.910232058,BGL,Masked,3,0.961390143,,Reflectance
ESTARFM,20170710,20170912,,-0.01348805,6,0.02636407,Road and Building,,20170811,0.049140387,0.932531128,BGL,Masked,3,0.97107202,,NDVI
ESTARFM,20170710,20170912,,-0.015496367,6,0.02887019,Road and Building,,20170811,0.054007421,0.918504584,BGL,Masked,3,0.964648051,,Reflectance
ESTARFM,20170710,20170912,,-0.013192323,8,0.026023819,Road and Building,,20170811,0.048147393,0.935230304,BGL,Masked,3,0.972027941,,NDVI
ESTARFM,20170710,20170912,,-0.014887727,8,0.028938577,Road and Building,,20170811,0.054998779,0.915485273,BGL,Masked,3,0.962915729,,Reflectance
ESTARFM,20170710,20170912,,-0.012868219,4,0.026184717,Road and Building,,20170811,0.049474169,0.931611463,BGL,Masked,5,0.970576188,,NDVI
ESTARFM,20170710,20170912,,-0.015865756,4,0.029142884,Road and Building,,20170811,0.052869923,0.921901327,BGL,Masked,5,0.966725577,,Reflectance
ESTARFM,20170710,20170912,,-0.013591351,6,0.026483764,Road and Building,,20170811,0.049872024,0.930507125,BGL,Masked,5,0.970055544,,NDVI
ESTARFM,20170710,20170912,,-0.015413198,6,0.029091626,Road and Building,,20170811,0.051629932,0.92552176,BGL,Masked,5,0.967863398,,Reflectance
ESTARFM,20170710,20170912,,-0.013229368,8,0.026168852,Road and Building,,20170811,0.048788168,0.933494844,BGL,Masked,5,0.971013399,,NDVI
ESTARFM,20170710,20170912,,-0.014800725,8,0.029045834,Road and Building,,20170811,0.051321807,0.926408073,BGL,Masked,5,0.967907202,,Reflectance
ESTARFM,20170710,20170912,,-0.012845196,4,0.026342251,Road and Building,,20170811,0.050193927,0.929607134,BGL,Masked,7,0.969697258,,NDVI
ESTARFM,20170710,20170912,,-0.015855622,4,0.029350631,Road and Building,,20170811,0.053325316,0.920550134,BGL,Masked,7,0.96615646,,Reflectance
ESTARFM,20170710,20170912,,-0.013603779,6,0.026569602,Road and Building,,20170811,0.050329191,0.929227228,BGL,Masked,7,0.969462133,,NDVI
ESTARFM,20170710,20170912,,-0.015423049,6,0.029302841,Road and Building,,20170811,0.051946281,0.924606271,BGL,Masked,7,0.967526828,,Reflectance
ESTARFM,20170710,20170912,,-0.01328824,8,0.026315796,Road and Building,,20170811,0.049411745,0.931783931,BGL,Masked,7,0.970230557,,NDVI
ESTARFM,20170710,20170912,,-0.014561535,8,0.029180392,Road and Building,,20170811,0.051497468,0.925903438,BGL,Masked,7,0.967633736,,Reflectance
ESTARFM,20170710,20170912,,-0.012831285,4,0.026565425,Road and Building,,20170811,0.05143877,0.926072255,BGL,Masked,9,0.968127334,,NDVI
ESTARFM,20170710,20170912,,-0.015498025,4,0.02915902,Road and Building,,20170811,0.053122615,0.921152996,BGL,Masked,9,0.966410146,,Reflectance
ESTARFM,20170710,20170912,,-0.01363144,6,0.026714032,Road and Building,,20170811,0.051100504,0.927041371,BGL,Masked,9,0.968524034,,NDVI
ESTARFM,20170710,20170912,,-0.015126535,6,0.029389425,Road and Building,,20170811,0.052509577,0.922962294,BGL,Masked,9,0.966768957,,Reflectance
ESTARFM,20170710,20170912,,-0.013423872,8,0.026461023,Road and Building,,20170811,0.049930709,0.93034348,BGL,Masked,9,0.969654899,,NDVI
ESTARFM,20170710,20170912,,-0.014210164,8,0.029296667,Road and Building,,20170811,0.052309176,0.923549196,BGL,Masked,9,0.9664344,,Reflectance
ESTARFM,20170726,20170827,,-0.013645049,4,0.020241607,Road and Building,,20170811,0.026601204,0.961870761,Santar,Masked,3,0.985798676,,NDVI
ESTARFM,20170726,20170827,,-0.013247218,4,0.020589343,Road and Building,,20170811,0.036176967,0.929478773,Santar,Masked,3,0.9697,,Reflectance
ESTARFM,20170726,20170827,,-0.013580848,6,0.020189742,Road and Building,,20170811,0.026569475,0.961961665,Santar,Masked,3,0.98580127,,NDVI
ESTARFM,20170726,20170827,,-0.012800751,6,0.020997076,Road and Building,,20170811,0.04160686,0.906720663,Santar,Masked,3,0.961526197,,Reflectance
ESTARFM,20170726,20170827,,-0.013559705,8,0.020337819,Road and Building,,20170811,0.026838554,0.961187305,Santar,Masked,3,0.985382978,,NDVI
ESTARFM,20170726,20170827,,-0.013138711,8,0.021088994,Road and Building,,20170811,0.040657363,0.910929481,Santar,Masked,3,0.961551516,,Reflectance
ESTARFM,20170726,20170827,,-0.013674591,4,0.020237602,Road and Building,,20170811,0.026724798,0.961515625,Santar,Masked,5,0.98564851,,NDVI
ESTARFM,20170726,20170827,,-0.013328157,4,0.020130864,Road and Building,,20170811,0.026526164,0.962085574,Santar,Masked,5,0.985721075,,Reflectance
ESTARFM,20170726,20170827,,-0.013474456,6,0.020292485,Road and Building,,20170811,0.026772895,0.96137698,Santar,Masked,5,0.985417571,,NDVI
ESTARFM,20170726,20170827,,-0.012980895,6,0.020537824,Road and Building,,20170811,0.03293338,0.941557583,Santar,Masked,5,0.975312142,,Reflectance
ESTARFM,20170726,20170827,,-0.013570463,8,0.020311125,Road and Building,,20170811,0.026871111,0.961093084,Santar,Masked,5,0.985351608,,NDVI
ESTARFM,20170726,20170827,,-0.013242924,8,0.020681395,Road and Building,,20170811,0.032983658,0.941379002,Santar,Masked,5,0.975464081,,Reflectance
ESTARFM,20170726,20170827,,-0.013682806,4,0.020172806,Road and Building,,20170811,0.026654568,0.961717625,Santar,Masked,7,0.985753332,,NDVI
ESTARFM,20170726,20170827,,-0.013074078,4,0.020217419,Road and Building,,20170811,0.029942811,0.95168959,Santar,Masked,7,0.980379341,,Reflectance
ESTARFM,20170726,20170827,,-0.013484327,6,0.020299656,Road and Building,,20170811,0.026826973,0.961220794,Santar,Masked,7,0.985337354,,NDVI
ESTARFM,20170726,20170827,,-0.013236308,6,0.020282013,Road and Building,,20170811,0.026567838,0.961966352,Santar,Masked,7,0.985574129,,Reflectance
ESTARFM,20170726,20170827,,-0.013524983,8,0.020295049,Road and Building,,20170811,0.026798173,0.961304012,Santar,Masked,7,0.985419729,,NDVI
ESTARFM,20170726,20170827,,-0.013402748,8,0.020410858,Road and Building,,20170811,0.027265159,0.959943626,Santar,Masked,7,0.984680157,,Reflectance
ESTARFM,20170726,20170827,,-0.013637384,4,0.020156746,Road and Building,,20170811,0.026667708,0.961679873,Santar,Masked,9,0.985664845,,NDVI
ESTARFM,20170726,20170827,,-0.013204959,4,0.020016013,Road and Building,,20170811,0.026149815,0.963153791,Santar,Masked,9,0.986158535,,Reflectance
ESTARFM,20170726,20170827,,-0.013409535,6,0.020238344,Road and Building,,20170811,0.02673093,0.961497963,Santar,Masked,9,0.985397499,,NDVI
ESTARFM,20170726,20170827,,-0.013156978,6,0.020262783,Road and Building,,20170811,0.026688942,0.961618823,Santar,Masked,9,0.985340584,,Reflectance
ESTARFM,20170726,20170827,,-0.01354717,8,0.020302261,Road and Building,,20170811,0.026952682,0.960856511,Santar,Masked,9,0.985193249,,NDVI
ESTARFM,20170726,20170827,,-0.013301537,8,0.020362515,Road and Building,,20170811,0.0272654,0.959942918,Santar,Masked,9,0.984590325,,Reflectance
ESTARFM,20170717,20170919,,0.020619641,4,0.027160945,Road and Building,,20170802,0.036246921,0.948868179,SCTSCL,Masked,3,0.983423474,,NDVI
ESTARFM,20170717,20170919,,0.019791554,4,0.026617716,Road and Building,,20170802,0.037676102,0.944756531,SCTSCL,Masked,3,0.980197003,,Reflectance
ESTARFM,20170717,20170919,,0.02025428,6,0.026909025,Road and Building,,20170802,0.03584058,0.950008166,SCTSCL,Masked,3,0.983720483,,NDVI
ESTARFM,20170717,20170919,,0.020735867,6,0.02739067,Road and Building,,20170802,0.045781551,0.918430081,SCTSCL,Masked,3,0.96703306,,Reflectance
ESTARFM,20170717,20170919,,0.019891168,8,0.026830651,Road and Building,,20170802,0.035884951,0.949884306,SCTSCL,Masked,3,0.983432494,,NDVI
ESTARFM,20170717,20170919,,0.020467117,8,0.027288139,Road and Building,,20170802,0.04710541,0.913644383,SCTSCL,Masked,3,0.964365127,,Reflectance
ESTARFM,20170717,20170919,,0.020721184,4,0.027345626,Road and Building,,20170802,0.036848458,0.947156977,SCTSCL,Masked,5,0.982614879,,NDVI
ESTARFM,20170717,20170919,,0.020114947,4,0.026667872,Road and Building,,20170802,0.03654929,0.948011546,SCTSCL,Masked,5,0.982269407,,Reflectance
ESTARFM,20170717,20170919,,0.020334478,6,0.027091247,Road and Building,,20170802,0.036360005,0.948548635,SCTSCL,Masked,5,0.983037109,,NDVI
ESTARFM,20170717,20170919,,0.020867981,6,0.027364243,Road and Building,,20170802,0.039488204,0.939314662,SCTSCL,Masked,5,0.978186274,,Reflectance
ESTARFM,20170717,20170919,,0.01997716,8,0.026961811,Road and Building,,20170802,0.036228626,0.948919782,SCTSCL,Masked,5,0.983015963,,NDVI
ESTARFM,20170717,20170919,,0.020309532,8,0.026938539,Road and Building,,20170802,0.038943015,0.940978783,SCTSCL,Masked,5,0.978610976,,Reflectance
ESTARFM,20170717,20170919,,0.020896595,4,0.027528231,Road and Building,,20170802,0.037278045,0.945917684,SCTSCL,Masked,7,0.982111257,,NDVI
ESTARFM,20170717,20170919,,0.020287817,4,0.026754717,Road and Building,,20170802,0.035333975,0.951411441,SCTSCL,Masked,7,0.984266435,,Reflectance
ESTARFM,20170717,20170919,,0.020419666,6,0.027177454,Road and Building,,20170802,0.036547683,0.948016117,SCTSCL,Masked,7,0.982835574,,NDVI
ESTARFM,20170717,20170919,,0.020924787,6,0.027379088,Road and Building,,20170802,0.03607512,0.949351733,SCTSCL,Masked,7,0.98363991,,Reflectance
ESTARFM,20170717,20170919,,0.020047788,8,0.027087946,Road and Building,,20170802,0.03645403,0.948282192,SCTSCL,Masked,7,0.98274207,,NDVI
ESTARFM,20170717,20170919,,0.020294441,8,0.026850845,Road and Building,,20170802,0.035173534,0.951851692,SCTSCL,Masked,7,0.984453548,,Reflectance
ESTARFM,20170717,20170919,,0.02094852,4,0.02754694,Road and Building,,20170802,0.037408495,0.945538514,SCTSCL,Masked,9,0.981934029,,NDVI
ESTARFM,20170717,20170919,,0.020459148,4,0.026875362,Road and Building,,20170802,0.035629295,0.950595846,SCTSCL,Masked,9,0.983997545,,Reflectance
ESTARFM,20170717,20170919,,0.020441814,6,0.027181763,Road and Building,,20170802,0.036725847,0.947508056,SCTSCL,Masked,9,0.982563492,,NDVI
ESTARFM,20170717,20170919,,0.02103379,6,0.027395193,Road and Building,,20170802,0.036013934,0.949523394,SCTSCL,Masked,9,0.983811357,,Reflectance
ESTARFM,20170717,20170919,,0.020217589,8,0.027175442,Road and Building,,20170802,0.036682208,0.947632727,SCTSCL,Masked,9,0.982526234,,NDVI
ESTARFM,20170717,20170919,,0.020430988,8,0.026935505,Road and Building,,20170802,0.035329681,0.95142325,SCTSCL,Masked,9,0.984321967,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.003304505,4,0.067579362,Road and Building,,20170802,0.118486805,0.77675429,BenRib,Masked,3,0.900228171,,NDVI
ESTARFM,20170717,20170818,20170919,0.021939436,4,0.073681122,Road and Building,,20170802,0.114545161,0.791360449,BenRib,Masked,3,0.912945737,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.0024078,6,0.068433891,Road and Building,,20170802,0.120224142,0.770159521,BenRib,Masked,3,0.896610677,,NDVI
ESTARFM,20170717,20170818,20170919,0.022944474,6,0.073562565,Road and Building,,20170802,0.113698977,0.794431645,BenRib,Masked,3,0.915884099,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.000851437,8,0.069111268,Road and Building,,20170802,0.121441282,0.765482189,BenRib,Masked,3,0.894166696,,NDVI
ESTARFM,20170717,20170818,20170919,0.02426414,8,0.074209172,Road and Building,,20170802,0.11463471,0.791034102,BenRib,Masked,3,0.91489225,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.004554456,4,0.067664361,Road and Building,,20170802,0.118236268,0.777697384,BenRib,Masked,5,0.900977555,,NDVI
ESTARFM,20170717,20170818,20170919,0.022104859,4,0.074095203,Road and Building,,20170802,0.114862799,0.790201714,BenRib,Masked,5,0.911825556,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.003223815,6,0.068953575,Road and Building,,20170802,0.121052403,0.76698173,BenRib,Masked,5,0.895004867,,NDVI
ESTARFM,20170717,20170818,20170919,0.023514916,6,0.074065874,Road and Building,,20170802,0.114208606,0.792584693,BenRib,Masked,5,0.915066212,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.001249839,8,0.06972977,Road and Building,,20170802,0.122476436,0.761467134,BenRib,Masked,5,0.892055693,,NDVI
ESTARFM,20170717,20170818,20170919,0.025114272,8,0.074925898,Road and Building,,20170802,0.115524763,0.787776575,BenRib,Masked,5,0.91320637,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.006033234,4,0.067366375,Road and Building,,20170802,0.117757852,0.779492738,BenRib,Masked,7,0.902005124,,NDVI
ESTARFM,20170717,20170818,20170919,0.022007918,4,0.074152338,Road and Building,,20170802,0.114710074,0.790759252,BenRib,Masked,7,0.911717898,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.004462075,6,0.069002397,Road and Building,,20170802,0.121047621,0.767000141,BenRib,Masked,7,0.895254552,,NDVI
ESTARFM,20170717,20170818,20170919,0.023536959,6,0.074326843,Road and Building,,20170802,0.114493614,0.791548189,BenRib,Masked,7,0.914500085,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.002175583,8,0.069809346,Road and Building,,20170802,0.122783385,0.76027002,BenRib,Masked,7,0.891522334,,NDVI
ESTARFM,20170717,20170818,20170919,0.025111562,8,0.075216092,Road and Building,,20170802,0.115872708,0.786496275,BenRib,Masked,7,0.912407641,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.007668063,4,0.066905973,Road and Building,,20170802,0.117257418,0.781362928,BenRib,Masked,9,0.902972969,,NDVI
ESTARFM,20170717,20170818,20170919,0.021754057,4,0.07429621,Road and Building,,20170802,0.114655507,0.790958274,BenRib,Masked,9,0.911392114,,Reflectance
ESTARFM,20170717,20170818,20170919,-0.005872312,6,0.068735183,Road and Building,,20170802,0.12066478,0.768471641,BenRib,Masked,9,0.896247796,,NDVI
ESTARFM,20170717,20170818,20170919,0.023219621,6,0.074520193,Road and Building,,20170802,0.114786536,0.790480211,BenRib,Masked,9,0.913614025,,Reflectance
