Algorithm,Date 1,Date 2,Date 3,Error,K,MAE,Mask,Pairs,Predicted Date,RMSE,R^2,Region,Type,W,correlation,method,signal
Estair,,,,0.015532076,6,0.080175187,Road and Building,4,20170811,0.102880084,0.803888073,BGL,Masked,5,0.962218868,,NDVI
Estair,,,,0.015765724,8,0.080486291,Road and Building,4,20170811,0.103169269,0.800835429,BGL,Masked,5,0.960944525,,NDVI
Estair,,,,0.014895748,4,0.07962849,Road and Building,4,20170811,0.102582806,0.806899799,BGL,Masked,7,0.96279104,,NDVI
Estair,,,,0.015395216,6,0.080230128,Road and Building,4,20170811,0.103067598,0.803223109,BGL,Masked,7,0.961776056,,NDVI
Estair,,,,0.015656833,8,0.080548344,Road and Building,4,20170811,0.103383657,0.800149374,BGL,Masked,7,0.960278781,,NDVI
Estair,,,,0.014702314,4,0.07950379,Road and Building,4,20170811,0.10253089,0.80698043,BGL,Masked,9,0.962800724,,NDVI
Estair,,,,0.015276796,6,0.080174611,Road and Building,4,20170811,0.10303434,0.803317583,BGL,Masked,9,0.96132883,,NDVI
Estair,,,,0.015635838,8,0.080566095,Road and Building,4,20170811,0.10339145,0.799821674,BGL,Masked,9,0.959677202,,NDVI
Estair,,,,-0.11499799,4,0.139072528,Road and Building,5,20170811,0.246937948,0.953806191,Santar,Masked,3,0.979652867,,NDVI
Estair,,,,-0.115057461,6,0.139115468,Road and Building,5,20170811,0.24689872,0.95372537,Santar,Masked,3,0.979552419,,NDVI
Estair,,,,-0.114917326,8,0.139055252,Road and Building,5,20170811,0.246845914,0.953455417,Santar,Masked,3,0.979540029,,NDVI
Estair,,,,-0.115136402,4,0.138972084,Road and Building,5,20170811,0.246928742,0.954260269,Santar,Masked,5,0.979700879,,NDVI
Estair,,,,-0.115222853,6,0.139024503,Road and Building,5,20170811,0.246904179,0.954029388,Santar,Masked,5,0.979515453,,NDVI
Estair,,,,-0.11504044,8,0.138952012,Road and Building,5,20170811,0.246826446,0.953878322,Santar,Masked,5,0.979458176,,NDVI
Estair,,,,-0.115366053,4,0.138834936,Road and Building,5,20170811,0.246961408,0.955015797,Santar,Masked,7,0.979979993,,NDVI
Estair,,,,-0.115529012,6,0.138886195,Road and Building,5,20170811,0.247070474,0.95499192,Santar,Masked,7,0.979864917,,NDVI
Estair,,,,-0.115396461,8,0.138808501,Road and Building,5,20170811,0.246943179,0.955015575,Santar,Masked,7,0.979801273,,NDVI
Estair,,,,-0.115738271,4,0.13867792,Road and Building,5,20170811,0.247062624,0.956278445,Santar,Masked,9,0.980292895,,NDVI
Estair,,,,-0.115916534,6,0.138716428,Road and Building,5,20170811,0.247199161,0.956233748,Santar,Masked,9,0.980218237,,NDVI
Estair,,,,-0.115798865,8,0.138648792,Road and Building,5,20170811,0.247054059,0.956086786,Santar,Masked,9,0.980271157,,NDVI
Estair,,,,-0.1016711,4,0.162280737,Road and Building,2,20170802,0.289434591,0.915132822,SCTSCL,Masked,3,0.9853324,,NDVI
Estair,,,,-0.101629431,6,0.162307913,Road and Building,2,20170802,0.289424693,0.914740207,SCTSCL,Masked,3,0.985207561,,NDVI
Estair,,,,-0.101693271,8,0.162356985,Road and Building,2,20170802,0.289496914,0.914798902,SCTSCL,Masked,3,0.985149147,,NDVI
Estair,,,,-0.101563302,4,0.162251916,Road and Building,2,20170802,0.2893363,0.914977106,SCTSCL,Masked,5,0.985380987,,NDVI
Estair,,,,-0.101527457,6,0.162263753,Road and Building,2,20170802,0.289343414,0.914847624,SCTSCL,Masked,5,0.985349307,,NDVI
Estair,,,,-0.101600682,8,0.162269549,Road and Building,2,20170802,0.289392454,0.914940367,SCTSCL,Masked,5,0.985279782,,NDVI
Estair,,,,-0.101505648,4,0.162186817,Road and Building,2,20170802,0.289234699,0.914947924,SCTSCL,Masked,7,0.985420324,,NDVI
Estair,,,,-0.101468895,6,0.162210329,Road and Building,2,20170802,0.289249935,0.914808223,SCTSCL,Masked,7,0.985441699,,NDVI
Estair,,,,-0.101570348,8,0.1621742,Road and Building,2,20170802,0.289269699,0.915043128,SCTSCL,Masked,7,0.985344292,,NDVI
Estair,,,,-0.101508041,4,0.162150408,Road and Building,2,20170802,0.289207231,0.915009145,SCTSCL,Masked,9,0.985466302,,NDVI
Estair,,,,-0.101477072,6,0.1621641,Road and Building,2,20170802,0.289225684,0.914919909,SCTSCL,Masked,9,0.985493097,,NDVI
Estair,,,,-0.101560908,8,0.162116412,Road and Building,2,20170802,0.289216263,0.915078996,SCTSCL,Masked,9,0.98542106,,NDVI
stair,,,,-0.077287247,,0.137073125,Road and Building,2,20170802,0.208259282,0.718925885,BenRib,Masked,,0.872576272,global,NDVI
stair,,,,-0.019802605,,0.079043828,Road and Building,4,20170811,0.134964994,0.610228098,BGL,Masked,,0.822965387,global,NDVI
stair,,,,-0.147386904,,0.163438418,Road and Building,5,20170811,0.265400473,0.863400588,Santar,Masked,,0.945164143,global,NDVI
stair,,,,-0.163354204,,0.185545484,Road and Building,2,20170802,0.323530691,0.837509447,SCTSCL,Masked,,0.92945442,global,NDVI
Estair,,,,-0.012911385,4,0.114577327,All,2,20170802,0.176407069,0.843194278,BenRib,Masked,3,0.942110046,,NDVI
Estair,,,,-0.012652547,6,0.114576316,All,2,20170802,0.176526615,0.842154362,BenRib,Masked,3,0.941858299,,NDVI
Estair,,,,-0.01221533,8,0.114716976,All,2,20170802,0.176395242,0.84205471,BenRib,Masked,3,0.942171497,,NDVI
Estair,,,,-0.01318352,4,0.114846045,All,2,20170802,0.176751832,0.841509662,BenRib,Masked,5,0.940865434,,NDVI
Estair,,,,-0.012878389,6,0.11482243,All,2,20170802,0.176840035,0.840523495,BenRib,Masked,5,0.940720544,,NDVI
Estair,,,,-0.012334458,8,0.115064037,All,2,20170802,0.176746288,0.840406139,BenRib,Masked,5,0.941049045,,NDVI
Estair,,,,-0.0135207,4,0.114935519,All,2,20170802,0.176992445,0.840618633,BenRib,Masked,7,0.940024711,,NDVI
Estair,,,,-0.013198739,6,0.114950227,All,2,20170802,0.177180833,0.839638111,BenRib,Masked,7,0.939796321,,NDVI
Estair,,,,-0.012542865,8,0.115207586,All,2,20170802,0.176990487,0.839655022,BenRib,Masked,7,0.940274893,,NDVI
Estair,,,,-0.013877029,4,0.114970298,All,2,20170802,0.177172072,0.840267534,BenRib,Masked,9,0.939331268,,NDVI
Estair,,,,-0.013572388,6,0.114939843,All,2,20170802,0.177375982,0.839505258,BenRib,Masked,9,0.939088628,,NDVI
Estair,,,,-0.012815794,8,0.115282922,All,2,20170802,0.17719091,0.839375528,BenRib,Masked,9,0.939607214,,NDVI
Estair,,,,0.031302597,4,0.084663083,All,4,20170811,0.112555137,0.805697255,BGL,Masked,3,0.963159501,,NDVI
Estair,,,,0.031554881,6,0.084944725,All,4,20170811,0.112721013,0.803848773,BGL,Masked,3,0.962704566,,NDVI
Estair,,,,0.031677548,8,0.085038997,All,4,20170811,0.112656609,0.802237507,BGL,Masked,3,0.96202499,,NDVI
Estair,,,,0.030937992,4,0.084532671,All,4,20170811,0.112668265,0.806570172,BGL,Masked,5,0.962905671,,NDVI
Estair,,,,0.031301673,6,0.084906495,All,4,20170811,0.112808478,0.803888073,BGL,Masked,5,0.962218868,,NDVI
Estair,,,,0.031535321,8,0.085102084,All,4,20170811,0.112798385,0.800835429,BGL,Masked,5,0.960944525,,NDVI
Estair,,,,0.030665345,4,0.084444699,All,4,20170811,0.112676448,0.806899799,BGL,Masked,7,0.96279104,,NDVI
Estair,,,,0.031164813,6,0.084938814,All,4,20170811,0.112917952,0.803223109,BGL,Masked,7,0.961776056,,NDVI
Estair,,,,0.03142643,8,0.085158573,All,4,20170811,0.112960367,0.800149374,BGL,Masked,7,0.960278781,,NDVI
Estair,,,,0.030471911,4,0.084407136,All,4,20170811,0.112704851,0.80698043,BGL,Masked,9,0.962800724,,NDVI
Estair,,,,0.031046393,6,0.08489273,All,4,20170811,0.112911939,0.803317583,BGL,Masked,9,0.96132883,,NDVI
Estair,,,,0.031405436,8,0.08521315,All,4,20170811,0.112992517,0.799821674,BGL,Masked,9,0.959677202,,NDVI
Estair,,,,-0.11499799,4,0.139072528,All,5,20170811,0.246937948,0.953806191,Santar,Masked,3,0.979652867,,NDVI
Estair,,,,-0.115057461,6,0.139115468,All,5,20170811,0.24689872,0.95372537,Santar,Masked,3,0.979552419,,NDVI
Estair,,,,-0.114917326,8,0.139055252,All,5,20170811,0.246845914,0.953455417,Santar,Masked,3,0.979540029,,NDVI
Estair,,,,-0.115136402,4,0.138972084,All,5,20170811,0.246928742,0.954260269,Santar,Masked,5,0.979700879,,NDVI
Estair,,,,-0.115222853,6,0.139024503,All,5,20170811,0.246904179,0.954029388,Santar,Masked,5,0.979515453,,NDVI
Estair,,,,-0.11504044,8,0.138952012,All,5,20170811,0.246826446,0.953878322,Santar,Masked,5,0.979458176,,NDVI
Estair,,,,-0.115366053,4,0.138834936,All,5,20170811,0.246961408,0.955015797,Santar,Masked,7,0.979979993,,NDVI
Estair,,,,-0.115529012,6,0.138886195,All,5,20170811,0.247070474,0.95499192,Santar,Masked,7,0.979864917,,NDVI
Estair,,,,-0.115396461,8,0.138808501,All,5,20170811,0.246943179,0.955015575,Santar,Masked,7,0.979801273,,NDVI
Estair,,,,-0.115738271,4,0.13867792,All,5,20170811,0.247062624,0.956278445,Santar,Masked,9,0.980292895,,NDVI
Estair,,,,-0.115916534,6,0.138716428,All,5,20170811,0.247199161,0.956233748,Santar,Masked,9,0.980218237,,NDVI
Estair,,,,-0.115798865,8,0.138648792,All,5,20170811,0.247054059,0.956086786,Santar,Masked,9,0.980271157,,NDVI
Estair,,,,-0.1016711,4,0.162280737,All,2,20170802,0.289434591,0.915132822,SCTSCL,Masked,3,0.9853324,,NDVI
Estair,,,,-0.101629431,6,0.162307913,All,2,20170802,0.289424693,0.914740207,SCTSCL,Masked,3,0.985207561,,NDVI
Estair,,,,-0.101693271,8,0.162356985,All,2,20170802,0.289496914,0.914798902,SCTSCL,Masked,3,0.985149147,,NDVI
Estair,,,,-0.101563302,4,0.162251916,All,2,20170802,0.2893363,0.914977106,SCTSCL,Masked,5,0.985380987,,NDVI
Estair,,,,-0.101527457,6,0.162263753,All,2,20170802,0.289343414,0.914847624,SCTSCL,Masked,5,0.985349307,,NDVI
Estair,,,,-0.101600682,8,0.162269549,All,2,20170802,0.289392454,0.914940367,SCTSCL,Masked,5,0.985279782,,NDVI
Estair,,,,-0.101505648,4,0.162186817,All,2,20170802,0.289234699,0.914947924,SCTSCL,Masked,7,0.985420324,,NDVI
Estair,,,,-0.101468895,6,0.162210329,All,2,20170802,0.289249935,0.914808223,SCTSCL,Masked,7,0.985441699,,NDVI
Estair,,,,-0.101570348,8,0.1621742,All,2,20170802,0.289269699,0.915043128,SCTSCL,Masked,7,0.985344292,,NDVI
Estair,,,,-0.101508041,4,0.162150408,All,2,20170802,0.289207231,0.915009145,SCTSCL,Masked,9,0.985466302,,NDVI
Estair,,,,-0.101477072,6,0.1621641,All,2,20170802,0.289225684,0.914919909,SCTSCL,Masked,9,0.985493097,,NDVI
Estair,,,,-0.101560908,8,0.162116412,All,2,20170802,0.289216263,0.915078996,SCTSCL,Masked,9,0.98542106,,NDVI
stair,,,,-0.079606118,,0.139062718,All,2,20170802,0.211186074,0.718925885,BenRib,Masked,,0.872576272,global,NDVI
stair,,,,-0.004033008,,0.068399861,All,4,20170811,0.103571406,0.610228098,BGL,Masked,,0.822965387,global,NDVI
stair,,,,-0.147386904,,0.163438418,All,5,20170811,0.265400473,0.863400588,Santar,Masked,,0.945164143,global,NDVI
stair,,,,-0.163354204,,0.185545484,All,2,20170802,0.323530691,0.837509447,SCTSCL,Masked,,0.92945442,global,NDVI
Estair,,,,0.042810905,4,0.071532351,Building,2,20170802,0.097474799,0.843194278,BenRib,Masked,3,0.942110046,,NDVI
Estair,,,,0.043069743,6,0.071571884,Building,2,20170802,0.097797485,0.842154362,BenRib,Masked,3,0.941858299,,NDVI
Estair,,,,0.04350696,8,0.071775609,Building,2,20170802,0.097828351,0.84205471,BenRib,Masked,3,0.942171497,,NDVI
Estair,,,,0.04253877,4,0.071792543,Building,2,20170802,0.097997002,0.841509662,BenRib,Masked,5,0.940865434,,NDVI
Estair,,,,0.042843901,6,0.071765286,Building,2,20170802,0.09830141,0.840523495,BenRib,Masked,5,0.940720544,,NDVI
Estair,,,,0.043387832,8,0.072094086,Building,2,20170802,0.098337573,0.840406139,BenRib,Masked,5,0.941049045,,NDVI
Estair,,,,0.04220159,4,0.071847194,Building,2,20170802,0.098272084,0.840618633,BenRib,Masked,7,0.940024711,,NDVI
Estair,,,,0.042523551,6,0.07179476,Building,2,20170802,0.098573908,0.839638111,BenRib,Masked,7,0.939796321,,NDVI
Estair,,,,0.043179425,8,0.072193292,Building,2,20170802,0.09856871,0.839655022,BenRib,Masked,7,0.940274893,,NDVI
Estair,,,,0.041845261,4,0.071844613,Building,2,20170802,0.098380266,0.840267534,BenRib,Masked,9,0.939331268,,NDVI
Estair,,,,0.042149902,6,0.071715262,Building,2,20170802,0.098614732,0.839505258,BenRib,Masked,9,0.939088628,,NDVI
Estair,,,,0.042906496,8,0.07220607,Building,2,20170802,0.098654579,0.839375528,BenRib,Masked,9,0.939607214,,NDVI
Estair,,,,0.044848896,4,0.064712639,Building,4,20170811,0.079404982,0.805697255,BGL,Masked,3,0.963159501,,NDVI
Estair,,,,0.045101181,6,0.065066327,Building,4,20170811,0.079781794,0.803848773,BGL,Masked,3,0.962704566,,NDVI
Estair,,,,0.045223848,8,0.065332663,Building,4,20170811,0.080108803,0.802237507,BGL,Masked,3,0.96202499,,NDVI
Estair,,,,0.044484291,4,0.064442738,Building,4,20170811,0.079226415,0.806570172,BGL,Masked,5,0.962905671,,NDVI
Estair,,,,0.044847972,6,0.064970717,Building,4,20170811,0.079773801,0.803888073,BGL,Masked,5,0.962218868,,NDVI
Estair,,,,0.045081621,8,0.065449629,Building,4,20170811,0.080392276,0.800835429,BGL,Masked,5,0.960944525,,NDVI
Estair,,,,0.044211644,4,0.064283738,Building,4,20170811,0.079158881,0.806899799,BGL,Masked,7,0.96279104,,NDVI
Estair,,,,0.044711113,6,0.064976761,Building,4,20170811,0.079908932,0.803223109,BGL,Masked,7,0.961776056,,NDVI
Estair,,,,0.04497273,8,0.065466693,Building,4,20170811,0.080530619,0.800149374,BGL,Masked,7,0.960278781,,NDVI
Estair,,,,0.04401821,4,0.064160087,Building,4,20170811,0.079142352,0.80698043,BGL,Masked,9,0.962800724,,NDVI
Estair,,,,0.044592693,6,0.064935293,Building,4,20170811,0.079889748,0.803317583,BGL,Masked,9,0.96132883,,NDVI
Estair,,,,0.044951735,8,0.065535173,Building,4,20170811,0.080596616,0.799821674,BGL,Masked,9,0.959677202,,NDVI
Estair,,,,0.010578787,4,0.022741574,Building,5,20170811,0.030293078,0.953806191,Santar,Masked,3,0.979652867,,NDVI
Estair,,,,0.010519315,6,0.022798804,Building,5,20170811,0.030319566,0.95372537,Santar,Masked,3,0.979552419,,NDVI
Estair,,,,0.01065945,8,0.022841798,Building,5,20170811,0.030407876,0.953455417,Santar,Masked,3,0.979540029,,NDVI
Estair,,,,0.010440374,4,0.022603993,Building,5,20170811,0.030143821,0.954260269,Santar,Masked,5,0.979700879,,NDVI
Estair,,,,0.010353923,6,0.02268118,Building,5,20170811,0.030219804,0.954029388,Santar,Masked,5,0.979515453,,NDVI
Estair,,,,0.010536336,8,0.022719875,Building,5,20170811,0.030269417,0.953878322,Santar,Masked,5,0.979458176,,NDVI
Estair,,,,0.010210723,4,0.022369476,Building,5,20170811,0.029893827,0.955015797,Santar,Masked,7,0.979979993,,NDVI
Estair,,,,0.010047764,6,0.022403419,Building,5,20170811,0.02990176,0.95499192,Santar,Masked,7,0.979864917,,NDVI
Estair,,,,0.010180316,8,0.022416611,Building,5,20170811,0.029893901,0.955015575,Santar,Masked,7,0.979801273,,NDVI
Estair,,,,0.009838505,4,0.022093568,Building,5,20170811,0.029471301,0.956278445,Santar,Masked,9,0.980292895,,NDVI
Estair,,,,0.009660243,6,0.022132334,Building,5,20170811,0.029486361,0.956233748,Santar,Masked,9,0.980218237,,NDVI
Estair,,,,0.009777911,8,0.022177766,Building,5,20170811,0.029535826,0.956086786,Santar,Masked,9,0.980271157,,NDVI
Estair,,,,0.037500407,4,0.040395215,Building,2,20170802,0.04660829,0.915132822,SCTSCL,Masked,3,0.9853324,,NDVI
Estair,,,,0.037542077,6,0.040470457,Building,2,20170802,0.046715976,0.914740207,SCTSCL,Masked,3,0.985207561,,NDVI
Estair,,,,0.037478237,8,0.040457082,Building,2,20170802,0.046699893,0.914798902,SCTSCL,Masked,3,0.985149147,,NDVI
Estair,,,,0.037608205,4,0.0404468,Building,2,20170802,0.04665103,0.914977106,SCTSCL,Masked,5,0.985380987,,NDVI
Estair,,,,0.037644051,6,0.04048801,Building,2,20170802,0.046686539,0.914847624,SCTSCL,Masked,5,0.985349307,,NDVI
Estair,,,,0.037570826,8,0.040452613,Building,2,20170802,0.046661108,0.914940367,SCTSCL,Masked,5,0.985279782,,NDVI
Estair,,,,0.037665859,4,0.0404568,Building,2,20170802,0.046659035,0.914947924,SCTSCL,Masked,7,0.985420324,,NDVI
Estair,,,,0.037702613,6,0.040497414,Building,2,20170802,0.046697339,0.914808223,SCTSCL,Masked,7,0.985441699,,NDVI
Estair,,,,0.03760116,8,0.04042743,Building,2,20170802,0.046632913,0.915043128,SCTSCL,Masked,7,0.985344292,,NDVI
Estair,,,,0.037663467,4,0.040436282,Building,2,20170802,0.046642239,0.915009145,SCTSCL,Masked,9,0.985466302,,NDVI
Estair,,,,0.037694435,6,0.040462429,Building,2,20170802,0.046666719,0.914919909,SCTSCL,Masked,9,0.985493097,,NDVI
Estair,,,,0.037610599,8,0.040412671,Building,2,20170802,0.046623068,0.915078996,SCTSCL,Masked,9,0.98542106,,NDVI
stair,,,,-0.023883828,,0.089167664,Building,2,20170802,0.130503398,0.718925885,BenRib,Masked,,0.872576272,global,NDVI
stair,,,,0.009513292,,0.059147719,Building,4,20170811,0.112464005,0.610228098,BGL,Masked,,0.822965387,global,NDVI
stair,,,,-0.021810128,,0.043373585,Building,5,20170811,0.052092587,0.863400588,Santar,Masked,,0.945164143,global,NDVI
stair,,,,-0.024182696,,0.050453943,Building,2,20170802,0.064492223,0.837509447,SCTSCL,Masked,,0.92945442,global,NDVI
Estair,,,,0.042598227,4,0.073601064,Road,2,20170802,0.10035024,0.855255067,BenRib,Masked,3,0.942353216,,NDVI
Estair,,,,0.042908757,6,0.073651975,Road,2,20170802,0.100723694,0.854175725,BenRib,Masked,3,0.942047893,,NDVI
Estair,,,,0.043357399,8,0.073861136,Road,2,20170802,0.100710465,0.854214026,BenRib,Masked,3,0.942434765,,NDVI
Estair,,,,0.04234118,4,0.073851951,Road,2,20170802,0.100871214,0.853748262,BenRib,Masked,5,0.941142733,,NDVI
Estair,,,,0.042706404,6,0.073849325,Road,2,20170802,0.101241471,0.852672632,BenRib,Masked,5,0.940912424,,NDVI
Estair,,,,0.043263884,8,0.074168072,Road,2,20170802,0.101213263,0.852754717,BenRib,Masked,5,0.941375304,,NDVI
Estair,,,,0.041997592,4,0.073902185,Road,2,20170802,0.101163284,0.8529001,BenRib,Masked,7,0.940303124,,NDVI
Estair,,,,0.042414946,6,0.0738909,Road,2,20170802,0.101557621,0.851751066,BenRib,Masked,7,0.939933012,,NDVI
Estair,,,,0.043057699,8,0.074264404,Road,2,20170802,0.101468479,0.852011202,BenRib,Masked,7,0.940578093,,NDVI
Estair,,,,0.041624787,4,0.073894598,Road,2,20170802,0.101290822,0.852528964,BenRib,Masked,9,0.939601843,,NDVI
Estair,,,,0.042030659,6,0.073810863,Road,2,20170802,0.101615662,0.851581568,BenRib,Masked,9,0.939200649,,NDVI
Estair,,,,0.04277255,8,0.074280478,Road,2,20170802,0.10159359,0.851646035,BenRib,Masked,9,0.939880879,,NDVI
Estair,,,,0.043214648,4,0.065885855,Road,4,20170811,0.08140946,0.821826015,BGL,Masked,3,0.964570892,,NDVI
Estair,,,,0.043495622,6,0.066274475,Road,4,20170811,0.081820932,0.820020353,BGL,Masked,3,0.964122556,,NDVI
Estair,,,,0.043575894,8,0.066504551,Road,4,20170811,0.08212036,0.818700653,BGL,Masked,3,0.963403855,,NDVI
Estair,,,,0.042907257,4,0.065657736,Road,4,20170811,0.081279405,0.822394841,BGL,Masked,5,0.964290557,,NDVI
Estair,,,,0.043283008,6,0.066213491,Road,4,20170811,0.081843367,0.819921643,BGL,Masked,5,0.963586043,,NDVI
Estair,,,,0.043487909,8,0.066664816,Road,4,20170811,0.082441105,0.817281651,BGL,Masked,5,0.962337696,,NDVI
Estair,,,,0.042639134,4,0.065504258,Road,4,20170811,0.081221043,0.822649804,BGL,Masked,7,0.964230976,,NDVI
Estair,,,,0.043172404,6,0.066248275,Road,4,20170811,0.082011363,0.819181603,BGL,Masked,7,0.963205125,,NDVI
Estair,,,,0.043416852,8,0.066712866,Road,4,20170811,0.082616465,0.816503506,BGL,Masked,7,0.961742921,,NDVI
Estair,,,,0.042416637,4,0.065363048,Road,4,20170811,0.081190517,0.822783088,BGL,Masked,9,0.964247118,,NDVI
Estair,,,,0.043033208,6,0.066193362,Road,4,20170811,0.081971875,0.819355691,BGL,Masked,9,0.962739706,,NDVI
Estair,,,,0.04336977,8,0.066758928,Road,4,20170811,0.08265556,0.816329803,BGL,Masked,9,0.961148807,,NDVI
Estair,,,,0.010584113,4,0.022534464,Road,5,20170811,0.029998911,0.967005404,Santar,Masked,3,0.979023151,,NDVI
Estair,,,,0.010472504,6,0.022624298,Road,5,20170811,0.030093415,0.966797195,Santar,Masked,3,0.978841755,,NDVI
Estair,,,,0.010611312,8,0.022592966,Road,5,20170811,0.030125094,0.966727254,Santar,Masked,3,0.97887799,,NDVI
Estair,,,,0.010396168,4,0.0223977,Road,5,20170811,0.029852736,0.967326165,Santar,Masked,5,0.97902895,,NDVI
Estair,,,,0.010241184,6,0.022508215,Road,5,20170811,0.030016598,0.966966488,Santar,Masked,5,0.978619081,,NDVI
Estair,,,,0.010409126,8,0.022489995,Road,5,20170811,0.029994253,0.96701565,Santar,Masked,5,0.978752418,,NDVI
Estair,,,,0.010109963,4,0.022173654,Road,5,20170811,0.029630602,0.967810609,Santar,Masked,7,0.979213689,,NDVI
Estair,,,,0.009922066,6,0.022207804,Road,5,20170811,0.029699957,0.967659743,Santar,Masked,7,0.97892649,,NDVI
Estair,,,,0.010006845,8,0.022197473,Road,5,20170811,0.029635809,0.967799293,Santar,Masked,7,0.979019446,,NDVI
Estair,,,,0.009711145,4,0.021845205,Road,5,20170811,0.029154332,0.968837089,Santar,Masked,9,0.979543931,,NDVI
Estair,,,,0.009501128,6,0.021859645,Road,5,20170811,0.02916691,0.968810194,Santar,Masked,9,0.979437388,,NDVI
Estair,,,,0.009548382,8,0.021880556,Road,5,20170811,0.029165741,0.968812695,Santar,Masked,9,0.979652422,,NDVI
Estair,,,,0.03782945,4,0.040040405,Road,2,20170802,0.045824405,0.936147279,SCTSCL,Masked,3,0.987113737,,NDVI
Estair,,,,0.037848685,6,0.04010962,Road,2,20170802,0.045926757,0.935861723,SCTSCL,Masked,3,0.986943811,,NDVI
Estair,,,,0.037819441,8,0.040119892,Road,2,20170802,0.045957881,0.935774761,SCTSCL,Masked,3,0.986887467,,NDVI
Estair,,,,0.037894436,4,0.040076885,Road,2,20170802,0.045851744,0.936071067,SCTSCL,Masked,5,0.987158196,,NDVI
Estair,,,,0.037925332,6,0.040107252,Road,2,20170802,0.045880404,0.935991124,SCTSCL,Masked,5,0.987103206,,NDVI
Estair,,,,0.037861652,8,0.040084301,Road,2,20170802,0.045903093,0.935927801,SCTSCL,Masked,5,0.986984993,,NDVI
Estair,,,,0.037900421,4,0.040061335,Road,2,20170802,0.045829438,0.936133254,SCTSCL,Masked,7,0.987168179,,NDVI
Estair,,,,0.037937892,6,0.040101293,Road,2,20170802,0.045871602,0.936015681,SCTSCL,Masked,7,0.987162937,,NDVI
Estair,,,,0.037822703,8,0.04003972,Road,2,20170802,0.045842206,0.936097663,SCTSCL,Masked,7,0.987024526,,NDVI
Estair,,,,0.037878424,4,0.040033482,Road,2,20170802,0.045813451,0.936177803,SCTSCL,Masked,9,0.987190443,,NDVI
Estair,,,,0.037912112,6,0.040057172,Road,2,20170802,0.045840464,0.936102517,SCTSCL,Masked,9,0.987213234,,NDVI
Estair,,,,0.037800463,8,0.039999842,Road,2,20170802,0.045806035,0.936198463,SCTSCL,Masked,9,0.987097377,,NDVI
stair,,,,-0.022870299,,0.091592785,Road,2,20170802,0.135415645,0.736424995,BenRib,Masked,,0.871982837,global,NDVI
stair,,,,0.00706041,,0.060715186,Road,4,20170811,0.11770238,0.627552521,BGL,Masked,,0.830404929,global,NDVI
stair,,,,-0.020498725,,0.042583891,Road,5,20170811,0.051109146,0.904230094,Santar,Masked,,0.942151177,global,NDVI
stair,,,,-0.020664836,,0.049175678,Road,2,20170802,0.062991915,0.879342213,SCTSCL,Masked,,0.92990174,global,NDVI
Estair,,,,0.051751157,4,0.064577043,Water,2,20170802,0.081898203,0.891393689,BenRib,Masked,3,0.956914719,,NDVI
Estair,,,,0.052027757,6,0.064556609,Water,2,20170802,0.082081488,0.890907031,BenRib,Masked,3,0.956982434,,NDVI
Estair,,,,0.052404079,8,0.064779591,Water,2,20170802,0.082273277,0.890396629,BenRib,Masked,3,0.957141994,,NDVI
Estair,,,,0.051536251,4,0.064819645,Water,2,20170802,0.082381431,0.890108276,BenRib,Masked,5,0.955571615,,NDVI
Estair,,,,0.051853915,6,0.06472201,Water,2,20170802,0.082495275,0.889804347,BenRib,Masked,5,0.955901399,,NDVI
Estair,,,,0.052333262,8,0.065109647,Water,2,20170802,0.082763399,0.889086871,BenRib,Masked,5,0.956012213,,NDVI
Estair,,,,0.051240977,4,0.064854226,Water,2,20170802,0.082589265,0.889553103,BenRib,Masked,7,0.954768964,,NDVI
Estair,,,,0.051561295,6,0.064740578,Water,2,20170802,0.08274319,0.889141031,BenRib,Masked,7,0.954966846,,NDVI
Estair,,,,0.052145252,8,0.065215625,Water,2,20170802,0.083009334,0.888426725,BenRib,Masked,7,0.955127278,,NDVI
Estair,,,,0.050908606,4,0.064844875,Water,2,20170802,0.082649823,0.889391075,BenRib,Masked,9,0.954130161,,NDVI
Estair,,,,0.051204493,6,0.064660424,Water,2,20170802,0.082748252,0.889127466,BenRib,Masked,9,0.954253506,,NDVI
Estair,,,,0.051877597,8,0.065246489,Water,2,20170802,0.083107388,0.88816298,BenRib,Masked,9,0.954432418,,NDVI
Estair,,,,0.056327177,4,0.056867456,Water,4,20170811,0.062813923,0.888693728,BGL,Masked,3,0.959863338,,NDVI
Estair,,,,0.056732793,6,0.057274679,Water,4,20170811,0.063326381,0.886870167,BGL,Masked,3,0.958732729,,NDVI
Estair,,,,0.056967367,8,0.057534286,Water,4,20170811,0.063612907,0.885844119,BGL,Masked,3,0.958047808,,NDVI
Estair,,,,0.056019693,4,0.056596925,Water,4,20170811,0.062613851,0.889401654,BGL,Masked,5,0.959235288,,NDVI
Estair,,,,0.056596261,6,0.057180649,Water,4,20170811,0.063291839,0.88699355,BGL,Masked,5,0.957675634,,NDVI
Estair,,,,0.056989481,8,0.057621872,Water,4,20170811,0.063782432,0.885234871,BGL,Masked,5,0.956501576,,NDVI
Estair,,,,0.055816757,4,0.056428454,Water,4,20170811,0.062467811,0.889916968,BGL,Masked,7,0.959059642,,NDVI
Estair,,,,0.056538689,6,0.057191495,Water,4,20170811,0.063393367,0.886630706,BGL,Masked,7,0.956744422,,NDVI
