CC,Correlation,Distance1,Distance2,Distance3,K,KTemp,K_Recover,LR_After,LR_Before,MAE,Mean Error,Method,Method_Recover,N_Pairs,N_PairsLR,Pair1,Pair2,Pair3,Predicted_date,RMSE,ROI,R^2,Samples,W,Window_Range
100,0.983695289,,,,,3,6,40,40,0.018522205,-4.92E-05,LCBFM,Adaptive,,,,,,11-08-17,0.025100321,Santar,0.969961078,,9,10
0,0.98325438,,,,,3,6,40,40,0.018892476,0.000621839,LCBFM,Adaptive,,,,,,11-08-17,0.025675146,Santar,0.966777917,,3,10
0,0.983361284,,,,,3,6,40,40,0.018842695,0.000491456,LCBFM,Adaptive,,,,,,11-08-17,0.02551051,Santar,0.967203205,,5,10
0,0.983455952,,,,,3,6,40,40,0.018718523,0.00027157,LCBFM,Adaptive,,,,,,11-08-17,0.025366287,Santar,0.967970387,,7,10
0,0.983793705,,,,,3,6,40,40,0.018505603,-6.32E-05,LCBFM,Adaptive,,,,,,11-08-17,0.025100696,Santar,0.96996018,,9,10
0,0.983362889,,,,,5,6,40,40,0.018885277,0.000599008,LCBFM,Adaptive,,,,,,11-08-17,0.025646442,Santar,0.966852158,,3,10
0,0.983556753,,,,,5,6,40,40,0.018846854,0.000526333,LCBFM,Adaptive,,,,,,11-08-17,0.025567759,Santar,0.967055839,,5,10
0,0.983640153,,,,,5,6,40,40,0.018754056,0.000329501,LCBFM,Adaptive,,,,,,11-08-17,0.025464322,Santar,0.967722335,,7,10
0,0.983862061,,,,,5,6,40,40,0.018460011,1.35E-05,LCBFM,Adaptive,,,,,,11-08-17,0.025051074,Santar,0.970078834,,9,10
50,0.980778932,,,,,7,6,40,40,0.030232246,0.022451264,LCBFM,Adaptive,,,,,,02-08-17,0.039165491,SCTSCL,0.940073272,,3,20
50,0.980783375,,,,,7,6,40,40,0.030133058,0.022322715,LCBFM,Adaptive,,,,,,02-08-17,0.039053237,SCTSCL,0.940416441,,5,20
50,0.980803855,,,,,7,6,40,40,0.029974951,0.022104503,LCBFM,Adaptive,,,,,,02-08-17,0.038877218,SCTSCL,0.941285879,,7,20
50,0.981075264,,,,,7,6,40,40,0.029796919,0.02200635,LCBFM,Adaptive,,,,,,02-08-17,0.038541075,SCTSCL,0.943643374,,9,20
25,0.980789291,,,,,3,6,40,40,0.030195435,0.022424301,LCBFM,Adaptive,,,,,,02-08-17,0.039129125,SCTSCL,0.940184508,,3,20
25,0.980761324,,,,,3,6,40,40,0.030101409,0.022294622,LCBFM,Adaptive,,,,,,02-08-17,0.039044845,SCTSCL,0.940442048,,5,20
25,0.980804251,,,,,3,6,40,40,0.02994157,0.02210539,LCBFM,Adaptive,,,,,,02-08-17,0.038888535,SCTSCL,0.941251692,,7,20
25,0.981141886,,,,,3,6,40,40,0.029717159,0.022002854,LCBFM,Adaptive,,,,,,02-08-17,0.038576868,SCTSCL,0.943538649,,9,20
25,0.980832208,,,,,5,6,40,40,0.030241272,0.02246764,LCBFM,Adaptive,,,,,,02-08-17,0.039205292,SCTSCL,0.939951411,,3,20
25,0.98083003,,,,,5,6,40,40,0.030135507,0.022300631,LCBFM,Adaptive,,,,,,02-08-17,0.039119191,SCTSCL,0.94021502,,5,20
25,0.98086477,,,,,5,6,40,40,0.029930607,0.022068045,LCBFM,Adaptive,,,,,,02-08-17,0.03888987,SCTSCL,0.941247656,,7,20
25,0.981128364,,,,,5,6,40,40,0.029656489,0.02187865,LCBFM,Adaptive,,,,,,02-08-17,0.038466864,SCTSCL,0.943860194,,9,20
25,0.980803145,,,,,7,6,40,40,0.030234682,0.022441409,LCBFM,Adaptive,,,,,,02-08-17,0.039166336,SCTSCL,0.940070687,,3,20
25,0.980808702,,,,,7,6,40,40,0.030150451,0.022305832,LCBFM,Adaptive,,,,,,02-08-17,0.039078325,SCTSCL,0.940339864,,5,20
25,0.980833371,,,,,7,6,40,40,0.029979488,0.022096992,LCBFM,Adaptive,,,,,,02-08-17,0.038898409,SCTSCL,0.941221853,,7,20
25,0.981109496,,,,,7,6,40,40,0.02980375,0.021992817,LCBFM,Adaptive,,,,,,02-08-17,0.038570449,SCTSCL,0.943557436,,9,20
50,0.980786438,,,,,3,6,40,40,0.030191569,0.02242272,LCBFM,Adaptive,,,,,,02-08-17,0.039134068,SCTSCL,0.940169394,,3,20
50,0.980807102,,,,,3,6,40,40,0.03008392,0.022279933,LCBFM,Adaptive,,,,,,02-08-17,0.039037012,SCTSCL,0.940465942,,5,20
50,0.980869168,,,,,3,6,40,40,0.029926007,0.022105723,LCBFM,Adaptive,,,,,,02-08-17,0.038905456,SCTSCL,0.941200556,,7,20
50,0.981151402,,,,,3,6,40,40,0.029689887,0.021968788,LCBFM,Adaptive,,,,,,02-08-17,0.038578946,SCTSCL,0.943532566,,9,20
100,0.980828441,,,,,5,6,40,40,0.030240397,0.022453103,LCBFM,Adaptive,,,,,,02-08-17,0.039191147,SCTSCL,0.939994733,,3,20
100,0.980824562,,,,,5,6,40,40,0.030122228,0.022285664,LCBFM,Adaptive,,,,,,02-08-17,0.039093788,SCTSCL,0.940292641,,5,20
100,0.980849689,,,,,5,6,40,40,0.029923389,0.0220424,LCBFM,Adaptive,,,,,,02-08-17,0.03886744,SCTSCL,0.941315408,,7,20
100,0.981109358,,,,,5,6,40,40,0.02965642,0.021851207,LCBFM,Adaptive,,,,,,02-08-17,0.038471022,SCTSCL,0.943848057,,9,20
50,0.980828441,,,,,5,6,40,40,0.030240397,0.022453103,LCBFM,Adaptive,,,,,,02-08-17,0.039191147,SCTSCL,0.939994733,,3,20
50,0.980824562,,,,,5,6,40,40,0.030122228,0.022285664,LCBFM,Adaptive,,,,,,02-08-17,0.039093788,SCTSCL,0.940292641,,5,20
50,0.980849689,,,,,5,6,40,40,0.029923389,0.0220424,LCBFM,Adaptive,,,,,,02-08-17,0.03886744,SCTSCL,0.941315408,,7,20
50,0.981109358,,,,,5,6,40,40,0.02965642,0.021851207,LCBFM,Adaptive,,,,,,02-08-17,0.038471022,SCTSCL,0.943848057,,9,20
100,0.980778932,,,,,7,6,40,40,0.030232246,0.022451264,LCBFM,Adaptive,,,,,,02-08-17,0.039165491,SCTSCL,0.940073272,,3,20
100,0.980783375,,,,,7,6,40,40,0.030133058,0.022322715,LCBFM,Adaptive,,,,,,02-08-17,0.039053237,SCTSCL,0.940416441,,5,20
100,0.980803855,,,,,7,6,40,40,0.029974951,0.022104503,LCBFM,Adaptive,,,,,,02-08-17,0.038877218,SCTSCL,0.941285879,,7,20
100,0.981075264,,,,,7,6,40,40,0.029796919,0.02200635,LCBFM,Adaptive,,,,,,02-08-17,0.038541075,SCTSCL,0.943643374,,9,20
0,0.980795568,,,,,7,6,40,40,0.030218138,0.022430555,LCBFM,Adaptive,,,,,,02-08-17,0.039155915,SCTSCL,0.940102574,,3,20
0,0.980804155,,,,,7,6,40,40,0.030107521,0.022261449,LCBFM,Adaptive,,,,,,02-08-17,0.039028143,SCTSCL,0.94049299,,5,20
0,0.980877412,,,,,7,6,40,40,0.029920061,0.022052746,LCBFM,Adaptive,,,,,,02-08-17,0.038781604,SCTSCL,0.941574324,,7,20
0,0.981275872,,,,,7,6,40,40,0.029717773,0.021945268,LCBFM,Adaptive,,,,,,02-08-17,0.038461552,SCTSCL,0.943875698,,9,20
100,0.980786438,,,,,3,6,40,40,0.030191569,0.02242272,LCBFM,Adaptive,,,,,,02-08-17,0.039134068,SCTSCL,0.940169394,,3,20
100,0.980807102,,,,,3,6,40,40,0.03008392,0.022279933,LCBFM,Adaptive,,,,,,02-08-17,0.039037012,SCTSCL,0.940465942,,5,20
100,0.980869168,,,,,3,6,40,40,0.029926007,0.022105723,LCBFM,Adaptive,,,,,,02-08-17,0.038905456,SCTSCL,0.941200556,,7,20
100,0.981151402,,,,,3,6,40,40,0.029689887,0.021968788,LCBFM,Adaptive,,,,,,02-08-17,0.038578946,SCTSCL,0.943532566,,9,20
0,0.980804686,,,,,3,6,40,40,0.030208949,0.02242586,LCBFM,Adaptive,,,,,,02-08-17,0.039166526,SCTSCL,0.940070106,,3,20
0,0.980817653,,,,,3,6,40,40,0.030113004,0.02229659,LCBFM,Adaptive,,,,,,02-08-17,0.039082954,SCTSCL,0.940325728,,5,20
0,0.980891988,,,,,3,6,40,40,0.029962304,0.022121001,LCBFM,Adaptive,,,,,,02-08-17,0.038966537,SCTSCL,0.941015781,,7,20
0,0.981147626,,,,,3,6,40,40,0.029741786,0.022017234,LCBFM,Adaptive,,,,,,02-08-17,0.038649396,SCTSCL,0.943326144,,9,20
0,0.980854876,,,,,5,6,40,40,0.030237166,0.022458748,LCBFM,Adaptive,,,,,,02-08-17,0.039193107,SCTSCL,0.939988733,,3,20
0,0.980819196,,,,,5,6,40,40,0.030121092,0.022274485,LCBFM,Adaptive,,,,,,02-08-17,0.039085042,SCTSCL,0.940319354,,5,20
0,0.980865126,,,,,5,6,40,40,0.029887698,0.022011849,LCBFM,Adaptive,,,,,,02-08-17,0.038768403,SCTSCL,0.941614095,,7,20
0,0.981226592,,,,,5,6,40,40,0.029660616,0.021876759,LCBFM,Adaptive,,,,,,02-08-17,0.038416665,SCTSCL,0.944006623,,9,20
50,0.98074625,,,,,7,6,56,40,0.030024666,0.022209607,LCBFM,Adaptive,,,,,,02-08-17,0.039031289,SCTSCL,0.940483249,,3,20
50,0.980750323,,,,,7,6,56,40,0.02992738,0.02208366,LCBFM,Adaptive,,,,,,02-08-17,0.038920931,SCTSCL,0.940819478,,5,20
50,0.980768143,,,,,7,6,56,40,0.029773368,0.021868926,LCBFM,Adaptive,,,,,,02-08-17,0.038750753,SCTSCL,0.941667243,,7,20
50,0.981037365,,,,,7,6,56,40,0.029599872,0.021776693,LCBFM,Adaptive,,,,,,02-08-17,0.038417003,SCTSCL,0.944005637,,9,20
25,0.980756833,,,,,3,6,56,40,0.029988578,0.022184116,LCBFM,Adaptive,,,,,,02-08-17,0.038996079,SCTSCL,0.940590582,,3,20
25,0.980729226,,,,,3,6,56,40,0.029898401,0.022056662,LCBFM,Adaptive,,,,,,02-08-17,0.038912827,SCTSCL,0.940844118,,5,20
25,0.980770795,,,,,3,6,56,40,0.029743007,0.021872291,LCBFM,Adaptive,,,,,,02-08-17,0.038761738,SCTSCL,0.941634168,,7,20
25,0.981107127,,,,,3,6,56,40,0.029522932,0.021773509,LCBFM,Adaptive,,,,,,02-08-17,0.038450512,SCTSCL,0.943907914,,9,20
25,0.980797839,,,,,5,6,56,40,0.030034039,0.022226422,LCBFM,Adaptive,,,,,,02-08-17,0.039071047,SCTSCL,0.94036194,,3,20
25,0.980794807,,,,,5,6,56,40,0.029931213,0.022062828,LCBFM,Adaptive,,,,,,02-08-17,0.038987471,SCTSCL,0.940616953,,5,20
25,0.980827307,,,,,5,6,56,40,0.029731813,0.021834413,LCBFM,Adaptive,,,,,,02-08-17,0.038764069,SCTSCL,0.941627147,,7,20
25,0.981091081,,,,,5,6,56,40,0.029462529,0.021651349,LCBFM,Adaptive,,,,,,02-08-17,0.038341853,SCTSCL,0.944224491,,9,20
25,0.980770485,,,,,7,6,56,40,0.030027789,0.022200671,LCBFM,Adaptive,,,,,,02-08-17,0.039032391,SCTSCL,0.940479891,,3,20
25,0.980776426,,,,,7,6,56,40,0.02994489,0.022066885,LCBFM,Adaptive,,,,,,02-08-17,0.038946074,SCTSCL,0.940742992,,5,20
25,0.980798084,,,,,7,6,56,40,0.029778498,0.021862111,LCBFM,Adaptive,,,,,,02-08-17,0.038771956,SCTSCL,0.941603391,,7,20
25,0.981071826,,,,,7,6,56,40,0.029606832,0.021763805,LCBFM,Adaptive,,,,,,02-08-17,0.038445784,SCTSCL,0.943921708,,9,20
50,0.980753441,,,,,3,6,56,40,0.029984507,0.022181935,LCBFM,Adaptive,,,,,,02-08-17,0.039000678,SCTSCL,0.940576569,,3,20
50,0.980774377,,,,,3,6,56,40,0.029880997,0.022041598,LCBFM,Adaptive,,,,,,02-08-17,0.038905281,SCTSCL,0.940867062,,5,20
50,0.980835546,,,,,3,6,56,40,0.029728077,0.021871845,LCBFM,Adaptive,,,,,,02-08-17,0.038778876,SCTSCL,0.941582545,,7,20
50,0.981116637,,,,,3,6,56,40,0.029496133,0.021739705,LCBFM,Adaptive,,,,,,02-08-17,0.038453765,SCTSCL,0.943898422,,9,20
100,0.980793825,,,,,5,6,56,40,0.030032969,0.022211905,LCBFM,Adaptive,,,,,,02-08-17,0.039056814,SCTSCL,0.94040538,,3,20
100,0.980789686,,,,,5,6,56,40,0.02991757,0.022047903,LCBFM,Adaptive,,,,,,02-08-17,0.038962499,SCTSCL,0.940692998,,5,20
100,0.98081216,,,,,5,6,56,40,0.029725164,0.021809697,LCBFM,Adaptive,,,,,,02-08-17,0.03874238,SCTSCL,0.941692449,,7,20
100,0.981070614,,,,,5,6,56,40,0.029461761,0.021624285,LCBFM,Adaptive,,,,,,02-08-17,0.038346104,SCTSCL,0.944212124,,9,20
50,0.980793825,,,,,5,6,56,40,0.030032969,0.022211905,LCBFM,Adaptive,,,,,,02-08-17,0.039056814,SCTSCL,0.94040538,,3,20
50,0.980789686,,,,,5,6,56,40,0.02991757,0.022047903,LCBFM,Adaptive,,,,,,02-08-17,0.038962499,SCTSCL,0.940692998,,5,20
50,0.98081216,,,,,5,6,56,40,0.029725164,0.021809697,LCBFM,Adaptive,,,,,,02-08-17,0.03874238,SCTSCL,0.941692449,,7,20
50,0.981070614,,,,,5,6,56,40,0.029461761,0.021624285,LCBFM,Adaptive,,,,,,02-08-17,0.038346104,SCTSCL,0.944212124,,9,20
100,0.98074625,,,,,7,6,56,40,0.030024666,0.022209607,LCBFM,Adaptive,,,,,,02-08-17,0.039031289,SCTSCL,0.940483249,,3,20
100,0.980750323,,,,,7,6,56,40,0.02992738,0.02208366,LCBFM,Adaptive,,,,,,02-08-17,0.038920931,SCTSCL,0.940819478,,5,20
100,0.980768143,,,,,7,6,56,40,0.029773368,0.021868926,LCBFM,Adaptive,,,,,,02-08-17,0.038750753,SCTSCL,0.941667243,,7,20
100,0.981037365,,,,,7,6,56,40,0.029599872,0.021776693,LCBFM,Adaptive,,,,,,02-08-17,0.038417003,SCTSCL,0.944005637,,9,20
0,0.980762155,,,,,7,6,56,40,0.030009619,0.022188211,LCBFM,Adaptive,,,,,,02-08-17,0.039020441,SCTSCL,0.940516328,,3,20
0,0.980771201,,,,,7,6,56,40,0.029902387,0.022021912,LCBFM,Adaptive,,,,,,02-08-17,0.038895248,SCTSCL,0.940897556,,5,20
0,0.980843637,,,,,7,6,56,40,0.029718765,0.021816683,LCBFM,Adaptive,,,,,,02-08-17,0.038653753,SCTSCL,0.941958913,,7,20
0,0.981239929,,,,,7,6,56,40,0.029520002,0.021715206,LCBFM,Adaptive,,,,,,02-08-17,0.038335579,SCTSCL,0.944242743,,9,20
100,0.980753441,,,,,3,6,56,40,0.029984507,0.022181935,LCBFM,Adaptive,,,,,,02-08-17,0.039000678,SCTSCL,0.940576569,,3,20
100,0.980774377,,,,,3,6,56,40,0.029880997,0.022041598,LCBFM,Adaptive,,,,,,02-08-17,0.038905281,SCTSCL,0.940867062,,5,20
100,0.980835546,,,,,3,6,56,40,0.029728077,0.021871845,LCBFM,Adaptive,,,,,,02-08-17,0.038778876,SCTSCL,0.941582545,,7,20
100,0.981116637,,,,,3,6,56,40,0.029496133,0.021739705,LCBFM,Adaptive,,,,,,02-08-17,0.038453765,SCTSCL,0.943898422,,9,20
0,0.980771688,,,,,3,6,56,40,0.030002474,0.022185513,LCBFM,Adaptive,,,,,,02-08-17,0.039034004,SCTSCL,0.94047497,,3,20
0,0.980785421,,,,,3,6,56,40,0.029910211,0.022058249,LCBFM,Adaptive,,,,,,02-08-17,0.038950192,SCTSCL,0.940730458,,5,20
0,0.980857824,,,,,3,6,56,40,0.02976397,0.021887647,LCBFM,Adaptive,,,,,,02-08-17,0.038839136,SCTSCL,0.94140085,,7,20
0,0.981110967,,,,,3,6,56,40,0.02954619,0.021788569,LCBFM,Adaptive,,,,,,02-08-17,0.038523167,SCTSCL,0.943695732,,9,20
0,0.980819952,,,,,5,6,56,40,0.03002919,0.022217143,LCBFM,Adaptive,,,,,,02-08-17,0.039058272,SCTSCL,0.940400931,,3,20
0,0.98078467,,,,,5,6,56,40,0.029917475,0.022037372,LCBFM,Adaptive,,,,,,02-08-17,0.038954372,SCTSCL,0.940717739,,5,20
0,0.980828967,,,,,5,6,56,40,0.029689464,0.021779394,LCBFM,Adaptive,,,,,,02-08-17,0.038643797,SCTSCL,0.941988808,,7,20
0,0.981188818,,,,,5,6,56,40,0.029466381,0.021650281,LCBFM,Adaptive,,,,,,02-08-17,0.038292918,SCTSCL,0.944366772,,9,20
50,0.98074625,,,,,7,6,70,40,0.030024666,0.022209607,LCBFM,Adaptive,,,,,,02-08-17,0.039031289,SCTSCL,0.940483249,,3,20
50,0.980750323,,,,,7,6,70,40,0.02992738,0.02208366,LCBFM,Adaptive,,,,,,02-08-17,0.038920931,SCTSCL,0.940819478,,5,20
50,0.980768143,,,,,7,6,70,40,0.029773368,0.021868926,LCBFM,Adaptive,,,,,,02-08-17,0.038750753,SCTSCL,0.941667243,,7,20
50,0.981037365,,,,,7,6,70,40,0.029599872,0.021776693,LCBFM,Adaptive,,,,,,02-08-17,0.038417003,SCTSCL,0.944005637,,9,20
25,0.980756833,,,,,3,6,70,40,0.029988578,0.022184116,LCBFM,Adaptive,,,,,,02-08-17,0.038996079,SCTSCL,0.940590582,,3,20
25,0.980729226,,,,,3,6,70,40,0.029898401,0.022056662,LCBFM,Adaptive,,,,,,02-08-17,0.038912827,SCTSCL,0.940844118,,5,20
25,0.980770795,,,,,3,6,70,40,0.029743007,0.021872291,LCBFM,Adaptive,,,,,,02-08-17,0.038761738,SCTSCL,0.941634168,,7,20
25,0.981107127,,,,,3,6,70,40,0.029522932,0.021773509,LCBFM,Adaptive,,,,,,02-08-17,0.038450512,SCTSCL,0.943907914,,9,20
25,0.980797839,,,,,5,6,70,40,0.030034039,0.022226422,LCBFM,Adaptive,,,,,,02-08-17,0.039071047,SCTSCL,0.94036194,,3,20
25,0.980794807,,,,,5,6,70,40,0.029931213,0.022062828,LCBFM,Adaptive,,,,,,02-08-17,0.038987471,SCTSCL,0.940616953,,5,20
25,0.980827307,,,,,5,6,70,40,0.029731813,0.021834413,LCBFM,Adaptive,,,,,,02-08-17,0.038764069,SCTSCL,0.941627147,,7,20
25,0.981091081,,,,,5,6,70,40,0.029462529,0.021651349,LCBFM,Adaptive,,,,,,02-08-17,0.038341853,SCTSCL,0.944224491,,9,20
25,0.980770485,,,,,7,6,70,40,0.030027789,0.022200671,LCBFM,Adaptive,,,,,,02-08-17,0.039032391,SCTSCL,0.940479891,,3,20
25,0.980776426,,,,,7,6,70,40,0.02994489,0.022066885,LCBFM,Adaptive,,,,,,02-08-17,0.038946074,SCTSCL,0.940742992,,5,20
25,0.980798084,,,,,7,6,70,40,0.029778498,0.021862111,LCBFM,Adaptive,,,,,,02-08-17,0.038771956,SCTSCL,0.941603391,,7,20
25,0.981071826,,,,,7,6,70,40,0.029606832,0.021763805,LCBFM,Adaptive,,,,,,02-08-17,0.038445784,SCTSCL,0.943921708,,9,20
50,0.980753441,,,,,3,6,70,40,0.029984507,0.022181935,LCBFM,Adaptive,,,,,,02-08-17,0.039000678,SCTSCL,0.940576569,,3,20
50,0.980774377,,,,,3,6,70,40,0.029880997,0.022041598,LCBFM,Adaptive,,,,,,02-08-17,0.038905281,SCTSCL,0.940867062,,5,20
50,0.980835546,,,,,3,6,70,40,0.029728077,0.021871845,LCBFM,Adaptive,,,,,,02-08-17,0.038778876,SCTSCL,0.941582545,,7,20
50,0.981116637,,,,,3,6,70,40,0.029496133,0.021739705,LCBFM,Adaptive,,,,,,02-08-17,0.038453765,SCTSCL,0.943898422,,9,20
100,0.980793825,,,,,5,6,70,40,0.030032969,0.022211905,LCBFM,Adaptive,,,,,,02-08-17,0.039056814,SCTSCL,0.94040538,,3,20
100,0.980789686,,,,,5,6,70,40,0.02991757,0.022047903,LCBFM,Adaptive,,,,,,02-08-17,0.038962499,SCTSCL,0.940692998,,5,20
100,0.98081216,,,,,5,6,70,40,0.029725164,0.021809697,LCBFM,Adaptive,,,,,,02-08-17,0.03874238,SCTSCL,0.941692449,,7,20
100,0.981070614,,,,,5,6,70,40,0.029461761,0.021624285,LCBFM,Adaptive,,,,,,02-08-17,0.038346104,SCTSCL,0.944212124,,9,20
50,0.980793825,,,,,5,6,70,40,0.030032969,0.022211905,LCBFM,Adaptive,,,,,,02-08-17,0.039056814,SCTSCL,0.94040538,,3,20
50,0.980789686,,,,,5,6,70,40,0.02991757,0.022047903,LCBFM,Adaptive,,,,,,02-08-17,0.038962499,SCTSCL,0.940692998,,5,20
50,0.98081216,,,,,5,6,70,40,0.029725164,0.021809697,LCBFM,Adaptive,,,,,,02-08-17,0.03874238,SCTSCL,0.941692449,,7,20
50,0.981070614,,,,,5,6,70,40,0.029461761,0.021624285,LCBFM,Adaptive,,,,,,02-08-17,0.038346104,SCTSCL,0.944212124,,9,20
100,0.98074625,,,,,7,6,70,40,0.030024666,0.022209607,LCBFM,Adaptive,,,,,,02-08-17,0.039031289,SCTSCL,0.940483249,,3,20
100,0.980750323,,,,,7,6,70,40,0.02992738,0.02208366,LCBFM,Adaptive,,,,,,02-08-17,0.038920931,SCTSCL,0.940819478,,5,20
100,0.980768143,,,,,7,6,70,40,0.029773368,0.021868926,LCBFM,Adaptive,,,,,,02-08-17,0.038750753,SCTSCL,0.941667243,,7,20
100,0.981037365,,,,,7,6,70,40,0.029599872,0.021776693,LCBFM,Adaptive,,,,,,02-08-17,0.038417003,SCTSCL,0.944005637,,9,20
0,0.980762155,,,,,7,6,70,40,0.030009619,0.022188211,LCBFM,Adaptive,,,,,,02-08-17,0.039020441,SCTSCL,0.940516328,,3,20
0,0.980771201,,,,,7,6,70,40,0.029902387,0.022021912,LCBFM,Adaptive,,,,,,02-08-17,0.038895248,SCTSCL,0.940897556,,5,20
0,0.980843637,,,,,7,6,70,40,0.029718765,0.021816683,LCBFM,Adaptive,,,,,,02-08-17,0.038653753,SCTSCL,0.941958913,,7,20
0,0.981239929,,,,,7,6,70,40,0.029520002,0.021715206,LCBFM,Adaptive,,,,,,02-08-17,0.038335579,SCTSCL,0.944242743,,9,20
100,0.980753441,,,,,3,6,70,40,0.029984507,0.022181935,LCBFM,Adaptive,,,,,,02-08-17,0.039000678,SCTSCL,0.940576569,,3,20
100,0.980774377,,,,,3,6,70,40,0.029880997,0.022041598,LCBFM,Adaptive,,,,,,02-08-17,0.038905281,SCTSCL,0.940867062,,5,20
100,0.980835546,,,,,3,6,70,40,0.029728077,0.021871845,LCBFM,Adaptive,,,,,,02-08-17,0.038778876,SCTSCL,0.941582545,,7,20
100,0.981116637,,,,,3,6,70,40,0.029496133,0.021739705,LCBFM,Adaptive,,,,,,02-08-17,0.038453765,SCTSCL,0.943898422,,9,20
0,0.980771688,,,,,3,6,70,40,0.030002474,0.022185513,LCBFM,Adaptive,,,,,,02-08-17,0.039034004,SCTSCL,0.94047497,,3,20
0,0.980785421,,,,,3,6,70,40,0.029910211,0.022058249,LCBFM,Adaptive,,,,,,02-08-17,0.038950192,SCTSCL,0.940730458,,5,20
0,0.980857824,,,,,3,6,70,40,0.02976397,0.021887647,LCBFM,Adaptive,,,,,,02-08-17,0.038839136,SCTSCL,0.94140085,,7,20
0,0.981110967,,,,,3,6,70,40,0.02954619,0.021788569,LCBFM,Adaptive,,,,,,02-08-17,0.038523167,SCTSCL,0.943695732,,9,20
0,0.980819952,,,,,5,6,70,40,0.03002919,0.022217143,LCBFM,Adaptive,,,,,,02-08-17,0.039058272,SCTSCL,0.940400931,,3,20
0,0.98078467,,,,,5,6,70,40,0.029917475,0.022037372,LCBFM,Adaptive,,,,,,02-08-17,0.038954372,SCTSCL,0.940717739,,5,20
0,0.980828967,,,,,5,6,70,40,0.029689464,0.021779394,LCBFM,Adaptive,,,,,,02-08-17,0.038643797,SCTSCL,0.941988808,,7,20
0,0.981188818,,,,,5,6,70,40,0.029466381,0.021650281,LCBFM,Adaptive,,,,,,02-08-17,0.038292918,SCTSCL,0.944366772,,9,20
50,0.953247521,,,,,7,8,40,40,0.061003808,0.032055579,LCBFM,Adaptive,,,,,,02-08-17,0.086778232,BenRib,0.871799097,,3,10
50,0.953076087,,,,,7,8,40,40,0.06089847,0.031808791,LCBFM,Adaptive,,,,,,02-08-17,0.086665913,BenRib,0.872130812,,5,10
50,0.952840003,,,,,7,8,40,40,0.060718293,0.031851936,LCBFM,Adaptive,,,,,,02-08-17,0.086357438,BenRib,0.873250805,,7,10
50,0.953396358,,,,,7,8,40,40,0.059673688,0.033111857,LCBFM,Adaptive,,,,,,02-08-17,0.084127933,BenRib,0.881865426,,9,10
25,0.953260603,,,,,3,8,40,40,0.061014791,0.032067881,LCBFM,Adaptive,,,,,,02-08-17,0.086803194,BenRib,0.871725333,,3,10
25,0.953077419,,,,,3,8,40,40,0.060895197,0.031832428,LCBFM,Adaptive,,,,,,02-08-17,0.086655716,BenRib,0.8721609,,5,10
25,0.952868103,,,,,3,8,40,40,0.060604982,0.031697682,LCBFM,Adaptive,,,,,,02-08-17,0.086257393,BenRib,0.873544312,,7,10
25,0.953336298,,,,,3,8,40,40,0.059469864,0.032870195,LCBFM,Adaptive,,,,,,02-08-17,0.083947363,BenRib,0.882372004,,9,10
25,0.953273712,,,,,5,8,40,40,0.06099884,0.032042985,LCBFM,Adaptive,,,,,,02-08-17,0.086776711,BenRib,0.871803592,,3,10
25,0.953128632,,,,,5,8,40,40,0.060851654,0.031774789,LCBFM,Adaptive,,,,,,02-08-17,0.086596059,BenRib,0.872336855,,5,10
25,0.95294651,,,,,5,8,40,40,0.060642005,0.031678377,LCBFM,Adaptive,,,,,,02-08-17,0.086245876,BenRib,0.87357808,,7,10
25,0.953570993,,,,,5,8,40,40,0.059562019,0.032853167,LCBFM,Adaptive,,,,,,02-08-17,0.08395733,BenRib,0.882344069,,9,10
25,0.95321421,,,,,7,8,40,40,0.060980955,0.032040034,LCBFM,Adaptive,,,,,,02-08-17,0.086752292,BenRib,0.871875731,,3,10
25,0.953016562,,,,,7,8,40,40,0.060929372,0.03183034,LCBFM,Adaptive,,,,,,02-08-17,0.086693489,BenRib,0.872049426,,5,10
25,0.952667654,,,,,7,8,40,40,0.06079312,0.031829561,LCBFM,Adaptive,,,,,,02-08-17,0.086453262,BenRib,0.872969364,,7,10
25,0.953107079,,,,,7,8,40,40,0.059780924,0.033072939,LCBFM,Adaptive,,,,,,02-08-17,0.084257153,BenRib,0.881502237,,9,10
50,0.953252676,,,,,3,8,40,40,0.061020266,0.032072091,LCBFM,Adaptive,,,,,,02-08-17,0.08681154,BenRib,0.871700665,,3,10
50,0.953074753,,,,,3,8,40,40,0.060904683,0.031831033,LCBFM,Adaptive,,,,,,02-08-17,0.086665173,BenRib,0.872132993,,5,10
50,0.952901846,,,,,3,8,40,40,0.060601668,0.031713758,LCBFM,Adaptive,,,,,,02-08-17,0.086250016,BenRib,0.873565944,,7,10
50,0.953399068,,,,,3,8,40,40,0.059470976,0.032908849,LCBFM,Adaptive,,,,,,02-08-17,0.083942082,BenRib,0.882386802,,9,10
100,0.953267272,,,,,5,8,40,40,0.061005247,0.032052184,LCBFM,Adaptive,,,,,,02-08-17,0.086780224,BenRib,0.87179321,,3,10
100,0.953165912,,,,,5,8,40,40,0.060857808,0.031795203,LCBFM,Adaptive,,,,,,02-08-17,0.086595957,BenRib,0.872337158,,5,10
100,0.953023811,,,,,5,8,40,40,0.060605869,0.031686339,LCBFM,Adaptive,,,,,,02-08-17,0.086208098,BenRib,0.873688808,,7,10
