CC,Correlation,Distance1,Distance2,Distance3,K,KTemp,K_Recover,LR_After,LR_Before,MAE,Mean Error,Method,Method_Recover,N_Pairs,N_PairsLR,Pair1,Pair2,Pair3,Predicted_date,RMSE,ROI,R^2,Samples,W,Window_Range
,0.976057272,-32,-16,48,4,,,,,0.022762292,0.003430218,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035038299,SCTSCL,0.95203776,,9,
,0.975994937,-32,-16,48,6,,,,,0.022837157,0.003039703,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035054409,SCTSCL,0.951993647,,9,
,0.97647699,-32,-16,32,6,,,,,0.023483397,0.004832806,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.03512544,SCTSCL,0.951798897,,9,
,0.975687268,-32,-16,48,8,,,,,0.022929663,0.002818775,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035259178,SCTSCL,0.951431154,,9,
,0.975679862,-32,-16,48,4,,,,,0.023079142,0.003318225,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035305765,SCTSCL,0.951302725,,5,
,0.975626714,-32,-16,48,4,,,,,0.022977295,0.003507195,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035353525,SCTSCL,0.951170884,,7,
,0.97555043,-32,-16,48,4,,,,,0.023127734,0.003073653,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035370555,SCTSCL,0.951123831,,3,
,0.975542024,-32,-16,48,6,,,,,0.023085618,0.003098509,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035387317,SCTSCL,0.951077495,,7,
,0.976180178,-32,-16,32,4,,,,,0.023638105,0.00555379,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.035429424,SCTSCL,0.950961,,9,
,0.975433206,-32,-16,48,8,,,,,0.023063152,0.002826395,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035442668,SCTSCL,0.95092433,,7,
,0.975360667,-32,-16,48,8,,,,,0.023182673,0.002496959,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035469292,SCTSCL,0.950850573,,3,
,0.975416207,-32,-16,48,6,,,,,0.023201215,0.002965715,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035472702,SCTSCL,0.950841122,,5,
,0.97536841,-32,-16,48,6,,,,,0.023214112,0.002771299,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035483111,SCTSCL,0.950812268,,3,
,0.975322298,-32,-16,48,8,,,,,0.023206972,0.002675792,ESTARFM,,3,,01-07-17,17-07-17,19-09-17,02-08-17,0.035516436,SCTSCL,0.950719833,,5,
,0.975897936,-32,-16,32,8,,,,,0.023715904,0.004720465,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.035537541,SCTSCL,0.950661246,,9,
,0.982288477,-16,48,,6,,,,,0.026735246,0.018217899,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.035735818,SCTSCL,0.950109155,,3,
,0.98215763,-16,48,,8,,,,,0.026660045,0.01812163,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.035774959,SCTSCL,0.949999803,,3,
,0.97557973,-32,-16,32,6,,,,,0.02384958,0.005107119,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.035785799,SCTSCL,0.949969499,,7,
,0.982404117,-16,48,,4,,,,,0.026855133,0.018491975,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.03578923,SCTSCL,0.949959906,,3,
,0.981993715,-16,48,,8,,,,,0.026805636,0.018166324,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.035921924,SCTSCL,0.949588154,,5,
,0.981920176,-16,48,,6,,,,,0.026836275,0.018215044,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036005544,SCTSCL,0.949353182,,5,
,0.975411799,-32,-16,32,4,,,,,0.024017809,0.005869301,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.036008779,SCTSCL,0.949344081,,7,
,0.982056113,-16,48,,4,,,,,0.02690067,0.018458545,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036011491,SCTSCL,0.94933645,,5,
,0.975189492,-32,-16,32,8,,,,,0.024003968,0.004931482,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.03605062,SCTSCL,0.94922629,,7,
,0.975092634,-32,-16,32,6,,,,,0.024099857,0.004970672,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.036079932,SCTSCL,0.94914369,,3,
,0.981806745,-16,48,,6,,,,,0.02686601,0.018304094,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036116655,SCTSCL,0.949040112,,7,
,0.975101283,-32,-16,32,6,,,,,0.024091776,0.005140084,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.03611934,SCTSCL,0.949032536,,5,
,0.981699487,-16,48,,8,,,,,0.026854346,0.018201498,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036149288,SCTSCL,0.948947982,,7,
,0.981893667,-16,48,,4,,,,,0.026958939,0.018523552,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036157673,SCTSCL,0.948924297,,7,
,0.975068575,-32,-16,32,4,,,,,0.024159831,0.005509207,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.036166004,SCTSCL,0.948900756,,3,
,0.981674228,-16,48,,6,,,,,0.026934263,0.018444355,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036278016,SCTSCL,0.948583743,,9,
,0.974944028,-32,-16,32,4,,,,,0.02425204,0.005857532,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.03631845,SCTSCL,0.948469065,,5,
,0.981635227,-16,48,,4,,,,,0.027051919,0.01864115,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036391805,SCTSCL,0.948260692,,9,
,0.97459619,-32,-16,32,8,,,,,0.024282991,0.004830831,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.036411111,SCTSCL,0.948205782,,3,
,0.974572496,-32,-16,32,8,,,,,0.024302236,0.004981743,ESTARFM,,3,,01-07-17,17-07-17,03-09-17,02-08-17,0.036462657,SCTSCL,0.948059031,,5,
,0.981248036,-16,48,,8,,,,,0.026955055,0.018383713,ESTARFM,,2,,17-07-17,19-09-17,,02-08-17,0.036531263,SCTSCL,0.947863389,,9,
,0.977024921,-32,-16,,4,,,,,0.023540979,-0.014144489,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037059412,SCTSCL,0.946344967,,9,
,0.97700589,-32,-16,,4,,,,,0.023574954,-0.014211134,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037097197,SCTSCL,0.9462355,,7,
,0.977030638,-32,-16,,4,,,,,0.023647921,-0.014350248,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037138937,SCTSCL,0.946114446,,5,
,0.976979521,-32,-16,,4,,,,,0.023785071,-0.014553042,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037255356,SCTSCL,0.945776088,,3,
,0.976731046,-32,-16,,6,,,,,0.023707191,-0.014274731,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037297889,SCTSCL,0.945652205,,9,
,0.976680321,-32,-16,,6,,,,,0.023758037,-0.014344948,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037359678,SCTSCL,0.945471987,,7,
,0.976587537,-32,-16,,6,,,,,0.02382928,-0.014451123,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.03746563,SCTSCL,0.945162267,,5,
,0.976573488,-32,-16,,6,,,,,0.023920245,-0.014626376,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037550619,SCTSCL,0.944913191,,3,
,0.976234545,-32,-16,,8,,,,,0.023917608,-0.01438969,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037670197,SCTSCL,0.94456179,,9,
,0.976217918,-32,-16,,8,,,,,0.023948381,-0.014463409,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037710951,SCTSCL,0.944441771,,7,
,0.976041951,-32,-16,,8,,,,,0.024037409,-0.014579135,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037873124,SCTSCL,0.943962897,,5,
,0.976077493,-32,-16,,8,,,,,0.024089256,-0.014731976,ESTARFM,,2,,01-07-17,17-07-17,,02-08-17,0.037914752,SCTSCL,0.943839645,,3,
,0.970485257,-32,-16,16,4,,,,,0.026262881,0.004965375,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.038936229,SCTSCL,0.940772803,,9,
,0.97001715,-32,-16,16,4,,,,,0.026439984,0.004932526,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039233353,SCTSCL,0.939865422,,7,
,0.969957366,-32,-16,16,6,,,,,0.026487303,0.00498301,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039267959,SCTSCL,0.939759292,,9,
,0.969850314,-32,-16,16,4,,,,,0.026564463,0.004750998,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039320292,SCTSCL,0.939598616,,5,
,0.969794906,-32,-16,16,4,,,,,0.026581442,0.004571266,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039328698,SCTSCL,0.939572788,,3,
,0.969553387,-32,-16,16,6,,,,,0.026614589,0.004836435,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039509354,SCTSCL,0.93901637,,7,
,0.969442442,-32,-16,16,6,,,,,0.026710802,0.004435506,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039534092,SCTSCL,0.938939978,,3,
,0.969405929,-32,-16,16,6,,,,,0.026692384,0.004645857,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039582336,SCTSCL,0.938790863,,5,
,0.969041342,-32,-16,16,8,,,,,0.026953228,0.00530274,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.039884233,SCTSCL,0.937853609,,9,
,0.968654866,-32,-16,16,8,,,,,0.026948879,0.004543684,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.040040965,SCTSCL,0.937364221,,3,
,0.968725109,-32,-16,16,8,,,,,0.027020957,0.005091501,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.040061473,SCTSCL,0.937300042,,7,
,0.968569412,-32,-16,16,8,,,,,0.02707041,0.004840345,ESTARFM,,3,,01-07-17,17-07-17,18-08-17,02-08-17,0.040131432,SCTSCL,0.937080867,,5,
,0.977045586,-16,32,48,6,,,,,0.031200671,0.023361205,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.041640748,SCTSCL,0.93225918,,9,
,0.976899734,-16,32,48,8,,,,,0.031392392,0.023478004,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.041818065,SCTSCL,0.931681033,,9,
,0.976524843,-16,32,48,4,,,,,0.031563658,0.023776023,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.042179635,SCTSCL,0.930494521,,9,
,0.976379756,-16,32,48,6,,,,,0.031594777,0.023707427,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.042235213,SCTSCL,0.930311232,,7,
,0.969141414,-32,48,,4,,,,,0.029684113,0.014275636,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.042293256,SCTSCL,0.930119557,,3,
,0.976358903,-16,32,48,8,,,,,0.031719033,0.023769132,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.04230549,SCTSCL,0.930079123,,7,
,0.968555945,-32,48,,6,,,,,0.029742668,0.013448178,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.042399913,SCTSCL,0.929766655,,3,
,0.976070448,-16,32,48,6,,,,,0.031843714,0.023896628,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.042529884,SCTSCL,0.929335416,,5,
,0.976032677,-16,32,48,8,,,,,0.031924914,0.023924282,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.042576732,SCTSCL,0.929179651,,5,
,0.975958003,-16,32,48,8,,,,,0.031975523,0.024002887,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.04265062,SCTSCL,0.928933632,,3,
,0.967845743,-32,48,,8,,,,,0.029807449,0.012997436,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.042655086,SCTSCL,0.92891875,,3,
,0.975942431,-16,32,48,6,,,,,0.031919364,0.02403937,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.042667465,SCTSCL,0.928877486,,3,
,0.968321466,-16,,,8,,,,,0.03191353,0.012570043,STARFM,,1,,17-07-17,,,02-08-17,0.042769149,SCTSCL,0.928538087,,3,
,0.964483994,-16,48,,8,,,,,0.032170415,0.006888643,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.042855954,SCTSCL,0.928247714,,3,
,0.967653585,-16,,,8,,,,,0.032366734,0.012450494,STARFM,,1,,17-07-17,,,02-08-17,0.042867523,SCTSCL,0.928208968,,9,
,0.975725083,-16,32,48,4,,,,,0.03203198,0.024213228,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.04289218,SCTSCL,0.928126358,,7,
,0.964002859,-16,48,,8,,,,,0.032397023,0.006267634,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.042996129,SCTSCL,0.927777563,,9,
,0.968278776,-32,48,,4,,,,,0.030212755,0.014882419,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043003663,SCTSCL,0.927752252,,5,
,0.97565375,-16,32,48,4,,,,,0.032223566,0.024430758,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.04305214,SCTSCL,0.927589274,,3,
,0.967583197,-32,48,,6,,,,,0.030147011,0.01380735,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043081915,SCTSCL,0.927489082,,5,
,0.975569181,-16,32,48,4,,,,,0.032239115,0.024417494,ESTARFM,,3,,17-07-17,03-09-17,19-09-17,02-08-17,0.043100183,SCTSCL,0.927427573,,5,
,0.967164135,-32,48,,8,,,,,0.030149505,0.013282282,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043156571,SCTSCL,0.927237556,,5,
,0.96710889,-16,,,8,,,,,0.032586147,0.012431877,STARFM,,1,,17-07-17,,,02-08-17,0.043255595,SCTSCL,0.926903261,,7,
,0.96748485,-32,48,,6,,,,,0.030353694,0.014177669,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043262834,SCTSCL,0.926878795,,7,
,0.967005182,-32,48,,8,,,,,0.030277997,0.013563356,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043325575,SCTSCL,0.926666555,,7,
,0.967058697,-16,,,8,,,,,0.032607183,0.012496998,STARFM,,1,,17-07-17,,,02-08-17,0.043381303,SCTSCL,0.926477781,,5,
,0.966978825,-32,48,,8,,,,,0.030379537,0.013759844,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043410669,SCTSCL,0.926378209,,9,
,0.967837379,-32,48,,4,,,,,0.030524948,0.015344521,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.04341816,SCTSCL,0.9263528,,7,
,0.967365026,-32,48,,6,,,,,0.030502654,0.014444174,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.043425761,SCTSCL,0.926327012,,9,
,0.963142945,-16,48,,8,,,,,0.032722316,0.006383276,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.04350732,SCTSCL,0.926050016,,7,
,0.962988228,-16,48,,8,,,,,0.032802492,0.006557592,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.043633939,SCTSCL,0.925618958,,5,
,0.967514484,-32,48,,4,,,,,0.030717351,0.015668053,ESTARFM,,2,,01-07-17,19-09-17,,02-08-17,0.04371876,SCTSCL,0.925329496,,9,
,0.96169605,-16,48,,6,,,,,0.033602504,0.006686198,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.044390682,SCTSCL,0.923016605,,3,
,0.965105468,-16,,,6,,,,,0.033470497,0.012470409,STARFM,,1,,17-07-17,,,02-08-17,0.044542293,SCTSCL,0.922489854,,3,
,0.98200726,-16,32,,6,,,,,0.035295636,0.030032524,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.044638152,SCTSCL,0.922155877,,3,
,0.981526792,-16,32,,8,,,,,0.035442479,0.030022361,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.044951437,SCTSCL,0.921059372,,3,
,0.981213906,-16,32,,6,,,,,0.035371904,0.029971733,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045062025,SCTSCL,0.920670481,,5,
,0.982033576,-16,32,,4,,,,,0.035815504,0.030712244,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045153813,SCTSCL,0.920346975,,3,
,0.981119446,-16,32,,8,,,,,0.035580376,0.030045614,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045232287,SCTSCL,0.920069872,,5,
,0.980974693,-16,32,,6,,,,,0.035415628,0.030077042,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045254398,SCTSCL,0.919991708,,9,
,0.980860182,-16,32,,6,,,,,0.035461358,0.030072751,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045306707,SCTSCL,0.919806638,,7,
,0.980930826,-16,32,,8,,,,,0.035715371,0.030138769,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045444318,SCTSCL,0.919318756,,7,
,0.961162928,-32,-16,,8,,,,,0.033068786,0.009542396,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.04562658,SCTSCL,0.918670286,,9,
,0.980681159,-16,32,,8,,,,,0.035818026,0.030296147,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045668784,SCTSCL,0.918519757,,9,
,0.962682456,-16,,,6,,,,,0.034668414,0.012353499,STARFM,,1,,17-07-17,,,02-08-17,0.045744926,SCTSCL,0.918247833,,5,
,0.962390403,-16,32,,8,,,,,0.035162635,0.012801845,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045799535,SCTSCL,0.918052529,,9,
,0.961686178,-32,-16,,8,,,,,0.032977899,0.010279791,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.045804854,SCTSCL,0.918033493,,3,
,0.980988507,-16,32,,4,,,,,0.036015756,0.030869503,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045820839,SCTSCL,0.917976276,,5,
,0.962241945,-16,,,6,,,,,0.035026933,0.012347043,STARFM,,1,,17-07-17,,,02-08-17,0.045829922,SCTSCL,0.917943754,,9,
,0.958770185,-16,48,,6,,,,,0.034908846,0.005863098,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.045848941,SCTSCL,0.917875632,,9,
,0.958875355,-16,48,,6,,,,,0.034782651,0.006251238,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.045849179,SCTSCL,0.917874782,,5,
,0.962026774,-16,32,,8,,,,,0.035162801,0.013390991,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.045898931,SCTSCL,0.917696452,,3,
,0.962064422,-16,,,6,,,,,0.035027519,0.012338614,STARFM,,1,,17-07-17,,,02-08-17,0.045996183,SCTSCL,0.91734731,,7,
,0.960559819,-32,-16,,8,,,,,0.033367911,0.009691127,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.046067142,SCTSCL,0.917092093,,7,
,0.95831624,-16,48,,6,,,,,0.03505626,0.006024527,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.046111362,SCTSCL,0.916932849,,7,
,0.980546543,-16,32,,4,,,,,0.036151232,0.030968086,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.04614213,SCTSCL,0.916821959,,9,
,0.96064136,-32,-16,,8,,,,,0.033439923,0.009924941,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.046164801,SCTSCL,0.916740202,,5,
,0.980524926,-16,32,,4,,,,,0.036212179,0.031026531,ESTARFM,,2,,17-07-17,03-09-17,,02-08-17,0.046185979,SCTSCL,0.916663794,,7,
,0.961182932,-16,32,,8,,,,,0.035564201,0.012915915,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.046385043,SCTSCL,0.915943881,,7,
,0.960753265,-16,32,,8,,,,,0.035702361,0.013113812,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.046584748,SCTSCL,0.915218536,,5,
,0.95971232,-32,-16,,6,,,,,0.033935251,0.010091517,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.046743582,SCTSCL,0.914639413,,3,
,0.956158997,-16,48,,4,,,,,0.03595379,0.006418833,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.047297984,SCTSCL,0.912602567,,3,
,0.959198355,-16,32,,6,,,,,0.036598654,0.01317094,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.047331456,SCTSCL,0.912478823,,3,
,0.957488725,-32,-16,,6,,,,,0.03504539,0.009414319,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.047490473,SCTSCL,0.911889756,,9,
,0.957669166,-32,-16,,6,,,,,0.034948467,0.009742431,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.047624063,SCTSCL,0.911393351,,5,
,0.957195217,-32,-16,,6,,,,,0.035173591,0.009559076,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.047745931,SCTSCL,0.91093929,,7,
,0.957598296,-16,32,,6,,,,,0.037343407,0.01225242,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.048167496,SCTSCL,0.909359656,,9,
,0.957956207,-16,,,4,,,,,0.0365729,0.012359806,STARFM,,1,,17-07-17,,,02-08-17,0.048234623,SCTSCL,0.909106843,,3,
,0.956687759,-16,32,,6,,,,,0.037604423,0.012704427,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.048568276,SCTSCL,0.907845025,,5,
,0.956668982,-16,32,,6,,,,,0.037641969,0.012438848,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.04859593,SCTSCL,0.907740051,,7,
,0.953014895,-32,48,,8,,,,,0.03561682,0.005200295,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.048870262,SCTSCL,0.906695464,,3,
,0.952153948,-32,48,,8,,,,,0.036031485,0.004541837,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.049131294,SCTSCL,0.905696062,,9,
,0.951566978,-32,48,,8,,,,,0.036254412,0.004803638,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.049502866,SCTSCL,0.904264258,,5,
,0.951378282,-32,48,,8,,,,,0.036313829,0.004691453,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.04955575,SCTSCL,0.9040596,,7,
,0.953476996,-32,-16,,4,,,,,0.036773849,0.009898773,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.049775198,SCTSCL,0.903208013,,3,
,0.950972453,-32,48,,6,,,,,0.036541555,0.004822613,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.04979694,SCTSCL,0.903123436,,3,
,0.953869774,-16,32,,4,,,,,0.038862519,0.012689493,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.049948653,SCTSCL,0.902532241,,3,
,0.949884034,-16,48,,4,,,,,0.038629889,0.005973835,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.050368919,SCTSCL,0.900885163,,5,
,0.952221355,-16,,,4,,,,,0.039187369,0.012317405,STARFM,,1,,17-07-17,,,02-08-17,0.050958145,SCTSCL,0.898552665,,5,
,0.947964947,-32,48,,6,,,,,0.037912376,0.003947429,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.051096825,SCTSCL,0.897999748,,9,
,0.948120422,-32,48,,6,,,,,0.037750711,0.004375419,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.051098872,SCTSCL,0.897991575,,5,
,0.947359385,-32,48,,6,,,,,0.03807483,0.004138737,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.051416494,SCTSCL,0.896719501,,7,
,0.94748345,-16,48,,4,,,,,0.039619835,0.005687686,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.051478238,SCTSCL,0.896471299,,7,
,0.946979823,-16,48,,4,,,,,0.03989444,0.005535583,STARFM,,2,,17-07-17,19-09-17,,02-08-17,0.051710456,SCTSCL,0.895535158,,9,
,0.949870678,-16,,,4,,,,,0.04021808,0.012260131,STARFM,,1,,17-07-17,,,02-08-17,0.05197883,SCTSCL,0.894448011,,7,
,0.945785495,-32,48,,4,,,,,0.038569421,0.004774795,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.052227348,SCTSCL,0.893436281,,3,
,0.947982505,-32,-16,,4,,,,,0.039266051,0.009545107,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.052233649,SCTSCL,0.89341057,,5,
,0.948989172,-16,,,4,,,,,0.040641005,0.012322357,STARFM,,1,,17-07-17,,,02-08-17,0.05234594,SCTSCL,0.892951786,,9,
,0.948197986,-16,32,,4,,,,,0.041110033,0.012072283,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.052554737,SCTSCL,0.8920961,,5,
,0.945766859,-32,-16,,4,,,,,0.040286018,0.009302903,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.053137571,SCTSCL,0.88968951,,7,
,0.946313322,-16,32,,4,,,,,0.041875911,0.011752431,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.053421643,SCTSCL,0.888506924,,7,
,0.944864363,-32,-16,,4,,,,,0.040695429,0.009195754,STARFM,,2,,01-07-17,17-07-17,,02-08-17,0.053470412,SCTSCL,0.888303264,,9,
,0.946114784,-16,32,,4,,,,,0.042024249,0.011583352,STARFM,,2,,17-07-17,03-09-17,,02-08-17,0.053563916,SCTSCL,0.887912273,,9,
,0.939154105,-32,48,,4,,,,,0.041253911,0.004302366,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.05514296,SCTSCL,0.881206258,,5,
,0.936626464,-32,48,,4,,,,,0.042302161,0.004015275,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.056194641,SCTSCL,0.876631805,,7,
,0.936049461,-32,48,,4,,,,,0.042591708,0.003817611,STARFM,,2,,01-07-17,19-09-17,,02-08-17,0.056417596,SCTSCL,0.875650924,,9,
,0.936173388,32,48,,8,,,,,0.044305643,0.009400859,STARFM,,2,,03-09-17,19-09-17,,02-08-17,0.057300118,SCTSCL,0.87173019,,9,
,0.934672622,32,48,,8,,,,,0.044673297,0.009644248,STARFM,,2,,03-09-17,19-09-17,,02-08-17,0.057794535,SCTSCL,0.869507078,,3,
,0.934677873,32,48,,8,,,,,0.044764409,0.009457103,STARFM,,2,,03-09-17,19-09-17,,02-08-17,0.057872977,SCTSCL,0.869152611,,7,
,0.933905571,32,48,,8,,,,,0.044958842,0.009455635,STARFM,,2,,03-09-17,19-09-17,,02-08-17,0.058134345,SCTSCL,0.867968068,,5,
,0.937603593,-32,,,8,,,,,0.041010763,0.009324649,STARFM,,1,,01-07-17,,,02-08-17,0.058210289,SCTSCL,0.867659519,,3,
,0.936314131,-32,,,8,,,,,0.041549598,0.009237725,STARFM,,1,,01-07-17,,,02-08-17,0.058417642,SCTSCL,0.866715008,,9,
,0.936167764,-32,,,8,,,,,0.041655569,0.009276273,STARFM,,1,,01-07-17,,,02-08-17,0.05868664,SCTSCL,0.865484696,,5,
